departamento,provincia,municipio,cluster,trajectoire,annee,hh_total,acc,part_dispersee,hh_A,hh_B,hh_C
Pando,Nicolás Suárez,Cobija,C5,acces_2035,2024,15564.0,0.9746209200719609,0.0,14921.0,248.0,395.0
Pando,Nicolás Suárez,Cobija,C5,acces_2035,2035,19083.756415751872,1.0,0.0,19083.756415751872,0.0,0.0
Pando,Nicolás Suárez,Cobija,C5,acces_2035,2050,22993.877001280594,1.0,0.0,22993.877001280594,2.8474160744651057e-13,4.2186371794494537e-13
Pando,Nicolás Suárez,Porvenir,C4,acces_2035,2024,2230.0,0.9044843049327355,0.0,1800.0,217.0,213.0
Pando,Nicolás Suárez,Porvenir,C4,acces_2035,2035,2833.55418127864,1.0,0.0,2833.55418127864,0.0,-1.2132082064921302e-13
Pando,Nicolás Suárez,Porvenir,C4,acces_2035,2050,3515.947216980914,1.0,0.0,3515.947216980914,0.0,0.0
Pando,Nicolás Suárez,Bolpebra,C2,acces_2035,2024,802.0,0.6845386533665836,0.20857213716833586,156.00000000000003,393.0,252.99999999999997
Pando,Nicolás Suárez,Bolpebra,C2,acces_2035,2035,997.856669372326,1.0,0.20857213716833586,830.2147574213823,167.64191195094358,8.923527038029326e-14
Pando,Nicolás Suárez,Bolpebra,C2,acces_2035,2050,1204.023589566086,1.0,0.20857213716833586,1001.7452235600126,202.27836600607336,0.0
Pando,Nicolás Suárez,Bella Flor,C4,acces_2035,2024,1235.0,0.7157894736842105,0.1471861471861472,569.0,315.0,350.99999999999994
Pando,Nicolás Suárez,Bella Flor,C4,acces_2035,2035,1362.7293324460295,1.0,0.1471861471861472,1254.5650651206956,108.16426732533395,0.0
Pando,Nicolás Suárez,Bella Flor,C4,acces_2035,2050,1444.9168757252498,1.0,0.1471861471861472,1330.229115296477,114.6877604287732,-1.730176306737402e-13
Pando,Manuripi,Puerto Rico,C4,acces_2035,2024,1989.0,0.8366013071895425,0.3426853707414829,1344.0,320.0,325.0
Pando,Manuripi,Puerto Rico,C4,acces_2035,2035,2510.9854298130017,1.0,0.3426853707414829,2231.946569809208,279.03886000379345,9.040227380324107e-14
Pando,Manuripi,Puerto Rico,C4,acces_2035,2050,3089.4010258807066,1.0,0.3426853707414829,2746.0844418332626,343.3165840474438,1.1122680128433907e-13
Pando,Manuripi,San Pedro,C4,acces_2035,2024,612.0,0.39705882352941174,0.06398104265402844,2.0,241.0,369.0
Pando,Manuripi,San Pedro,C4,acces_2035,2035,783.5092492407259,1.0,0.06398104265402844,733.5433332207047,49.96591602002121,0.0
Pando,Manuripi,San Pedro,C4,acces_2035,2050,981.6366191817148,1.0,0.06398104265402844,919.0357335843305,62.60088559738425,0.0
Pando,Manuripi,Filadelfia,C4,acces_2035,2024,2514.0,0.7637231503579952,0.012505827531661953,1312.0,608.0,594.0
Pando,Manuripi,Filadelfia,C4,acces_2035,2035,3239.0988233119588,1.0,0.012505827531661953,3219.7312223917897,19.36760092016874,5.158160805964177e-13
Pando,Manuripi,Filadelfia,C4,acces_2035,2050,4090.963777158671,1.0,0.012505827531661953,4066.502605043564,24.461172115106628,0.0
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2035,2024,1965.0,0.8229007633587786,0.0,1385.0,232.0,348.0
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2035,2035,2536.361491216532,1.0,0.0,2536.361491216532,0.0,0.0
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2035,2050,3210.705483694447,1.0,0.0,3210.705483694447,0.0,-2.1042926299307265e-13
Pando,Madre de Dios,San Lorenzo,C4,acces_2035,2024,1850.0,0.8367567567567568,0.22261484098939938,1288.0,260.0,301.99999999999994
Pando,Madre de Dios,San Lorenzo,C4,acces_2035,2035,2376.984644823175,1.0,0.22261484098939938,2216.2368302216864,160.74781460148864,-1.6033605318995503e-13
Pando,Madre de Dios,San Lorenzo,C4,acces_2035,2050,2991.664696732965,1.0,0.22261484098939938,2789.3480502760317,202.31664645693326,-2.0179840496090805e-13
Pando,Madre de Dios,Sena,C4,acces_2035,2024,2875.0,0.6267826086956522,0.33505463822598297,1120.0,682.0,1073.0
Pando,Madre de Dios,Sena,C4,acces_2035,2035,3696.705818025037,1.0,0.33505463822598297,2940.622254371682,756.0835636533549,0.0
Pando,Madre de Dios,Sena,C4,acces_2035,2050,4657.018581180977,1.0,0.33505463822598297,3704.523203352847,952.49537782813,0.0
Pando,Abuná,Santa Rosa,C4,acces_2035,2024,860.0,0.8267441860465117,0.11818181818181818,568.0,143.0,148.99999999999997
Pando,Abuná,Santa Rosa,C4,acces_2035,2035,1082.18263777553,1.0,0.11818181818181818,1038.7580575113027,43.42458026422741,-8.15877934283558e-14
Pando,Abuná,Santa Rosa,C4,acces_2035,2050,1325.7767036682858,1.0,0.11818181818181818,1272.5774608868396,53.19924278144624,-9.995281023299043e-14
Pando,Abuná,Ingavi,C4,acces_2035,2024,649.0,0.5978428351309707,0.3036423855209137,113.0,275.0,261.0
Pando,Abuná,Ingavi,C4,acces_2035,2035,836.3350954088609,1.0,0.3036423855209137,626.6040076782956,209.7310877305652,0.0
Pando,Abuná,Ingavi,C4,acces_2035,2050,1056.5204283426249,1.0,0.3036423855209137,791.5725864282131,264.9478419144118,0.0
Pando,Federico Román,Nueva Esperanza,C4,acces_2035,2024,489.0,0.6912065439672802,0.3349753694581281,70.99999999999997,267.0,151.00000000000003
Pando,Federico Román,Nueva Esperanza,C4,acces_2035,2035,534.5711855291104,1.0,0.3349753694581281,381.502679605899,153.0685059232115,-1.0146428371484432e-13
Pando,Federico Román,Nueva Esperanza,C4,acces_2035,2050,562.5292784665278,1.0,0.3349753694581281,401.45528397558337,161.07399449094453,-1.0677086953675003e-13
Pando,Federico Román,Villa Nueva,C4,acces_2035,2024,708.0,0.6991525423728814,0.3203125,274.0,221.0,213.00000000000003
Pando,Federico Román,Villa Nueva,C4,acces_2035,2035,785.8236695192683,1.0,0.3203125,631.5273862452364,154.29628327403185,5.3480050358607787e-14
Pando,Federico Román,Villa Nueva,C4,acces_2035,2050,837.3280479922954,1.0,0.3203125,672.9188927356868,164.40915525660867,0.0
Pando,Federico Román,Santos Mercado,C4,acces_2035,2024,601.0,0.653910149750416,0.415,188.00000000000003,205.0,207.99999999999997
Pando,Federico Román,Santos Mercado,C4,acces_2035,2035,758.7596855086014,1.0,0.415,542.3743006537816,216.38538485481985,0.0
Pando,Federico Román,Santos Mercado,C4,acces_2035,2050,933.6006746251476,1.0,0.415,667.3536070255184,266.2470675996292,0.0
La Paz,Abel Iturralde,Ixiamas,C1,acces_2050,2024,3306.0,0.6845130066545675,0.2886254985683954,1470.0,793.0,1043.0
La Paz,Abel Iturralde,Ixiamas,C1,acces_2050,2035,4059.330684013142,0.8448732409155981,0.2886254985683954,2620.11600593853,809.5038650117856,629.7108130628268
La Paz,Abel Iturralde,Ixiamas,C1,acces_2050,2050,4811.556447167031,1.0,0.2886254985683954,4040.315447517685,771.2409996493465,0.0
Beni,Vaca Diez,Riberalta,C3,acces_2050,2024,27442.0,0.8934115589242767,0.06239061379449533,23121.0,1396.0,2925.0
Beni,Vaca Diez,Riberalta,C3,acces_2050,2035,33049.84030230333,0.9443169045850031,0.06239061379449533,30176.14008522096,1033.3828060788035,1840.3174110035695
Beni,Vaca Diez,Riberalta,C3,acces_2050,2050,38893.263225201175,1.0,0.06239061379449533,38511.17632571284,382.0868994883378,-1.3598252923647865e-12
Beni,Vaca Diez,Guayaramerín,C3,acces_2050,2024,10891.0,0.9242493802222018,0.07479207398893405,9420.0,646.0,825.0
Beni,Vaca Diez,Guayaramerín,C3,acces_2050,2035,12371.56176562688,0.9626513592257789,0.07479207398893405,11484.336288576384,425.16446085001047,462.0610162004873
Beni,Vaca Diez,Guayaramerín,C3,acces_2050,2050,13537.038630148883,1.0,0.07479207398893405,13400.289630095995,136.74900005289084,-1.2179516921189994e-12
Beni,General José Ballivián,Reyes,C1,acces_2050,2024,3417.0,0.7919227392449517,0.31337264183864605,2353.0,353.0,710.9999999999999
Beni,General José Ballivián,Reyes,C1,acces_2050,2035,3667.8875984801934,0.9041333818807413,0.31337264183864605,2948.670519479751,367.58909929257675,351.62797970786545
Beni,General José Ballivián,Reyes,C1,acces_2050,2050,3805.690711998762,1.0,0.31337264183864605,3434.3340508936994,371.35666110506304,-2.6312999953521634e-13
Beni,General José Ballivián,Santa Rosa,C1,acces_2050,2024,2755.0,0.8522686025408348,0.24673544524393468,1728.0,620.0,407.00000000000006
Beni,General José Ballivián,Santa Rosa,C1,acces_2050,2035,3396.6207095930745,0.9172517051603929,0.24673544524393468,2549.977181347089,565.5789563102626,281.06457193572305
Beni,General José Ballivián,Santa Rosa,C1,acces_2050,2050,4047.827522396201,1.0,0.24673544524393468,3675.5195099782973,372.3080124179037,0.0
Beni,Yacuma,Exaltación,C1,acces_2050,2024,1455.0,0.8123711340206186,0.3602386612441766,292.0,890.0,273.0
Beni,Yacuma,Exaltación,C1,acces_2050,2035,1818.512576703737,0.9132965697518205,0.3602386612441766,865.1619280956461,795.6793702584213,157.67127834966976
Beni,Yacuma,Exaltación,C1,acces_2050,2050,2207.703755251076,1.0,0.3602386612441766,1572.010157185442,635.6935980656339,0.0
Pando,Nicolás Suárez,Cobija,C5,acces_2050,2024,15564.0,0.9746209200719609,0.0,14921.0,248.0,395.0
Pando,Nicolás Suárez,Cobija,C5,acces_2050,2035,19083.756415751872,0.9928153736738895,0.0,18860.56271809749,86.08403890868782,137.10965874569231
Pando,Nicolás Suárez,Cobija,C5,acces_2050,2050,22993.877001280594,1.0,0.0,22993.877001280594,2.8474160744651057e-13,4.2186371794494537e-13
Pando,Nicolás Suárez,Porvenir,C4,acces_2050,2024,2230.0,0.9044843049327355,0.0,1800.0,217.0,213.0
Pando,Nicolás Suárez,Porvenir,C4,acces_2050,2035,2833.55418127864,0.967109965336432,0.0,2645.412636890652,94.94584914463597,93.19569524335238
Pando,Nicolás Suárez,Porvenir,C4,acces_2050,2050,3515.947216980914,1.0,0.0,3515.947216980914,0.0,0.0
Pando,Nicolás Suárez,Bolpebra,C2,acces_2050,2024,802.0,0.6845386533665836,0.20857213716833586,156.00000000000003,393.0,252.99999999999997
Pando,Nicolás Suárez,Bolpebra,C2,acces_2050,2035,997.856669372326,0.8655671845289354,0.20857213716833586,559.1351853694009,304.576802502624,134.1446815003011
Pando,Nicolás Suárez,Bolpebra,C2,acces_2050,2050,1204.023589566086,1.0,0.20857213716833586,1001.7452235600126,202.27836600607336,0.0
Pando,Nicolás Suárez,Bella Flor,C4,acces_2050,2024,1235.0,0.7157894736842105,0.1471861471861472,569.0,315.0,350.99999999999994
Pando,Nicolás Suárez,Bella Flor,C4,acces_2050,2035,1362.7293324460295,0.8697204745028234,0.1471861471861472,967.2839147400134,217.9096868938631,177.53573081215288
Pando,Nicolás Suárez,Bella Flor,C4,acces_2050,2050,1444.9168757252498,1.0,0.1471861471861472,1330.229115296477,114.6877604287732,-1.730176306737402e-13
Pando,Manuripi,Puerto Rico,C4,acces_2050,2024,1989.0,0.8366013071895425,0.3426853707414829,1344.0,320.0,325.0
Pando,Manuripi,Puerto Rico,C4,acces_2050,2035,2510.9854298130017,0.9359410417323029,0.3426853707414829,2022.11360533645,328.0207136173648,160.85111085918666
Pando,Manuripi,Puerto Rico,C4,acces_2050,2050,3089.4010258807066,1.0,0.3426853707414829,2746.0844418332626,343.3165840474438,1.1122680128433907e-13
Pando,Manuripi,San Pedro,C4,acces_2050,2024,612.0,0.39705882352941174,0.06398104265402844,2.0,241.0,369.0
Pando,Manuripi,San Pedro,C4,acces_2050,2035,783.5092492407259,0.6795574765696962,0.06398104265402844,345.0510611214404,187.3885071616045,251.06968095768104
Pando,Manuripi,San Pedro,C4,acces_2050,2050,981.6366191817148,1.0,0.06398104265402844,919.0357335843305,62.60088559738425,0.0
Pando,Manuripi,Filadelfia,C4,acces_2050,2024,2514.0,0.7637231503579952,0.012505827531661953,1312.0,608.0,594.0
Pando,Manuripi,Filadelfia,C4,acces_2050,2035,3239.0988233119588,0.9040425271970838,0.012505827531661953,2598.6397534586936,329.6433326093498,310.81573724391546
Pando,Manuripi,Filadelfia,C4,acces_2050,2050,4090.963777158671,1.0,0.012505827531661953,4066.502605043564,24.461172115106628,0.0
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2050,2024,1965.0,0.8229007633587786,0.0,1385.0,232.0,348.0
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2050,2035,2536.361491216532,0.9308407913287676,0.0,2244.006901821995,116.94183575781487,175.4127536367223
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2050,2050,3210.705483694447,1.0,0.0,3210.705483694447,0.0,-2.1042926299307265e-13
Pando,Madre de Dios,San Lorenzo,C4,acces_2050,2024,1850.0,0.8367567567567568,0.22261484098939938,1288.0,260.0,301.99999999999994
Pando,Madre de Dios,San Lorenzo,C4,acces_2050,2035,2376.984644823175,0.9461771481834211,0.22261484098939938,2031.1571675132948,217.89138500127945,127.93609230860076
Pando,Madre de Dios,San Lorenzo,C4,acces_2050,2050,2991.664696732965,1.0,0.22261484098939938,2789.3480502760317,202.31664645693326,-2.0179840496090805e-13
Pando,Madre de Dios,Sena,C4,acces_2050,2024,2875.0,0.6267826086956522,0.33505463822598297,1120.0,682.0,1073.0
Pando,Madre de Dios,Sena,C4,acces_2050,2035,3696.705818025037,0.8654448704901772,0.33505463822598297,2399.645617765692,799.6494701552705,497.4107301040745
Pando,Madre de Dios,Sena,C4,acces_2050,2050,4657.018581180977,1.0,0.33505463822598297,3704.523203352847,952.49537782813,0.0
Pando,Abuná,Santa Rosa,C4,acces_2050,2024,860.0,0.8267441860465117,0.11818181818181818,568.0,143.0,148.99999999999997
Pando,Abuná,Santa Rosa,C4,acces_2050,2035,1082.18263777553,0.9303815922460258,0.11818181818181818,908.5612664460403,98.28153918856157,75.33983214092821
Pando,Abuná,Santa Rosa,C4,acces_2050,2050,1325.7767036682858,1.0,0.11818181818181818,1272.5774608868396,53.19924278144624,-9.995281023299043e-14
Pando,Abuná,Ingavi,C4,acces_2050,2024,649.0,0.5978428351309707,0.3036423855209137,113.0,275.0,261.0
Pando,Abuná,Ingavi,C4,acces_2050,2035,836.3350954088609,0.7679862510370985,0.3036423855209137,349.11188796570883,293.18196656809624,194.04124087505573
Pando,Abuná,Ingavi,C4,acces_2050,2050,1056.5204283426249,1.0,0.3036423855209137,791.5725864282131,264.9478419144118,0.0
Pando,Federico Román,Nueva Esperanza,C4,acces_2050,2024,489.0,0.6912065439672802,0.3349753694581281,70.99999999999997,267.0,151.00000000000003
Pando,Federico Román,Nueva Esperanza,C4,acces_2050,2035,534.5711855291104,0.8640845343714169,0.3349753694581281,247.74722922314947,214.1674647131482,72.65649159281269
Pando,Federico Román,Nueva Esperanza,C4,acces_2050,2050,562.5292784665278,1.0,0.3349753694581281,401.45528397558337,161.07399449094453,-1.0677086953675003e-13
Pando,Federico Román,Villa Nueva,C4,acces_2050,2024,708.0,0.6991525423728814,0.3203125,274.0,221.0,213.00000000000003
Pando,Federico Román,Villa Nueva,C4,acces_2050,2035,785.8236695192683,0.856226825712185,0.3203125,475.06052293997465,197.7827831820094,112.9803633972842
Pando,Federico Román,Villa Nueva,C4,acces_2050,2050,837.3280479922954,1.0,0.3203125,672.9188927356868,164.40915525660867,0.0
Pando,Federico Román,Santos Mercado,C4,acces_2050,2024,601.0,0.653910149750416,0.415,188.00000000000003,205.0,207.99999999999997
Pando,Federico Román,Santos Mercado,C4,acces_2050,2035,758.7596855086014,0.8342490606325665,0.415,396.29024110963735,236.70431377177505,125.765130627189
Pando,Federico Román,Santos Mercado,C4,acces_2050,2050,933.6006746251476,1.0,0.415,667.3536070255184,266.2470675996292,0.0
