N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Red de empresa eléctrica (servicio público),NÚMERO DE VIVIENDAS | 2012 | Motor propio,NÚMERO DE VIVIENDAS | 2012 | Panel solar,NÚMERO DE VIVIENDAS | 2012 | Otra,NÚMERO DE VIVIENDAS | 2012 | No tiene,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Servicio público de energía eléctrica,NÚMERO DE VIVIENDAS | 2024 | Motor propio,NÚMERO DE VIVIENDAS | 2024 | Panel solar,NÚMERO DE VIVIENDAS | 2024 | Otra,NÚMERO DE VIVIENDAS | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Red de empresa eléctrica (servicio público),DISTRIBUCIÓN PORCENTUAL | 2012 | Motor propio,DISTRIBUCIÓN PORCENTUAL | 2012 | Panel solar,DISTRIBUCIÓN PORCENTUAL | 2012 | Otra,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Servicio público de energía eléctrica,DISTRIBUCIÓN PORCENTUAL | 2024 | Motor propio,DISTRIBUCIÓN PORCENTUAL | 2024 | Panel solar,DISTRIBUCIÓN PORCENTUAL | 2024 | Otra,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
1166,Municipio/TIOC,Santa Cruz,Florida,Quirusillas,Urbana,,,,,,,,,,,,,,,,,,,,,,
1167,Municipio/TIOC,Santa Cruz,Florida,Quirusillas,Rural,730,517,5,35,12,161,787,647,1,55,1,83,70.8219178,0.6849315,4.7945205,1.6438356,22.0547945,82.2109276,0.1270648,6.9885642,0.1270648,10.5463787
1168,Provincia,Santa Cruz,Obispo Santisteban,,Obispo Santisteban,41546,37361,295,96,351,3443,51149,49102,217,418,203,1209,89.9268281,0.7100563,0.2310692,0.8448467,8.2871997,95.9979667,0.4242507,0.8172203,0.3968797,2.3636826
1169,Provincia,Santa Cruz,Obispo Santisteban,,Urbana,34714,32487,82,9,246,1890,45332,44093,142,273,148,676,93.5847209,0.2362159,0.0259261,0.7086478,5.4444893,97.2668314,0.3132445,0.6022236,0.3264802,1.4912203
1170,Provincia,Santa Cruz,Obispo Santisteban,,Rural,6832,4874,213,87,105,1553,5817,5009,75,145,55,533,71.3407494,3.1176815,1.2734192,1.5368852,22.7312646,86.1096785,1.2893244,2.4926938,0.9455046,9.1627987
1171,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Montero,Montero,26343,24524,72,10,191,1546,33384,32778,90,177,76,263,93.0949398,0.2733174,0.0379607,0.7250503,5.8687317,98.1847592,0.2695902,0.5301941,0.227654,0.7878025
1172,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Montero,Urbana,25783,24115,66,7,190,1405,33175,32622,85,164,74,230,93.530621,0.2559826,0.0271497,0.7369197,5.4493271,98.3330821,0.256217,0.4943482,0.2230595,0.6932931
1173,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Montero,Rural,560,409,6,3,1,141,209,156,5,13,2,33,73.0357143,1.0714286,0.5357143,0.1785714,25.1785714,74.6411483,2.3923445,6.2200957,0.9569378,15.7894737
1174,Municipio/TIOC,Santa Cruz,Obispo Santisteban,General Saavedra,General Saavedra,3236,2651,32,4,33,516,4358,4041,29,41,21,226,81.9221261,0.9888752,0.1236094,1.0197775,15.9456119,92.7260211,0.6654429,0.9407985,0.4818724,5.1858651
1175,Municipio/TIOC,Santa Cruz,Obispo Santisteban,General Saavedra,Urbana,1177,1099,3,0,15,60,1986,1923,6,15,3,39,93.3729822,0.2548853,0,1.2744265,5.097706,96.8277946,0.3021148,0.755287,0.1510574,1.9637462
1176,Municipio/TIOC,Santa Cruz,Obispo Santisteban,General Saavedra,Rural,2059,1552,29,4,18,456,2372,2118,23,26,18,187,75.3763963,1.4084507,0.1942691,0.8742108,22.1466731,89.2917369,0.9696459,1.0961214,0.7588533,7.8836425
1177,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Mineros,Mineros,5327,4651,25,10,51,590,6194,5859,30,56,48,201,87.3099305,0.4693073,0.1877229,0.9573869,11.0756523,94.5915402,0.4843397,0.9041007,0.7749435,3.2450759
1178,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Mineros,Urbana,4211,4013,9,1,21,167,4954,4799,27,17,37,74,95.298029,0.213726,0.0237473,0.4986939,3.9658038,96.8712152,0.5450141,0.343157,0.7468712,1.4937424
1179,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Mineros,Rural,1116,638,16,9,30,423,1240,1060,3,39,11,127,57.1684588,1.4336918,0.8064516,2.688172,37.9032258,85.483871,0.2419355,3.1451613,0.8870968,10.2419355
1180,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Fernández Alonso,Fernández Alonso,3163,2525,122,66,48,402,3438,3100,42,54,32,210,79.829276,3.8570977,2.0866266,1.5175466,12.7094531,90.1687027,1.2216405,1.5706806,0.9307737,6.1082024
1181,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Fernández Alonso,Urbana,2113,1908,3,1,8,193,2870,2702,9,13,13,133,90.2981543,0.1419782,0.0473261,0.3786086,9.1339328,94.1463415,0.3135889,0.4529617,0.4529617,4.6341463
1182,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Fernández Alonso,Rural,1050,617,119,65,40,209,568,398,33,41,19,77,58.7619048,11.3333333,6.1904762,3.8095238,19.9047619,70.0704225,5.8098592,7.2183099,3.3450704,13.556338
1183,Municipio/TIOC,Santa Cruz,Obispo Santisteban,San Pedro,San Pedro,3477,3010,44,6,28,389,3775,3324,26,90,26,309,86.5688812,1.2654587,0.1725626,0.8052919,11.1878056,88.0529801,0.6887417,2.384106,0.6887417,8.1854305
1184,Municipio/TIOC,Santa Cruz,Obispo Santisteban,San Pedro,Urbana,1430,1352,1,0,12,65,2347,2047,15,64,21,200,94.5454545,0.0699301,0,0.8391608,4.5454545,87.2177248,0.6391138,2.7268854,0.8947593,8.5215168
1185,Municipio/TIOC,Santa Cruz,Obispo Santisteban,San Pedro,Rural,2047,1658,43,6,16,324,1428,1277,11,26,5,109,80.9965804,2.1006351,0.2931119,0.7816317,15.828041,89.4257703,0.7703081,1.8207283,0.3501401,7.6330532
1186,Provincia,Santa Cruz,Ñuflo de Chávez,,Ñuflo de Chávez,28102,15600,1751,1621,941,8189,38255,29663,1237,2021,574,4760,55.5120632,6.2308732,5.7682727,3.3485161,29.1402747,77.5401908,3.2335642,5.2829695,1.5004575,12.4428179
1187,Provincia,Santa Cruz,Ñuflo de Chávez,,Urbana,12417,10628,39,14,172,1564,18864,17985,50,125,146,558,85.5923331,0.3140855,0.1127487,1.3851977,12.595635,95.3403308,0.2650551,0.6626378,0.773961,2.9580153
1188,Provincia,Santa Cruz,Ñuflo de Chávez,,Rural,15685,4972,1712,1607,769,6625,19391,11678,1187,1896,428,4202,31.6990755,10.9148868,10.2454574,4.9027734,42.2378068,60.2238152,6.1213965,9.7777319,2.2072095,21.6698468
1189,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Concepción,4261,2107,256,83,186,1629,9407,5727,164,869,246,2401,49.4484863,6.0079793,1.9478996,4.3651725,38.2304623,60.8801956,1.7433826,9.2378016,2.6150739,25.5235463
1190,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Urbana,2292,1751,6,2,69,464,4163,3887,9,31,54,182,76.3961606,0.2617801,0.08726,3.0104712,20.2443281,93.3701657,0.2161902,0.7446553,1.2971415,4.3718472
1191,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Rural,1969,356,250,81,117,1165,5244,1840,155,838,192,2219,18.0802438,12.6968004,4.1137633,5.9421026,59.1670899,35.0877193,2.955759,15.9801678,3.6613272,42.3150267
1192,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,San Javier,3185,1905,115,168,94,903,3941,3297,47,290,39,268,59.811617,3.610675,5.2747253,2.9513344,28.3516484,83.6589698,1.1925907,7.3585384,0.9895965,6.8003045
1193,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,Urbana,1677,1516,1,2,4,154,2107,2032,1,13,10,51,90.399523,0.0596303,0.1192606,0.2385212,9.183065,96.4404366,0.0474608,0.616991,0.4746084,2.4205031
1194,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,Rural,1508,389,114,166,90,749,1834,1265,46,277,29,217,25.795756,7.5596817,11.0079576,5.9681698,49.668435,68.9749182,2.5081788,15.1035987,1.5812432,11.8320611
1195,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,San Julián,12767,6183,605,1207,475,4297,14448,12116,276,524,147,1385,48.4295449,4.7387797,9.4540613,3.7205295,33.6570847,83.8593577,1.910299,3.6267996,1.0174419,9.5861019
1196,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,Urbana,4926,4286,23,9,57,551,7582,7267,24,68,33,190,87.0077142,0.4669103,0.182704,1.1571255,11.1855461,95.8454234,0.3165392,0.896861,0.4352414,2.5059351
1197,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,Rural,7841,1897,582,1198,418,3746,6866,4849,252,456,114,1195,24.1933427,7.4225226,15.2786634,5.3309527,47.7745186,70.6233615,3.6702592,6.6414215,1.6603554,17.4046024
1198,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,San Antonio de Lomerio,1146,882,22,16,4,222,1475,1348,5,35,1,86,76.9633508,1.9197208,1.3961606,0.3490401,19.3717277,91.3898305,0.3389831,2.3728814,0.0677966,5.8305085
1199,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,Urbana,,,,,,,,,,,,,,,,,,,,,,
1200,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,Rural,1146,882,22,16,4,222,1475,1348,5,35,1,86,76.9633508,1.9197208,1.3961606,0.3490401,19.3717277,91.3898305,0.3389831,2.3728814,0.0677966,5.8305085
1201,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,San Ramón,1685,1253,19,16,49,348,2433,1968,16,152,47,250,74.3620178,1.1275964,0.9495549,2.9080119,20.652819,80.8877928,0.6576243,6.2474312,1.9317715,10.2753802
1202,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,Urbana,1446,1184,8,1,26,227,1959,1845,6,9,22,77,81.8810512,0.5532503,0.0691563,1.7980636,15.6984786,94.1807044,0.3062787,0.4594181,1.1230219,3.9305768
1203,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,Rural,239,69,11,15,23,121,474,123,10,143,25,173,28.8702929,4.6025105,6.2761506,9.623431,50.6276151,25.9493671,2.1097046,30.1687764,5.2742616,36.4978903
1204,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Cuatro Cañadas,5058,3270,734,131,133,790,6551,5207,729,151,94,370,64.6500593,14.5116647,2.5899565,2.6294978,15.6188217,79.4840482,11.1280721,2.3049916,1.4348954,5.6479927
1205,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Urbana,2076,1891,1,0,16,168,3053,2954,10,4,27,58,91.088632,0.0481696,0,0.7707129,8.0924855,96.7572879,0.3275467,0.1310187,0.884376,1.8997707
1206,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Rural,2982,1379,733,131,117,622,3498,2253,719,147,67,312,46.2441315,24.5808182,4.3930248,3.9235412,20.8584842,64.4082333,20.5546026,4.2024014,1.9153802,8.9193825
1207,Provincia,Santa Cruz,Ángel Sandoval,,Ángel Sandoval,3215,2197,150,88,27,753,4145,3501,111,169,17,347,68.3359253,4.6656299,2.7371695,0.8398134,23.4214619,84.4632087,2.6779252,4.0772014,0.4101327,8.371532
1208,Provincia,Santa Cruz,Ángel Sandoval,,Urbana,1501,1418,8,3,0,72,2079,1998,4,3,6,68,94.4703531,0.532978,0.1998668,0,4.7968021,96.1038961,0.1924002,0.1443001,0.2886003,3.2708033
1209,Provincia,Santa Cruz,Ángel Sandoval,,Rural,1714,779,142,85,27,681,2066,1503,107,166,11,279,45.4492415,8.2847141,4.9591599,1.5752625,39.7316219,72.749274,5.17909,8.03485,0.5324298,13.5043562
1210,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,San Matías,3215,2197,150,88,27,753,4145,3501,111,169,17,347,68.3359253,4.6656299,2.7371695,0.8398134,23.4214619,84.4632087,2.6779252,4.0772014,0.4101327,8.371532
1211,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,Urbana,1501,1418,8,3,0,72,2079,1998,4,3,6,68,94.4703531,0.532978,0.1998668,0,4.7968021,96.1038961,0.1924002,0.1443001,0.2886003,3.2708033
1212,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,Rural,1714,779,142,85,27,681,2066,1503,107,166,11,279,45.4492415,8.2847141,4.9591599,1.5752625,39.7316219,72.749274,5.17909,8.03485,0.5324298,13.5043562
1213,Provincia,Santa Cruz,Manuel María Caballero,,Manuel María Caballero,6422,4774,19,314,35,1280,7743,6766,17,245,70,645,74.3382124,0.295858,4.8894425,0.5450016,19.9314855,87.3821516,0.2195531,3.1641483,0.9040424,8.3301046
1214,Provincia,Santa Cruz,Manuel María Caballero,,Urbana,2423,2276,1,0,11,135,3217,3113,7,15,39,43,93.9331407,0.0412712,0,0.4539827,5.5716054,96.7671744,0.217594,0.4662729,1.2123096,1.3366491
1215,Provincia,Santa Cruz,Manuel María Caballero,,Rural,3999,2498,18,314,24,1145,4526,3653,10,230,31,602,62.4656164,0.4501125,7.851963,0.60015,28.632158,80.711445,0.2209456,5.0817499,0.6849315,13.300928
1216,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Comarapa,4639,3336,19,275,28,981,5754,4957,10,192,60,535,71.91205,0.409571,5.9280017,0.6035784,21.1467989,86.1487661,0.1737921,3.3368092,1.0427529,9.2978797
1217,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Urbana,1507,1411,1,0,8,87,2031,1961,2,8,34,26,93.6297279,0.066357,0,0.530856,5.7730591,96.553422,0.0984737,0.3938946,1.6740522,1.2801576
1218,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Rural,3132,1925,18,275,20,894,3723,2996,8,184,26,509,61.4623244,0.5747126,8.7803321,0.6385696,28.5440613,80.472737,0.2148805,4.9422509,0.6983615,13.6717701
1219,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Saipina,1783,1438,0,39,7,299,1989,1809,7,53,10,110,80.6505889,0,2.1873247,0.3925967,16.7694896,90.9502262,0.3519356,2.6646556,0.5027652,5.5304173
1220,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Urbana,916,865,0,0,3,48,1186,1152,5,7,5,17,94.4323144,0,0,0.3275109,5.2401747,97.1332209,0.4215852,0.5902192,0.4215852,1.4333895
1221,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Rural,867,573,0,39,4,251,803,657,2,46,5,93,66.0899654,0,4.4982699,0.461361,28.9504037,81.8181818,0.249066,5.7285181,0.622665,11.5815691
1222,Provincia,Santa Cruz,Germán Busch,,Germán Busch,9927,8150,234,97,163,1283,12246,10298,424,478,83,963,82.0993251,2.3572076,0.9771331,1.6419865,12.9243477,84.092765,3.4623551,3.9033154,0.6777723,7.8637923
1223,Provincia,Santa Cruz,Germán Busch,,Urbana,8064,7499,17,1,62,485,9184,8917,38,34,45,150,92.9935516,0.2108135,0.0124008,0.7688492,6.0143849,97.09277,0.4137631,0.3702091,0.4899826,1.6332753
1224,Provincia,Santa Cruz,Germán Busch,,Rural,1863,651,217,96,101,798,3062,1381,386,444,38,813,34.9436393,11.6478798,5.1529791,5.4213634,42.8341385,45.101241,12.6061398,14.5003266,1.2410189,26.5512737
1225,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Puerto Suárez,4554,3929,40,15,36,534,4859,4365,93,72,21,308,86.2758015,0.8783487,0.3293808,0.7905138,11.7259552,89.833299,1.9139741,1.4817864,0.4321877,6.3387528
1226,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Urbana,3590,3340,5,0,30,215,3361,3268,8,17,9,59,93.0362117,0.1392758,0,0.8356546,5.9888579,97.2329664,0.2380244,0.5058018,0.2677774,1.7554299
1227,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Rural,964,589,35,15,6,319,1498,1097,85,55,12,249,61.0995851,3.6307054,1.5560166,0.6224066,33.0912863,73.2309746,5.6742323,3.6715621,0.8010681,16.6221629
1228,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Puerto Quijarro,3881,3575,15,3,30,258,4954,4788,23,15,33,95,92.1154342,0.3864983,0.0772997,0.7729967,6.6477712,96.6491724,0.4642713,0.3027856,0.6661284,1.9176423
1229,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Urbana,3817,3545,12,1,30,229,4821,4689,22,11,32,67,92.8739848,0.314383,0.0261986,0.7859576,5.999476,97.2619788,0.4563369,0.2281684,0.6637627,1.3897532
1230,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Rural,64,30,3,2,0,29,133,99,1,4,1,28,46.875,4.6875,3.125,0,45.3125,74.4360902,0.7518797,3.0075188,0.7518797,21.0526316
1231,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,1492,646,179,79,97,491,2433,1145,308,391,29,560,43.2975871,11.997319,5.2949062,6.5013405,32.9088472,47.0612413,12.6592684,16.0706946,1.1919441,23.0168516
1232,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Urbana,657,614,0,0,2,41,1002,960,8,6,4,24,93.4550989,0,0,0.304414,6.2404871,95.8083832,0.7984032,0.5988024,0.3992016,2.3952096
1233,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Rural,835,32,179,79,95,450,1431,185,300,385,25,536,3.8323353,21.4371257,9.4610778,11.3772455,53.8922156,12.9280224,20.9643606,26.9042628,1.74703,37.4563242
1234,Provincia,Santa Cruz,Guarayos,,Guarayos,11164,5684,550,415,565,3950,18897,10897,400,1923,574,5103,50.913651,4.9265496,3.7173056,5.0609101,35.3815837,57.6652379,2.1167381,10.1762184,3.0375192,27.0042864
1235,Provincia,Santa Cruz,Guarayos,,Urbana,6119,5065,46,13,131,864,8236,7265,52,117,144,658,82.7749632,0.7517568,0.212453,2.1408727,14.1199542,88.2102963,0.6313745,1.4205925,1.7484216,7.9893152
1236,Provincia,Santa Cruz,Guarayos,,Rural,5045,619,504,402,434,3086,10661,3632,348,1806,430,4445,12.2695738,9.9900892,7.9682854,8.6025768,61.1694747,34.0680987,3.2642341,16.9402495,4.0333927,41.694025
1237,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Ascención de Guarayos,5521,3927,209,81,320,984,10803,6852,135,879,313,2624,71.1284188,3.7855461,1.4671255,5.7960514,17.8228582,63.4268259,1.2496529,8.1366287,2.8973433,24.2895492
1238,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Urbana,4016,3481,29,9,97,400,6193,5419,46,105,111,512,86.6782869,0.7221116,0.2241036,2.4153386,9.9601594,87.5020184,0.7427741,1.6954626,1.7923462,8.2673987
1239,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Rural,1505,446,180,72,223,584,4610,1433,89,774,202,2112,29.6345515,11.9601329,4.7840532,14.8172757,38.8039867,31.0845987,1.9305857,16.7895879,4.3817787,45.813449
1240,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Urubichá,1182,887,21,6,22,246,1640,1266,19,55,24,276,75.0423012,1.7766497,0.5076142,1.8612521,20.8121827,77.195122,1.1585366,3.3536585,1.4634146,16.8292683
1241,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Urbana,1053,818,8,0,17,210,1265,1155,5,5,12,88,77.682811,0.7597341,0,1.6144349,19.9430199,91.3043478,0.3952569,0.3952569,0.9486166,6.9565217
1242,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Rural,129,69,13,6,5,36,375,111,14,50,12,188,53.4883721,10.0775194,4.6511628,3.875969,27.9069767,29.6,3.7333333,13.3333333,3.2,50.1333333
1243,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,El Puente,4461,870,320,328,223,2720,6454,2779,246,989,237,2203,19.5023537,7.1732795,7.3526115,4.9988792,60.972876,43.0585683,3.8115897,15.3238302,3.6721413,34.1338705
1244,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,Urbana,1050,766,9,4,17,254,778,691,1,7,21,58,72.952381,0.8571429,0.3809524,1.6190476,24.1904762,88.8174807,0.1285347,0.8997429,2.6992288,7.4550129
1245,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,Rural,3411,104,311,324,206,2466,5676,2088,245,982,216,2145,3.0489592,9.1175608,9.4986807,6.0392847,72.2955145,36.7864693,4.31642,17.3009161,3.8054968,37.7906977
1246,Departamento,Beni,,,Beni,93890,69968,3321,2452,1517,16632,126668,99164,2605,6284,1508,17107,74.5212483,3.5371179,2.6115667,1.6157205,17.7143466,78.2865444,2.0565573,4.9610004,1.1905138,13.5053842
1247,Departamento,Beni,,,Urbana,68598,64264,305,43,390,3596,89529,85428,319,377,516,2889,93.6820315,0.4446194,0.062684,0.5685297,5.2421353,95.4193613,0.3563091,0.4210926,0.5763496,3.2268874
1248,Departamento,Beni,,,Rural,25292,5704,3016,2409,1127,13036,37139,13736,2286,5907,992,14218,22.5525858,11.9247193,9.5247509,4.4559545,51.5419896,36.9853793,6.1552546,15.9051132,2.6710466,38.2832063
1249,Provincia,Beni,Cercado,,Cercado,25954,22767,523,184,426,2054,34516,31989,438,417,304,1368,87.7205826,2.0151036,0.7089466,1.6413655,7.9140017,92.6787577,1.2689767,1.2081354,0.880751,3.9633793
1250,Provincia,Beni,Cercado,,Urbana,23580,21921,167,4,300,1188,31030,30140,116,84,238,452,92.9643766,0.7082273,0.0169635,1.2722646,5.0381679,97.1318079,0.3738318,0.2707058,0.7669997,1.4566549
1251,Provincia,Beni,Cercado,,Rural,2374,846,356,180,126,866,3486,1849,322,333,66,916,35.6360573,14.9957877,7.5821398,5.3074979,36.4785173,53.0407344,9.2369478,9.5524957,1.8932874,26.2765347
1252,Municipio/TIOC,Beni,Cercado,Trinidad,Trinidad,24724,22589,226,40,333,1536,32445,31294,139,122,248,642,91.3646659,0.9140916,0.1617861,1.3468694,6.212587,96.452458,0.4284173,0.376021,0.7643705,1.9787332
1253,Municipio/TIOC,Beni,Cercado,Trinidad,Urbana,23580,21921,167,4,300,1188,31030,30140,116,84,238,452,92.9643766,0.7082273,0.0169635,1.2722646,5.0381679,97.1318079,0.3738318,0.2707058,0.7669997,1.4566549
1254,Municipio/TIOC,Beni,Cercado,Trinidad,Rural,1144,668,59,36,33,348,1415,1154,23,38,10,190,58.3916084,5.1573427,3.1468531,2.8846154,30.4195804,81.5547703,1.6254417,2.6855124,0.7067138,13.4275618
1255,Municipio/TIOC,Beni,Cercado,San Javier,San Javier,1230,178,297,144,93,518,2071,695,299,295,56,726,14.4715447,24.1463415,11.7073171,7.5609756,42.1138211,33.5586673,14.4374698,14.2443264,2.7040077,35.0555287
1256,Municipio/TIOC,Beni,Cercado,San Javier,Urbana,,,,,,,,,,,,,,,,,,,,,,
1257,Municipio/TIOC,Beni,Cercado,San Javier,Rural,1230,178,297,144,93,518,2071,695,299,295,56,726,14.4715447,24.1463415,11.7073171,7.5609756,42.1138211,33.5586673,14.4374698,14.2443264,2.7040077,35.0555287
1258,Provincia,Beni,Vaca Diez,,Vaca Diez,28849,24435,550,216,125,3523,38333,32541,588,1075,379,3750,84.699643,1.9064786,0.7487261,0.4332906,12.2118618,84.8903034,1.5339264,2.8043722,0.9887042,9.7826938
1259,Provincia,Beni,Vaca Diez,,Urbana,25042,23726,62,9,29,1216,32914,30956,121,145,190,1502,94.7448287,0.2475841,0.0359396,0.1158054,4.8558422,94.0511636,0.3676247,0.440542,0.577262,4.5634077
1260,Provincia,Beni,Vaca Diez,,Rural,3807,709,488,207,96,2307,5419,1585,467,930,189,2248,18.6235881,12.8184923,5.4373522,2.5216706,60.5988968,29.2489389,8.6178262,17.161838,3.4877284,41.4836686
1261,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Riberalta,19588,16439,386,146,55,2562,27442,23121,422,692,282,2925,83.9238309,1.9705942,0.7453543,0.2807842,13.0794364,84.2540631,1.5377888,2.5216821,1.0276219,10.6588441
1262,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Urbana,17142,16084,45,6,18,989,23889,22194,92,114,175,1314,93.8280247,0.2625131,0.0350018,0.1050053,5.7694551,92.9046842,0.3851145,0.4772071,0.7325547,5.5004395
1263,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Rural,2446,355,341,140,37,1573,3553,927,330,578,107,1611,14.5134914,13.9411284,5.7236304,1.5126738,64.309076,26.0906276,9.2879257,16.2679426,3.0115395,45.3419645
1264,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Guayaramerín,9261,7996,164,70,70,961,10891,9420,166,383,97,825,86.340568,1.7708671,0.7558579,0.7558579,10.3768492,86.4934349,1.5241943,3.5166651,0.8906437,7.575062
1265,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Urbana,7900,7642,17,3,11,227,9025,8762,29,31,15,188,96.7341772,0.2151899,0.0379747,0.1392405,2.8734177,97.0858726,0.3213296,0.3434903,0.166205,2.0831025
1266,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Rural,1361,354,147,67,59,734,1866,658,137,352,82,637,26.0102866,10.8008817,4.9228508,4.3350478,53.9309331,35.2625938,7.3419078,18.86388,4.3944266,34.1371919
1267,Provincia,Beni,General José Ballivián,,General José Ballivián,19207,11467,747,616,325,6052,26098,17467,413,1193,194,6831,59.7021919,3.8892071,3.2071641,1.6920914,31.5093456,66.9285003,1.5824967,4.5712315,0.743352,26.1744195
1268,Provincia,Beni,General José Ballivián,,Urbana,10944,10245,34,9,27,629,13929,13050,39,73,61,706,93.6129386,0.3106725,0.0822368,0.2467105,5.7474415,93.6894249,0.2799914,0.5240864,0.4379352,5.068562
1269,Provincia,Beni,General José Ballivián,,Rural,8263,1222,713,607,298,5423,12169,4417,374,1120,133,6125,14.7888176,8.6288273,7.3460002,3.6064383,65.6299165,36.2971485,3.0733832,9.2037144,1.0929411,50.3328129
1270,Municipio/TIOC,Beni,General José Ballivián,Reyes,Reyes,2962,1645,152,105,106,954,3417,2353,96,213,44,711,55.5367995,5.1316678,3.5449021,3.5786631,32.2079676,68.8615745,2.809482,6.2335382,1.2876793,20.8077261
1271,Municipio/TIOC,Beni,General José Ballivián,Reyes,Urbana,1569,1468,6,3,4,88,1884,1793,7,15,6,63,93.5627788,0.3824092,0.1912046,0.2549395,5.6086679,95.1698514,0.3715499,0.7961783,0.3184713,3.343949
1272,Municipio/TIOC,Beni,General José Ballivián,Reyes,Rural,1393,177,146,102,102,866,1533,560,89,198,38,648,12.7063891,10.4809763,7.3223259,7.3223259,62.1679828,36.5296804,5.8056099,12.9158513,2.4787997,42.2700587
1273,Municipio/TIOC,Beni,General José Ballivián,San Borja,San Borja,9412,5341,296,130,179,3466,13051,8088,91,465,90,4317,56.7467063,3.1449214,1.3812155,1.9018275,36.8253294,61.9722627,0.6972646,3.5629454,0.6896023,33.0779251
