N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Tiene,NÚMERO DE VIVIENDAS | 2001 | No tiene,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Tiene,NÚMERO DE VIVIENDAS | 2012 | No tiene,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Tiene,NÚMERO DE VIVIENDAS | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
1221,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Rural,646,239,407,867,616,251,803,710,93,36.996904,63.003096,71.0495963,28.9504037,88.4184309,11.5815691
1222,Provincia,Santa Cruz,Germán Busch,,Germán Busch,6562,4632,1930,9927,8644,1283,12246,11283,963,70.5882353,29.4117647,87.0756523,12.9243477,92.1362077,7.8637923
1223,Provincia,Santa Cruz,Germán Busch,,Urbana,5375,4224,1151,8064,7579,485,9184,9034,150,78.5860465,21.4139535,93.9856151,6.0143849,98.3667247,1.6332753
1224,Provincia,Santa Cruz,Germán Busch,,Rural,1187,408,779,1863,1065,798,3062,2249,813,34.3723673,65.6276327,57.1658615,42.8341385,73.4487263,26.5512737
1225,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Puerto Suárez,3006,2195,811,4554,4020,534,4859,4551,308,73.0206254,26.9793746,88.2740448,11.7259552,93.6612472,6.3387528
1226,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Urbana,2299,1851,448,3590,3375,215,3361,3302,59,80.5132666,19.4867334,94.0111421,5.9888579,98.2445701,1.7554299
1227,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Rural,707,344,363,964,645,319,1498,1249,249,48.6562942,51.3437058,66.9087137,33.0912863,83.3778371,16.6221629
1228,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Puerto Quijarro,2629,2097,532,3881,3623,258,4954,4859,95,79.7641689,20.2358311,93.3522288,6.6477712,98.0823577,1.9176423
1229,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Urbana,2573,2092,481,3817,3588,229,4821,4754,67,81.3058686,18.6941314,94.000524,5.999476,98.6102468,1.3897532
1230,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Rural,56,5,51,64,35,29,133,105,28,8.9285714,91.0714286,54.6875,45.3125,78.9473684,21.0526316
1231,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,927,340,587,1492,1001,491,2433,1873,560,36.6774542,63.3225458,67.0911528,32.9088472,76.9831484,23.0168516
1232,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Urbana,503,281,222,657,616,41,1002,978,24,55.8648111,44.1351889,93.7595129,6.2404871,97.6047904,2.3952096
1233,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Rural,424,59,365,835,385,450,1431,895,536,13.9150943,86.0849057,46.1077844,53.8922156,62.5436758,37.4563242
1234,Provincia,Santa Cruz,Guarayos,,Guarayos,5883,1217,4666,11164,7214,3950,18897,13794,5103,20.6867245,79.3132755,64.6184163,35.3815837,72.9957136,27.0042864
1235,Provincia,Santa Cruz,Guarayos,,Urbana,2677,821,1856,6119,5255,864,8236,7578,658,30.6686589,69.3313411,85.8800458,14.1199542,92.0106848,7.9893152
1236,Provincia,Santa Cruz,Guarayos,,Rural,3206,396,2810,5045,1959,3086,10661,6216,4445,12.3518403,87.6481597,38.8305253,61.1694747,58.305975,41.694025
1237,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Ascención de Guarayos,3086,902,2184,5521,4537,984,10803,8179,2624,29.2287751,70.7712249,82.1771418,17.8228582,75.7104508,24.2895492
1238,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Urbana,2159,796,1363,4016,3616,400,6193,5681,512,36.8689208,63.1310792,90.0398406,9.9601594,91.7326013,8.2673987
1239,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Rural,927,106,821,1505,921,584,4610,2498,2112,11.4347357,88.5652643,61.1960133,38.8039867,54.186551,45.813449
1240,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Urubichá,975,58,917,1182,936,246,1640,1364,276,5.9487179,94.0512821,79.1878173,20.8121827,83.1707317,16.8292683
1241,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Urbana,518,25,493,1053,843,210,1265,1177,88,4.8262548,95.1737452,80.0569801,19.9430199,93.0434783,6.9565217
1242,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Rural,457,33,424,129,93,36,375,187,188,7.2210066,92.7789934,72.0930233,27.9069767,49.8666667,50.1333333
1243,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,El Puente,1822,257,1565,4461,1741,2720,6454,4251,2203,14.1053787,85.8946213,39.027124,60.972876,65.8661295,34.1338705
1244,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,Urbana,,,,1050,796,254,778,720,58,,,75.8095238,24.1904762,92.5449871,7.4550129
1245,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,Rural,1822,257,1565,3411,945,2466,5676,3531,2145,14.1053787,85.8946213,27.7044855,72.2955145,62.2093023,37.7906977
1246,Departamento,Beni,,,Beni,65481,35760,29721,93890,77258,16632,126668,109561,17107,54.6112613,45.3887387,82.2856534,17.7143466,86.4946158,13.5053842
1247,Departamento,Beni,,,Urbana,45613,33308,12305,68598,65002,3596,89529,86640,2889,73.0230417,26.9769583,94.7578647,5.2421353,96.7731126,3.2268874
1248,Departamento,Beni,,,Rural,19868,2452,17416,25292,12256,13036,37139,22921,14218,12.3414536,87.6585464,48.4580104,51.5419896,61.7167937,38.2832063
1249,Provincia,Beni,Cercado,,Cercado,16145,12905,3240,25954,23900,2054,34516,33148,1368,79.9318675,20.0681325,92.0859983,7.9140017,96.0366207,3.9633793
1250,Provincia,Beni,Cercado,,Urbana,14799,12577,2222,23580,22392,1188,31030,30578,452,84.985472,15.014528,94.9618321,5.0381679,98.5433451,1.4566549
1251,Provincia,Beni,Cercado,,Rural,1346,328,1018,2374,1508,866,3486,2570,916,24.3684993,75.6315007,63.5214827,36.4785173,73.7234653,26.2765347
1252,Municipio/TIOC,Beni,Cercado,Trinidad,Trinidad,15588,12843,2745,24724,23188,1536,32445,31803,642,82.3903002,17.6096998,93.787413,6.212587,98.0212668,1.9787332
1253,Municipio/TIOC,Beni,Cercado,Trinidad,Urbana,14799,12577,2222,23580,22392,1188,31030,30578,452,84.985472,15.014528,94.9618321,5.0381679,98.5433451,1.4566549
1254,Municipio/TIOC,Beni,Cercado,Trinidad,Rural,789,266,523,1144,796,348,1415,1225,190,33.7135615,66.2864385,69.5804196,30.4195804,86.5724382,13.4275618
1255,Municipio/TIOC,Beni,Cercado,San Javier,San Javier,557,62,495,1230,712,518,2071,1345,726,11.1310592,88.8689408,57.8861789,42.1138211,64.9444713,35.0555287
1256,Municipio/TIOC,Beni,Cercado,San Javier,Urbana,,,,,,,,,,,,,,,
1257,Municipio/TIOC,Beni,Cercado,San Javier,Rural,557,62,495,1230,712,518,2071,1345,726,11.1310592,88.8689408,57.8861789,42.1138211,64.9444713,35.0555287
1258,Provincia,Beni,Vaca Diez,,Vaca Diez,21373,11519,9854,28849,25326,3523,38333,34583,3750,53.8951013,46.1048987,87.7881382,12.2118618,90.2173062,9.7826938
1259,Provincia,Beni,Vaca Diez,,Urbana,17865,11165,6700,25042,23826,1216,32914,31412,1502,62.4965015,37.5034985,95.1441578,4.8558422,95.4365923,4.5634077
1260,Provincia,Beni,Vaca Diez,,Rural,3508,354,3154,3807,1500,2307,5419,3171,2248,10.0912201,89.9087799,39.4011032,60.5988968,58.5163314,41.4836686
1261,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Riberalta,13558,6272,7286,19588,17026,2562,27442,24517,2925,46.2605104,53.7394896,86.9205636,13.0794364,89.3411559,10.6588441
1262,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Urbana,11440,6152,5288,17142,16153,989,23889,22575,1314,53.7762238,46.2237762,94.2305449,5.7694551,94.4995605,5.5004395
1263,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Rural,2118,120,1998,2446,873,1573,3553,1942,1611,5.6657224,94.3342776,35.690924,64.309076,54.6580355,45.3419645
1264,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Guayaramerín,7815,5247,2568,9261,8300,961,10891,10066,825,67.1401152,32.8598848,89.6231508,10.3768492,92.424938,7.575062
1265,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Urbana,6425,5013,1412,7900,7673,227,9025,8837,188,78.0233463,21.9766537,97.1265823,2.8734177,97.9168975,2.0831025
1266,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Rural,1390,234,1156,1361,627,734,1866,1229,637,16.8345324,83.1654676,46.0690669,53.9309331,65.8628081,34.1371919
1267,Provincia,Beni,General José Ballivián,,General José Ballivián,12423,5522,6901,19207,13155,6052,26098,19267,6831,44.4498108,55.5501892,68.4906544,31.5093456,73.8255805,26.1744195
1268,Provincia,Beni,General José Ballivián,,Urbana,6833,5242,1591,10944,10315,629,13929,13223,706,76.7159374,23.2840626,94.2525585,5.7474415,94.931438,5.068562
1269,Provincia,Beni,General José Ballivián,,Rural,5590,280,5310,8263,2840,5423,12169,6044,6125,5.0089445,94.9910555,34.3700835,65.6299165,49.6671871,50.3328129
1270,Municipio/TIOC,Beni,General José Ballivián,Reyes,Reyes,1815,827,988,2962,2008,954,3417,2706,711,45.5647383,54.4352617,67.7920324,32.2079676,79.1922739,20.8077261
1271,Municipio/TIOC,Beni,General José Ballivián,Reyes,Urbana,949,777,172,1569,1481,88,1884,1821,63,81.8756586,18.1243414,94.3913321,5.6086679,96.656051,3.343949
1272,Municipio/TIOC,Beni,General José Ballivián,Reyes,Rural,866,50,816,1393,527,866,1533,885,648,5.7736721,94.2263279,37.8320172,62.1679828,57.7299413,42.2700587
1273,Municipio/TIOC,Beni,General José Ballivián,San Borja,San Borja,6545,2862,3683,9412,5946,3466,13051,8734,4317,43.7280367,56.2719633,63.1746706,36.8253294,66.9220749,33.0779251
1274,Municipio/TIOC,Beni,General José Ballivián,San Borja,Urbana,3722,2754,968,5175,4750,425,6406,5979,427,73.9924772,26.0075228,91.7874396,8.2125604,93.334374,6.665626
1275,Municipio/TIOC,Beni,General José Ballivián,San Borja,Rural,2823,108,2715,4237,1196,3041,6645,2755,3890,3.8257173,96.1742827,28.2275195,71.7724805,41.4597442,58.5402558
1276,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Santa Rosa,1567,617,950,1976,1665,311,2755,2348,407,39.3746011,60.6253989,84.2611336,15.7388664,85.2268603,14.7731397
1277,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Urbana,678,531,147,1055,1026,29,1374,1348,26,78.3185841,21.6814159,97.2511848,2.7488152,98.1077147,1.8922853
1278,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Rural,889,86,803,921,639,282,1381,1000,381,9.6737908,90.3262092,69.3811075,30.6188925,72.4112962,27.5887038
1279,Municipio/TIOC,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Puerto Menor de Rurrenabaque,2496,1216,1280,4857,3536,1321,6875,5479,1396,48.7179487,51.2820513,72.8021412,27.1978588,79.6945455,20.3054545
1280,Municipio/TIOC,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Urbana,1484,1180,304,3145,3058,87,4265,4075,190,79.5148248,20.4851752,97.2337043,2.7662957,95.5451348,4.4548652
1281,Municipio/TIOC,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Rural,1012,36,976,1712,478,1234,2610,1404,1206,3.5573123,96.4426877,27.9205607,72.0794393,53.7931034,46.2068966
1282,Provincia,Beni,Yacuma,,Yacuma,4452,2014,2438,4368,3583,785,5750,4910,840,45.2380952,54.7619048,82.0283883,17.9716117,85.3913043,14.6086957
1283,Provincia,Beni,Yacuma,,Urbana,2197,1583,614,2407,2299,108,3213,3157,56,72.0527993,27.9472007,95.5130868,4.4869132,98.2570806,1.7429194
1284,Provincia,Beni,Yacuma,,Rural,2255,431,1824,1961,1284,677,2537,1753,784,19.113082,80.886918,65.4767976,34.5232024,69.0973591,30.9026409
1285,Municipio/TIOC,Beni,Yacuma,Santa Ana,Santa Ana,3362,1830,1532,3430,2916,514,4295,3728,567,54.4318858,45.5681142,85.0145773,14.9854227,86.798603,13.201397
1286,Municipio/TIOC,Beni,Yacuma,Santa Ana,Urbana,2197,1583,614,2407,2299,108,2971,2924,47,72.0527993,27.9472007,95.5130868,4.4869132,98.4180411,1.5819589
1287,Municipio/TIOC,Beni,Yacuma,Santa Ana,Rural,1165,247,918,1023,617,406,1324,804,520,21.2017167,78.7982833,60.3128055,39.6871945,60.7250755,39.2749245
1288,Municipio/TIOC,Beni,Yacuma,Exaltación,Exaltación,1090,184,906,938,667,271,1455,1182,273,16.8807339,83.1192661,71.108742,28.891258,81.2371134,18.7628866
1289,Municipio/TIOC,Beni,Yacuma,Exaltación,Urbana,,,,,,,242,233,9,,,,,96.2809917,3.7190083
1290,Municipio/TIOC,Beni,Yacuma,Exaltación,Rural,1090,184,906,938,667,271,1213,949,264,16.8807339,83.1192661,71.108742,28.891258,78.2357791,21.7642209
1291,Provincia,Beni,Moxos,,Moxos,3044,1109,1935,4005,2892,1113,5391,4527,864,36.4323259,63.5676741,72.2097378,27.7902622,83.9732888,16.0267112
1292,Provincia,Beni,Moxos,,Urbana,1364,908,456,2154,1894,260,2611,2549,62,66.568915,33.431085,87.9294336,12.0705664,97.6254309,2.3745691
1293,Provincia,Beni,Moxos,,Rural,1680,201,1479,1851,998,853,2780,1978,802,11.9642857,88.0357143,53.9168017,46.0831983,71.1510791,28.8489209
1294,Municipio/TIOC,Beni,Moxos,San Ignacio,San Ignacio,3044,1109,1935,4005,2892,1113,5391,4527,864,36.4323259,63.5676741,72.2097378,27.7902622,83.9732888,16.0267112
1295,Municipio/TIOC,Beni,Moxos,San Ignacio,Urbana,1364,908,456,2154,1894,260,2611,2549,62,66.568915,33.431085,87.9294336,12.0705664,97.6254309,2.3745691
1296,Municipio/TIOC,Beni,Moxos,San Ignacio,Rural,1680,201,1479,1851,998,853,2780,1978,802,11.9642857,88.0357143,53.9168017,46.0831983,71.1510791,28.8489209
1297,Provincia,Beni,Marbán,,Marbán,2645,198,2447,3860,2289,1571,6323,4202,2121,7.4858223,92.5141777,59.3005181,40.6994819,66.4557963,33.5442037
1298,Provincia,Beni,Marbán,,Urbana,,,,550,491,59,696,672,24,,,89.2727273,10.7272727,96.5517241,3.4482759
1299,Provincia,Beni,Marbán,,Rural,2645,198,2447,3310,1798,1512,5627,3530,2097,7.4858223,92.5141777,54.3202417,45.6797583,62.7332504,37.2667496
1300,Municipio/TIOC,Beni,Marbán,Loreto,Loreto,696,47,649,864,516,348,1053,820,233,6.7528736,93.2471264,59.7222222,40.2777778,77.8727445,22.1272555
1301,Municipio/TIOC,Beni,Marbán,Loreto,Urbana,,,,,,,,,,,,,,,
1302,Municipio/TIOC,Beni,Marbán,Loreto,Rural,696,47,649,864,516,348,1053,820,233,6.7528736,93.2471264,59.7222222,40.2777778,77.8727445,22.1272555
1303,Municipio/TIOC,Beni,Marbán,San Andrés,San Andrés,1949,151,1798,2996,1773,1223,5270,3382,1888,7.7475629,92.2524371,59.1789052,40.8210948,64.1745731,35.8254269
1304,Municipio/TIOC,Beni,Marbán,San Andrés,Urbana,,,,550,491,59,696,672,24,,,89.2727273,10.7272727,96.5517241,3.4482759
1305,Municipio/TIOC,Beni,Marbán,San Andrés,Rural,1949,151,1798,2446,1282,1164,4574,2710,1864,7.7475629,92.2524371,52.4121014,47.5878986,59.247923,40.752077
1306,Provincia,Beni,Mamoré,,Mamoré,2027,952,1075,2609,2137,472,3294,2841,453,46.9659595,53.0340405,81.9087773,18.0912227,86.2477231,13.7522769
1307,Provincia,Beni,Mamoré,,Urbana,1141,811,330,1547,1509,38,1894,1877,17,71.0780018,28.9219982,97.5436328,2.4563672,99.1024287,0.8975713
1308,Provincia,Beni,Mamoré,,Rural,886,141,745,1062,628,434,1400,964,436,15.9142212,84.0857788,59.13371,40.86629,68.8571429,31.1428571
1309,Municipio/TIOC,Beni,Mamoré,San Joaquín,San Joaquín,922,435,487,1254,1045,209,1485,1334,151,47.1800434,52.8199566,83.3333333,16.6666667,89.8316498,10.1683502
1310,Municipio/TIOC,Beni,Mamoré,San Joaquín,Urbana,592,386,206,785,769,16,1027,1016,11,65.2027027,34.7972973,97.9617834,2.0382166,98.9289192,1.0710808
1311,Municipio/TIOC,Beni,Mamoré,San Joaquín,Rural,330,49,281,469,276,193,458,318,140,14.8484848,85.1515152,58.8486141,41.1513859,69.4323144,30.5676856
1312,Municipio/TIOC,Beni,Mamoré,San Ramón,San Ramón,905,489,416,1160,952,208,1504,1225,279,54.0331492,45.9668508,82.0689655,17.9310345,81.4494681,18.5505319
1313,Municipio/TIOC,Beni,Mamoré,San Ramón,Urbana,549,425,124,762,740,22,867,861,6,77.4134791,22.5865209,97.1128609,2.8871391,99.3079585,0.6920415
1314,Municipio/TIOC,Beni,Mamoré,San Ramón,Rural,356,64,292,398,212,186,637,364,273,17.9775281,82.0224719,53.2663317,46.7336683,57.1428571,42.8571429
1315,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Puerto Siles,200,28,172,195,140,55,305,282,23,14,86,71.7948718,28.2051282,92.4590164,7.5409836
1316,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Urbana,,,,,,,,,,,,,,,
1317,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Rural,200,28,172,195,140,55,305,282,23,14,86,71.7948718,28.2051282,92.4590164,7.5409836
1318,Provincia,Beni,Iténez,,Iténez,3071,1531,1540,4407,3704,703,6041,5471,570,49.8534679,50.1465321,84.0481053,15.9518947,90.5644761,9.4355239
1319,Provincia,Beni,Iténez,,Urbana,1414,1022,392,2374,2276,98,3242,3172,70,72.2772277,27.7227723,95.8719461,4.1280539,97.840839,2.159161
1320,Provincia,Beni,Iténez,,Rural,1657,509,1148,2033,1428,605,2799,2299,500,30.7181654,69.2818346,70.2410231,29.7589769,82.1364773,17.8635227
1321,Municipio/TIOC,Beni,Iténez,Magdalena,Magdalena,1693,898,795,2232,1961,271,2959,2766,193,53.0419374,46.9580626,87.8584229,12.1415771,93.4775262,6.5224738
1322,Municipio/TIOC,Beni,Iténez,Magdalena,Urbana,1066,752,314,1513,1446,67,2118,2078,40,70.5440901,29.4559099,95.5717118,4.4282882,98.1114259,1.8885741
1323,Municipio/TIOC,Beni,Iténez,Magdalena,Rural,627,146,481,719,515,204,841,688,153,23.2854864,76.7145136,71.6272601,28.3727399,81.8073722,18.1926278
1324,Municipio/TIOC,Beni,Iténez,Baures,Baures,815,371,444,1356,1040,316,2064,1745,319,45.5214724,54.4785276,76.6961652,23.3038348,84.5445736,15.4554264
1325,Municipio/TIOC,Beni,Iténez,Baures,Urbana,348,270,78,449,437,12,586,578,8,77.5862069,22.4137931,97.3273942,2.6726058,98.6348123,1.3651877
1326,Municipio/TIOC,Beni,Iténez,Baures,Rural,467,101,366,907,603,304,1478,1167,311,21.627409,78.372591,66.4829107,33.5170893,78.9580514,21.0419486
1327,Municipio/TIOC,Beni,Iténez,Huacaraje,Huacaraje,563,262,301,819,703,116,1018,960,58,46.5364121,53.4635879,85.8363858,14.1636142,94.302554,5.697446
1328,Municipio/TIOC,Beni,Iténez,Huacaraje,Urbana,,,,412,393,19,538,516,22,,,95.3883495,4.6116505,95.9107807,4.0892193
1329,Municipio/TIOC,Beni,Iténez,Huacaraje,Rural,563,262,301,407,310,97,480,444,36,46.5364121,53.4635879,76.1670762,23.8329238,92.5,7.5
1330,Provincia,Beni,Territorio Indígena Multiétnico,,Territorio Indígena Multiétnico,301,10,291,631,272,359,922,612,310,3.3222591,96.6777409,43.1061807,56.8938193,66.3774403,33.6225597
1331,Provincia,Beni,Territorio Indígena Multiétnico,,Urbana,,,,,,,,,,,,,,,
1332,Provincia,Beni,Territorio Indígena Multiétnico,,Rural,301,10,291,631,272,359,922,612,310,3.3222591,96.6777409,43.1061807,56.8938193,66.3774403,33.6225597
1333,Municipio/TIOC,Beni,Territorio Indígena Multiétnico,TIOC-Territorio Indígena Multiétnico,TIOC-Territorio Indígena Multiétnico,301,10,291,631,272,359,922,612,310,3.3222591,96.6777409,43.1061807,56.8938193,66.3774403,33.6225597
1334,Municipio/TIOC,Beni,Territorio Indígena Multiétnico,TIOC-Territorio Indígena Multiétnico,Urbana,,,,,,,,,,,,,,,
1335,Municipio/TIOC,Beni,Territorio Indígena Multiétnico,TIOC-Territorio Indígena Multiétnico,Rural,301,10,291,631,272,359,922,612,310,3.3222591,96.6777409,43.1061807,56.8938193,66.3774403,33.6225597
1336,Departamento,Pando,,,Pando,10527,4810,5717,25365,18257,7108,34943,29738,5205,45.69203,54.30797,71.9771338,28.0228662,85.1043127,14.8956873
1337,Departamento,Pando,,,Urbana,4591,3664,927,13544,12243,1301,19138,18581,557,79.8083206,20.1916794,90.3942705,9.6057295,97.08956,2.91044
1338,Departamento,Pando,,,Rural,5936,1146,4790,11821,6014,5807,15805,11157,4648,19.3059299,80.6940701,50.8755604,49.1244396,70.5915849,29.4084151
1339,Provincia,Pando,Nicolás Suárez,,Nicolás Suárez,6543,4137,2406,15448,13317,2131,19831,18619,1212,63.2278771,36.7721229,86.205334,13.794666,93.8883566,6.1116434
1340,Provincia,Pando,Nicolás Suárez,,Urbana,4591,3664,927,12588,11636,952,16656,16305,351,79.8083206,20.1916794,92.4372418,7.5627582,97.8926513,2.1073487
1341,Provincia,Pando,Nicolás Suárez,,Rural,1952,473,1479,2860,1681,1179,3175,2314,861,24.2315574,75.7684426,58.7762238,41.2237762,72.8818898,27.1181102
1342,Municipio/TIOC,Pando,Nicolás Suárez,Cobija,Cobija,4923,3725,1198,12304,11286,1018,15564,15169,395,75.6652448,24.3347552,91.7262679,8.2737321,97.462092,2.537908
1343,Municipio/TIOC,Pando,Nicolás Suárez,Cobija,Urbana,4591,3664,927,11775,10917,858,14979,14714,265,79.8083206,20.1916794,92.7133758,7.2866242,98.2308565,1.7691435
1344,Municipio/TIOC,Pando,Nicolás Suárez,Cobija,Rural,332,61,271,529,369,160,585,455,130,18.373494,81.626506,69.7542533,30.2457467,77.7777778,22.2222222
1345,Municipio/TIOC,Pando,Nicolás Suárez,Porvenir,Porvenir,831,357,474,1655,1265,390,2230,2017,213,42.9602888,57.0397112,76.4350453,23.5649547,90.4484305,9.5515695
1346,Municipio/TIOC,Pando,Nicolás Suárez,Porvenir,Urbana,,,,813,719,94,1677,1591,86,,,88.4378844,11.5621156,94.8717949,5.1282051
1347,Municipio/TIOC,Pando,Nicolás Suárez,Porvenir,Rural,831,357,474,842,546,296,553,426,127,42.9602888,57.0397112,64.8456057,35.1543943,77.034358,22.965642
1348,Municipio/TIOC,Pando,Nicolás Suárez,Bolpebra,Bolpebra,292,25,267,545,241,304,802,549,253,8.5616438,91.4383562,44.2201835,55.7798165,68.4538653,31.5461347
1349,Municipio/TIOC,Pando,Nicolás Suárez,Bolpebra,Urbana,,,,,,,,,,,,,,,
1350,Municipio/TIOC,Pando,Nicolás Suárez,Bolpebra,Rural,292,25,267,545,241,304,802,549,253,8.5616438,91.4383562,44.2201835,55.7798165,68.4538653,31.5461347
1351,Municipio/TIOC,Pando,Nicolás Suárez,Bella Flor,Bella Flor,497,30,467,944,525,419,1235,884,351,6.0362173,93.9637827,55.6144068,44.3855932,71.5789474,28.4210526
1352,Municipio/TIOC,Pando,Nicolás Suárez,Bella Flor,Urbana,,,,,,,,,,,,,,,
1353,Municipio/TIOC,Pando,Nicolás Suárez,Bella Flor,Rural,497,30,467,944,525,419,1235,884,351,6.0362173,93.9637827,55.6144068,44.3855932,71.5789474,28.4210526
1354,Provincia,Pando,Manuripi,,Manuripi,1523,300,1223,3420,1881,1539,5115,3827,1288,19.6979645,80.3020355,55,45,74.8191593,25.1808407
1355,Provincia,Pando,Manuripi,,Urbana,,,,579,490,89,984,937,47,,,84.6286701,15.3713299,95.2235772,4.7764228
1356,Provincia,Pando,Manuripi,,Rural,1523,300,1223,2841,1391,1450,4131,2890,1241,19.6979645,80.3020355,48.9616332,51.0383668,69.9588477,30.0411523
1357,Municipio/TIOC,Pando,Manuripi,Puerto Rico,Puerto Rico,728,225,503,1382,925,457,1989,1664,325,30.9065934,69.0934066,66.9319826,33.0680174,83.6601307,16.3398693
1358,Municipio/TIOC,Pando,Manuripi,Puerto Rico,Urbana,,,,579,490,89,984,937,47,,,84.6286701,15.3713299,95.2235772,4.7764228
1359,Municipio/TIOC,Pando,Manuripi,Puerto Rico,Rural,728,225,503,803,435,368,1005,727,278,30.9065934,69.0934066,54.1718555,45.8281445,72.3383085,27.6616915
1360,Municipio/TIOC,Pando,Manuripi,San Pedro,San Pedro,205,2,203,611,174,437,612,243,369,0.9756098,99.0243902,28.4779051,71.5220949,39.7058824,60.2941176
1361,Municipio/TIOC,Pando,Manuripi,San Pedro,Urbana,,,,,,,,,,,,,,,
1362,Municipio/TIOC,Pando,Manuripi,San Pedro,Rural,205,2,203,611,174,437,612,243,369,0.9756098,99.0243902,28.4779051,71.5220949,39.7058824,60.2941176
1363,Municipio/TIOC,Pando,Manuripi,Filadelfia,Filadelfia,590,73,517,1427,782,645,2514,1920,594,12.3728814,87.6271186,54.8002803,45.1997197,76.372315,23.627685
1364,Municipio/TIOC,Pando,Manuripi,Filadelfia,Urbana,,,,,,,,,,,,,,,
1365,Municipio/TIOC,Pando,Manuripi,Filadelfia,Rural,590,73,517,1427,782,645,2514,1920,594,12.3728814,87.6271186,54.8002803,45.1997197,76.372315,23.627685
1366,Provincia,Pando,Madre de Dios,,Madre de Dios,1576,231,1345,4021,1654,2367,6690,4967,1723,14.6573604,85.3426396,41.1340463,58.8659537,74.245142,25.754858
1367,Provincia,Pando,Madre de Dios,,Urbana,,,,377,117,260,1498,1339,159,,,31.0344828,68.9655172,89.3858478,10.6141522
1368,Provincia,Pando,Madre de Dios,,Rural,1576,231,1345,3644,1537,2107,5192,3628,1564,14.6573604,85.3426396,42.1789243,57.8210757,69.8767334,30.1232666
1369,Municipio/TIOC,Pando,Madre de Dios,Puerto Gonzalo Moreno,Puerto Gonzalo Moreno,592,31,561,1026,656,370,1965,1617,348,5.2364865,94.7635135,63.9376218,36.0623782,82.2900763,17.7099237
1370,Municipio/TIOC,Pando,Madre de Dios,Puerto Gonzalo Moreno,Urbana,,,,,,,343,312,31,,,,,90.9620991,9.0379009
1371,Municipio/TIOC,Pando,Madre de Dios,Puerto Gonzalo Moreno,Rural,592,31,561,1026,656,370,1622,1305,317,5.2364865,94.7635135,63.9376218,36.0623782,80.4562269,19.5437731
1372,Municipio/TIOC,Pando,Madre de Dios,San Lorenzo,San Lorenzo,586,127,459,1342,766,576,1850,1548,302,21.6723549,78.3276451,57.0789866,42.9210134,83.6756757,16.3243243
1373,Municipio/TIOC,Pando,Madre de Dios,San Lorenzo,Urbana,,,,,,,,,,,,,,,
