N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Tiene,NÚMERO DE VIVIENDAS | 2001 | No tiene,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Tiene,NÚMERO DE VIVIENDAS | 2012 | No tiene,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Tiene,NÚMERO DE VIVIENDAS | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
582,Municipio/TIOC,Cochabamba,Carrasco,Pojo,Rural,2585,166,2419,3003,1526,1477,3705,2380,1325,6.4216634,93.5783366,50.8158508,49.1841492,64.2375169,35.7624831
583,Municipio/TIOC,Cochabamba,Carrasco,Pocona,Pocona,3342,1128,2214,3544,2444,1100,4853,3762,1091,33.7522442,66.2477558,68.9616253,31.0383747,77.5190604,22.4809396
584,Municipio/TIOC,Cochabamba,Carrasco,Pocona,Urbana,,,,,,,,,,,,,,,
585,Municipio/TIOC,Cochabamba,Carrasco,Pocona,Rural,3342,1128,2214,3544,2444,1100,4853,3762,1091,33.7522442,66.2477558,68.9616253,31.0383747,77.5190604,22.4809396
586,Municipio/TIOC,Cochabamba,Carrasco,Chimoré,Chimoré,3565,1320,2245,7263,3988,3275,10557,7393,3164,37.026648,62.973352,54.90844,45.09156,70.0293644,29.9706356
587,Municipio/TIOC,Cochabamba,Carrasco,Chimoré,Urbana,738,628,110,1817,1518,299,3403,3254,149,85.0948509,14.9051491,83.5443038,16.4556962,95.6215104,4.3784896
588,Municipio/TIOC,Cochabamba,Carrasco,Chimoré,Rural,2827,692,2135,5446,2470,2976,7154,4139,3015,24.4782455,75.5217545,45.3543885,54.6456115,57.855745,42.144255
589,Municipio/TIOC,Cochabamba,Carrasco,Puerto Villarroel,Puerto Villarroel,10829,3571,7258,16951,9659,7292,25497,18858,6639,32.9762674,67.0237326,56.981889,43.018111,73.9616425,26.0383575
590,Municipio/TIOC,Cochabamba,Carrasco,Puerto Villarroel,Urbana,1464,1224,240,3793,3462,331,7607,7164,443,83.6065574,16.3934426,91.2733984,8.7266016,94.1764165,5.8235835
591,Municipio/TIOC,Cochabamba,Carrasco,Puerto Villarroel,Rural,9365,2347,7018,13158,6197,6961,17890,11694,6196,25.0613988,74.9386012,47.0968232,52.9031768,65.3661263,34.6338737
592,Municipio/TIOC,Cochabamba,Carrasco,Entre Ríos,Entre Ríos,5502,2128,3374,12475,6496,5979,18178,12923,5255,38.6768448,61.3231552,52.0721443,47.9278557,71.0914292,28.9085708
593,Municipio/TIOC,Cochabamba,Carrasco,Entre Ríos,Urbana,1347,1043,304,4396,3726,670,9296,8876,420,77.4313289,22.5686711,84.7588717,15.2411283,95.4819277,4.5180723
594,Municipio/TIOC,Cochabamba,Carrasco,Entre Ríos,Rural,4155,1085,3070,8079,2770,5309,8882,4047,4835,26.1131167,73.8868833,34.2864216,65.7135784,45.5640621,54.4359379
595,Provincia,Cochabamba,Mizque,,Mizque,8619,1697,6922,10573,4771,5802,12668,8131,4537,19.6890591,80.3109409,45.1243734,54.8756266,64.1853489,35.8146511
596,Provincia,Cochabamba,Mizque,,Urbana,632,514,118,1008,953,55,1965,1930,35,81.3291139,18.6708861,94.5436508,5.4563492,98.2188295,1.7811705
597,Provincia,Cochabamba,Mizque,,Rural,7987,1183,6804,9565,3818,5747,10703,6201,4502,14.8115688,85.1884312,39.9163617,60.0836383,57.937027,42.062973
598,Municipio/TIOC,Cochabamba,Mizque,Mizque,Mizque,5015,1450,3565,5920,3741,2179,6879,5473,1406,28.9132602,71.0867398,63.1925676,36.8074324,79.5609827,20.4390173
599,Municipio/TIOC,Cochabamba,Mizque,Mizque,Urbana,632,514,118,1008,953,55,1965,1930,35,81.3291139,18.6708861,94.5436508,5.4563492,98.2188295,1.7811705
600,Municipio/TIOC,Cochabamba,Mizque,Mizque,Rural,4383,936,3447,4912,2788,2124,4914,3543,1371,21.3552361,78.6447639,56.7589577,43.2410423,72.1001221,27.8998779
601,Municipio/TIOC,Cochabamba,Mizque,Vila Vila,Vila Vila,1221,143,1078,1540,391,1149,1867,955,912,11.7117117,88.2882883,25.3896104,74.6103896,51.1515801,48.8484199
602,Municipio/TIOC,Cochabamba,Mizque,Vila Vila,Urbana,,,,,,,,,,,,,,,
603,Municipio/TIOC,Cochabamba,Mizque,Vila Vila,Rural,1221,143,1078,1540,391,1149,1867,955,912,11.7117117,88.2882883,25.3896104,74.6103896,51.1515801,48.8484199
604,Municipio/TIOC,Cochabamba,Mizque,Alalay,Alalay,1053,83,970,1122,151,971,1278,617,661,7.8822412,92.1177588,13.4581105,86.5418895,48.2785603,51.7214397
605,Municipio/TIOC,Cochabamba,Mizque,Alalay,Urbana,,,,,,,,,,,,,,,
606,Municipio/TIOC,Cochabamba,Mizque,Alalay,Rural,1053,83,970,1122,151,971,1278,617,661,7.8822412,92.1177588,13.4581105,86.5418895,48.2785603,51.7214397
607,Municipio/TIOC,Cochabamba,Mizque,TIOC-Raqaypampa,TIOC-Raqaypampa,1330,21,1309,1991,488,1503,2644,1086,1558,1.5789474,98.4210526,24.5102963,75.4897037,41.0741301,58.9258699
608,Municipio/TIOC,Cochabamba,Mizque,TIOC-Raqaypampa,Urbana,,,,,,,,,,,,,,,
609,Municipio/TIOC,Cochabamba,Mizque,TIOC-Raqaypampa,Rural,1330,21,1309,1991,488,1503,2644,1086,1558,1.5789474,98.4210526,24.5102963,75.4897037,41.0741301,58.9258699
610,Provincia,Cochabamba,Punata,,Punata,12266,10119,2147,16810,15275,1535,20449,19273,1176,82.4963313,17.5036687,90.8685306,9.1314694,94.2491075,5.7508925
611,Provincia,Cochabamba,Punata,,Urbana,4198,3818,380,8094,7742,352,12028,11734,294,90.9480705,9.0519295,95.6510996,4.3489004,97.5557034,2.4442966
612,Provincia,Cochabamba,Punata,,Rural,8068,6301,1767,8716,7533,1183,8421,7539,882,78.0986614,21.9013386,86.4272602,13.5727398,89.5261845,10.4738155
613,Municipio/TIOC,Cochabamba,Punata,Punata,Punata,6713,6033,680,8784,8376,408,11318,11006,312,89.8704007,10.1295993,95.3551913,4.6448087,97.2433292,2.7566708
614,Municipio/TIOC,Cochabamba,Punata,Punata,Urbana,3706,3394,312,5692,5526,166,8316,8214,102,91.5812196,8.4187804,97.0836261,2.9163739,98.7734488,1.2265512
615,Municipio/TIOC,Cochabamba,Punata,Punata,Rural,3007,2639,368,3092,2850,242,3002,2792,210,87.7618889,12.2381111,92.1733506,7.8266494,93.0046636,6.9953364
616,Municipio/TIOC,Cochabamba,Punata,Villa Rivero,Villa Rivero,1564,1037,527,3042,2635,407,3262,2906,356,66.3043478,33.6956522,86.6206443,13.3793557,89.08645,10.91355
617,Municipio/TIOC,Cochabamba,Punata,Villa Rivero,Urbana,,,,,,,1138,1002,136,,,,,88.0492091,11.9507909
618,Municipio/TIOC,Cochabamba,Punata,Villa Rivero,Rural,1564,1037,527,3042,2635,407,2124,1904,220,66.3043478,33.6956522,86.6206443,13.3793557,89.6421846,10.3578154
619,Municipio/TIOC,Cochabamba,Punata,San Benito,San Benito,3174,2636,538,3924,3544,380,4327,4133,194,83.0497795,16.9502205,90.3160041,9.6839959,95.5165242,4.4834758
620,Municipio/TIOC,Cochabamba,Punata,San Benito,Urbana,492,424,68,2402,2216,186,2574,2518,56,86.1788618,13.8211382,92.256453,7.743547,97.8243978,2.1756022
621,Municipio/TIOC,Cochabamba,Punata,San Benito,Rural,2682,2212,470,1522,1328,194,1753,1615,138,82.4757644,17.5242356,87.2536137,12.7463863,92.1277809,7.8722191
622,Municipio/TIOC,Cochabamba,Punata,Tacachi,Tacachi,306,196,110,359,315,44,485,452,33,64.0522876,35.9477124,87.7437326,12.2562674,93.1958763,6.8041237
623,Municipio/TIOC,Cochabamba,Punata,Tacachi,Urbana,,,,,,,,,,,,,,,
624,Municipio/TIOC,Cochabamba,Punata,Tacachi,Rural,306,196,110,359,315,44,485,452,33,64.0522876,35.9477124,87.7437326,12.2562674,93.1958763,6.8041237
625,Municipio/TIOC,Cochabamba,Punata,Villa Gualberto Villarroel,Villa Gualberto Villarroel,509,217,292,701,405,296,1057,776,281,42.632613,57.367387,57.7746077,42.2253923,73.4153264,26.5846736
626,Municipio/TIOC,Cochabamba,Punata,Villa Gualberto Villarroel,Urbana,,,,,,,,,,,,,,,
627,Municipio/TIOC,Cochabamba,Punata,Villa Gualberto Villarroel,Rural,509,217,292,701,405,296,1057,776,281,42.632613,57.367387,57.7746077,42.2253923,73.4153264,26.5846736
628,Provincia,Cochabamba,Bolívar,,Bolívar,2377,302,2075,2366,1156,1210,3211,2170,1041,12.7050905,87.2949095,48.8588335,51.1411665,67.5801931,32.4198069
629,Provincia,Cochabamba,Bolívar,,Urbana,,,,,,,,,,,,,,,
630,Provincia,Cochabamba,Bolívar,,Rural,2377,302,2075,2366,1156,1210,3211,2170,1041,12.7050905,87.2949095,48.8588335,51.1411665,67.5801931,32.4198069
631,Municipio/TIOC,Cochabamba,Bolívar,Bolívar,Bolívar,2377,302,2075,2366,1156,1210,3211,2170,1041,12.7050905,87.2949095,48.8588335,51.1411665,67.5801931,32.4198069
632,Municipio/TIOC,Cochabamba,Bolívar,Bolívar,Urbana,,,,,,,,,,,,,,,
633,Municipio/TIOC,Cochabamba,Bolívar,Bolívar,Rural,2377,302,2075,2366,1156,1210,3211,2170,1041,12.7050905,87.2949095,48.8588335,51.1411665,67.5801931,32.4198069
634,Provincia,Cochabamba,Tiraque,,Tiraque,9187,4341,4846,14107,8854,5253,17109,12746,4363,47.2515511,52.7484489,62.7631672,37.2368328,74.4988018,25.5011982
635,Provincia,Cochabamba,Tiraque,,Urbana,1069,939,130,2341,2245,96,3707,3639,68,87.839102,12.160898,95.8991884,4.1008116,98.1656326,1.8343674
636,Provincia,Cochabamba,Tiraque,,Rural,8118,3402,4716,11766,6609,5157,13402,9107,4295,41.9068736,58.0931264,56.1703213,43.8296787,67.9525444,32.0474556
637,Municipio/TIOC,Cochabamba,Tiraque,Tiraque,Tiraque,4814,2667,2147,6496,4762,1734,6678,5373,1305,55.400914,44.599086,73.3066502,26.6933498,80.458221,19.541779
638,Municipio/TIOC,Cochabamba,Tiraque,Tiraque,Urbana,,,,690,652,38,804,794,10,,,94.4927536,5.5072464,98.7562189,1.2437811
639,Municipio/TIOC,Cochabamba,Tiraque,Tiraque,Rural,4814,2667,2147,5806,4110,1696,5874,4579,1295,55.400914,44.599086,70.7888391,29.2111609,77.9536942,22.0463058
640,Municipio/TIOC,Cochabamba,Tiraque,Shinahota,Shinahota,4373,1674,2699,7611,4092,3519,10431,7373,3058,38.2803567,61.7196433,53.7642885,46.2357115,70.6835394,29.3164606
641,Municipio/TIOC,Cochabamba,Tiraque,Shinahota,Urbana,1069,939,130,1651,1593,58,2903,2845,58,87.839102,12.160898,96.4869776,3.5130224,98.0020668,1.9979332
642,Municipio/TIOC,Cochabamba,Tiraque,Shinahota,Rural,3304,735,2569,5960,2499,3461,7528,4528,3000,22.2457627,77.7542373,41.9295302,58.0704698,60.1487779,39.8512221
643,Departamento,Oruro,,,Oruro,104279,63198,41081,152061,119981,32080,190973,166212,24761,60.6047239,39.3952761,78.9032033,21.0967967,87.0342928,12.9657072
