N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Leña,"NÚMERO DE VIVIENDAS | 2001 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2001 | Kerosén,NÚMERO DE VIVIENDAS | 2001 | Gas,NÚMERO DE VIVIENDAS | 2001 | Electricidad,NÚMERO DE VIVIENDAS | 2001 | Otro,NÚMERO DE VIVIENDAS | 2001 | No utiliza,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Leña,"NÚMERO DE VIVIENDAS | 2012 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2012 | Energía solar,NÚMERO DE VIVIENDAS | 2012 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2012 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2012 | Electricidad,NÚMERO DE VIVIENDAS | 2012 | Otro,NÚMERO DE VIVIENDAS | 2012 | No cocina,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Leña,"NÚMERO DE VIVIENDAS | 2024 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2024 | Energía solar,NÚMERO DE VIVIENDAS | 2024 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2024 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2024 | Electricidad,NÚMERO DE VIVIENDAS | 2024 | Otro,NÚMERO DE VIVIENDAS | 2024 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2001 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2001 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2001 | Kerosén,DISTRIBUCIÓN PORCENTUAL | 2001 | Gas,DISTRIBUCIÓN PORCENTUAL | 2001 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2001 | Otro,DISTRIBUCIÓN PORCENTUAL | 2001 | No utiliza,DISTRIBUCIÓN PORCENTUAL | 2012 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2012 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2012 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2012 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2012 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2012 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2012 | Otro,DISTRIBUCIÓN PORCENTUAL | 2012 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2024 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2024 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2024 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2024 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2024 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2024 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2024 | Otro,DISTRIBUCIÓN PORCENTUAL | 2024 | No cocina
808,Municipio/TIOC,Potosí,Tomás Frías,Tinguipaya,Tinguipaya,5245,4970,57,8,206,0,3,1,7545,6686,138,16,0,677,13,1,14,9796,8198,37,1,43,1475,4,4,34,94.7569113,1.0867493,0.1525262,3.92755,0,0.0571973,0.0190658,88.6149768,1.8290258,0.212061,0,8.9728297,0.1722995,0.0132538,0.1855533,83.6872193,0.3777052,0.0102082,0.4389547,15.0571662,0.040833,0.040833,0.3470804
809,Municipio/TIOC,Potosí,Tomás Frías,Tinguipaya,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Municipio/TIOC,Potosí,Tomás Frías,Tinguipaya,Rural,5245,4970,57,8,206,0,3,1,7545,6686,138,16,0,677,13,1,14,9796,8198,37,1,43,1475,4,4,34,94.7569113,1.0867493,0.1525262,3.92755,0,0.0571973,0.0190658,88.6149768,1.8290258,0.212061,0,8.9728297,0.1722995,0.0132538,0.1855533,83.6872193,0.3777052,0.0102082,0.4389547,15.0571662,0.040833,0.040833,0.3470804
811,Municipio/TIOC,Potosí,Tomás Frías,Yocalla,Yocalla,2257,1746,6,2,499,0,1,3,2916,1526,4,1,0,1352,4,3,26,4191,1520,3,1,762,1866,4,3,32,77.3593265,0.2658396,0.0886132,22.1089942,0,0.0443066,0.1329198,52.3319616,0.1371742,0.0342936,0,46.3648834,0.1371742,0.1028807,0.8916324,36.2681937,0.071582,0.0238607,18.1818182,44.52398,0.0954426,0.071582,0.7635409
812,Municipio/TIOC,Potosí,Tomás Frías,Yocalla,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Municipio/TIOC,Potosí,Tomás Frías,Yocalla,Rural,2257,1746,6,2,499,0,1,3,2916,1526,4,1,0,1352,4,3,26,4191,1520,3,1,762,1866,4,3,32,77.3593265,0.2658396,0.0886132,22.1089942,0,0.0443066,0.1329198,52.3319616,0.1371742,0.0342936,0,46.3648834,0.1371742,0.1028807,0.8916324,36.2681937,0.071582,0.0238607,18.1818182,44.52398,0.0954426,0.071582,0.7635409
814,Municipio/TIOC,Potosí,Tomás Frías,Urmiri,Urmiri,795,746,4,0,41,0,0,4,1102,912,0,0,0,187,0,0,3,1221,792,1,0,3,417,2,1,5,93.836478,0.5031447,0,5.1572327,0,0,0.5031447,82.7586207,0,0,0,16.969147,0,0,0.2722323,64.8648649,0.0819001,0,0.2457002,34.1523342,0.1638002,0.0819001,0.4095004
815,Municipio/TIOC,Potosí,Tomás Frías,Urmiri,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Municipio/TIOC,Potosí,Tomás Frías,Urmiri,Rural,795,746,4,0,41,0,0,4,1102,912,0,0,0,187,0,0,3,1221,792,1,0,3,417,2,1,5,93.836478,0.5031447,0,5.1572327,0,0,0.5031447,82.7586207,0,0,0,16.969147,0,0,0.2722323,64.8648649,0.0819001,0,0.2457002,34.1523342,0.1638002,0.0819001,0.4095004
817,Provincia,Potosí,Rafael Bustillo,,Rafael Bustillo,20076,8763,926,144,10065,27,33,118,25965,7791,510,33,0,16935,341,31,324,33144,7518,99,1,6053,18949,39,52,433,43.6491333,4.6124726,0.7172744,50.1344889,0.1344889,0.1643754,0.5877665,30.005777,1.9641826,0.1270942,0,65.2224148,1.3133064,0.1193915,1.2478336,22.6828385,0.2986966,0.0030171,18.2627323,57.1717355,0.1176684,0.1568911,1.3064205
818,Provincia,Potosí,Rafael Bustillo,,Urbana,10116,567,32,130,9244,27,4,112,14008,236,8,0,0,13190,269,19,286,19003,179,3,1,6011,12405,29,27,348,5.6049822,0.3163306,1.2850929,91.3799921,0.2669039,0.0395413,1.107157,1.6847516,0.0571102,0,0,94.1604797,1.9203312,0.1356368,2.0416905,0.9419565,0.015787,0.0052623,31.6318476,65.2791664,0.1526075,0.1420828,1.8312898
819,Provincia,Potosí,Rafael Bustillo,,Rural,9960,8196,894,14,821,0,29,6,11957,7555,502,33,0,3745,72,12,38,14141,7339,96,0,42,6544,10,25,85,82.2891566,8.9759036,0.1405622,8.2429719,0,0.2911647,0.060241,63.1847453,4.1983775,0.275989,0,31.3205654,0.6021577,0.1003596,0.3178055,51.8987342,0.678877,0,0.2970087,46.2767838,0.0707164,0.1767909,0.601089
820,Municipio/TIOC,Potosí,Rafael Bustillo,Uncía,Uncía,4586,2744,221,11,1558,1,26,25,6620,2288,265,28,0,3926,62,9,42,8437,2389,55,0,1486,4393,10,21,83,59.8342782,4.8190144,0.2398604,33.9729612,0.0218055,0.5669429,0.5451374,34.5619335,4.0030211,0.4229607,0,59.305136,0.9365559,0.1359517,0.6344411,28.315752,0.6518905,0,17.6128956,52.0682707,0.1185255,0.2489036,0.983762
821,Municipio/TIOC,Potosí,Rafael Bustillo,Uncía,Urbana,1450,58,2,4,1364,1,0,21,2825,51,2,0,0,2695,38,1,38,3551,18,1,0,1478,1989,5,1,59,4,0.137931,0.2758621,94.0689655,0.0689655,0,1.4482759,1.8053097,0.0707965,0,0,95.3982301,1.3451327,0.0353982,1.3451327,0.5068995,0.0281611,0,41.6220783,56.0123909,0.1408054,0.0281611,1.6615038
822,Municipio/TIOC,Potosí,Rafael Bustillo,Uncía,Rural,3136,2686,219,7,194,0,26,4,3795,2237,263,28,0,1231,24,8,4,4886,2371,54,0,8,2404,5,20,24,85.6505102,6.9834184,0.2232143,6.1862245,0,0.8290816,0.127551,58.9459816,6.9301713,0.7378129,0,32.4374177,0.6324111,0.2108037,0.1054018,48.526402,1.1051985,0,0.1637331,49.2018011,0.1023332,0.4093328,0.4911993
823,Municipio/TIOC,Potosí,Rafael Bustillo,Chayanta,Chayanta,3716,2890,14,6,791,0,2,13,4667,2610,21,2,0,1940,44,8,42,5658,2318,14,0,20,3260,6,3,37,77.7717976,0.3767492,0.1614639,21.2863294,0,0.0538213,0.3498385,55.9245768,0.4499679,0.0428541,0,41.5684594,0.9427898,0.1714163,0.8999357,40.9685401,0.2474373,0,0.3534818,57.6175327,0.1060445,0.0530223,0.6539413
824,Municipio/TIOC,Potosí,Rafael Bustillo,Chayanta,Urbana,620,206,2,3,397,0,0,12,810,54,3,0,0,706,19,6,22,1044,23,0,0,1,1007,4,1,8,33.2258065,0.3225806,0.483871,64.0322581,0,0,1.9354839,6.6666667,0.3703704,0,0,87.1604938,2.345679,0.7407407,2.7160494,2.2030651,0,0,0.0957854,96.4559387,0.3831418,0.0957854,0.7662835
825,Municipio/TIOC,Potosí,Rafael Bustillo,Chayanta,Rural,3096,2684,12,3,394,0,2,1,3857,2556,18,2,0,1234,25,2,20,4614,2295,14,0,19,2253,2,2,29,86.6925065,0.3875969,0.0968992,12.7260982,0,0.0645995,0.0322997,66.2691211,0.466684,0.0518538,0,31.9937775,0.6481722,0.0518538,0.5185377,49.739922,0.3034244,0,0.4117902,48.8296489,0.0433463,0.0433463,0.6285219
826,Municipio/TIOC,Potosí,Rafael Bustillo,Llallagua,Llallagua,10038,1565,691,126,7546,26,4,80,12409,1522,219,2,0,10183,232,14,237,16017,1457,22,1,4537,9661,21,24,294,15.5907551,6.8838414,1.2552301,75.1743375,0.2590157,0.0398486,0.7969715,12.2652913,1.7648481,0.0161173,0,82.061407,1.8696108,0.1128213,1.9099041,9.0965849,0.1373541,0.0062434,28.3261535,60.317163,0.1311107,0.1498408,1.8355497
827,Municipio/TIOC,Potosí,Rafael Bustillo,Llallagua,Urbana,8046,303,28,123,7483,26,4,79,10373,131,3,0,0,9789,212,12,226,13731,103,2,1,4527,8780,20,24,274,3.7658464,0.347999,1.5287099,93.0027343,0.3231419,0.0497141,0.9818543,1.2628941,0.0289212,0,0,94.369999,2.0437675,0.115685,2.1787332,0.7501274,0.0145656,0.0072828,32.9691938,63.9429029,0.1456558,0.174787,1.9954847
828,Municipio/TIOC,Potosí,Rafael Bustillo,Llallagua,Rural,1992,1262,663,3,63,0,0,1,2036,1391,216,2,0,394,20,2,11,2286,1354,20,0,10,881,1,0,20,63.3534137,33.2831325,0.1506024,3.1626506,0,0,0.0502008,68.3202358,10.6090373,0.0982318,0,19.3516699,0.9823183,0.0982318,0.540275,59.2300962,0.8748906,0,0.4374453,38.5389326,0.0437445,0,0.8748906
829,Municipio/TIOC,Potosí,Rafael Bustillo,Chuquihuta Ayllu Jucumani,Chuquihuta Ayllu Jucumani,1736,1564,0,1,170,0,1,0,2269,1371,5,1,0,886,3,0,3,3032,1354,8,0,10,1635,2,4,19,90.0921659,0,0.0576037,9.7926267,0,0.0576037,0,60.4230939,0.2203614,0.0440723,0,39.0480388,0.1322168,0,0.1322168,44.6569921,0.2638522,0,0.3298153,53.9248021,0.0659631,0.1319261,0.6266491
830,Municipio/TIOC,Potosí,Rafael Bustillo,Chuquihuta Ayllu Jucumani,Urbana,,,,,,,,,,,,,,,,,,677,35,0,0,5,629,0,1,7,,,,,,,,,,,,,,,,5.1698671,0,0,0.7385524,92.9098966,0,0.1477105,1.0339734
831,Municipio/TIOC,Potosí,Rafael Bustillo,Chuquihuta Ayllu Jucumani,Rural,1736,1564,0,1,170,0,1,0,2269,1371,5,1,0,886,3,0,3,2355,1319,8,0,5,1006,2,3,12,90.0921659,0,0.0576037,9.7926267,0,0.0576037,0,60.4230939,0.2203614,0.0440723,0,39.0480388,0.1322168,0,0.1322168,56.0084926,0.3397028,0,0.2123142,42.7176221,0.0849257,0.1273885,0.5095541
832,Provincia,Potosí,Cornelio Saavedra,,Cornelio Saavedra,14500,12208,230,12,2027,2,5,16,16840,11604,167,185,753,3980,54,12,85,19584,11222,80,3,2233,5855,8,12,171,84.1931034,1.5862069,0.0827586,13.9793103,0.0137931,0.0344828,0.1103448,68.9073634,0.9916865,1.0985748,4.4714964,23.6342043,0.3206651,0.0712589,0.5047506,57.3018791,0.4084967,0.0153186,11.402165,29.8968546,0.0408497,0.0612745,0.8731618
833,Provincia,Potosí,Cornelio Saavedra,,Urbana,1044,225,3,6,799,0,3,8,1438,30,2,0,684,703,0,1,18,2182,73,1,1,1073,1010,1,1,22,21.5517241,0.2873563,0.5747126,76.532567,0,0.2873563,0.7662835,2.0862309,0.1390821,0,47.566064,48.8873435,0,0.069541,1.2517385,3.3455545,0.0458295,0.0458295,49.1750687,46.2878093,0.0458295,0.0458295,1.0082493
834,Provincia,Potosí,Cornelio Saavedra,,Rural,13456,11983,227,6,1228,2,2,8,15402,11574,165,185,69,3277,54,11,67,17402,11149,79,2,1160,4845,7,11,149,89.0532105,1.6869798,0.0445898,9.1260404,0.0148633,0.0148633,0.059453,75.1460849,1.0712894,1.2011427,0.4479938,21.2764576,0.3506038,0.0714193,0.4350084,64.0673486,0.4539708,0.0114929,6.6659005,27.8416274,0.0402253,0.0632111,0.8562234
835,Municipio/TIOC,Potosí,Cornelio Saavedra,Betanzos,Betanzos,8467,6724,172,9,1544,1,3,14,9721,5775,100,46,753,2943,51,6,47,10921,4971,30,2,1874,3933,4,6,101,79.4141963,2.0314161,0.106295,18.2355025,0.0118106,0.0354317,0.1653478,59.4074684,1.0287008,0.4732023,7.7461167,30.2746631,0.5246374,0.061722,0.4834894,45.5178097,0.2747001,0.0183133,17.1596008,36.0131856,0.0366267,0.05494,0.9248237
836,Municipio/TIOC,Potosí,Cornelio Saavedra,Betanzos,Urbana,1044,225,3,6,799,0,3,8,1438,30,2,0,684,703,0,1,18,2182,73,1,1,1073,1010,1,1,22,21.5517241,0.2873563,0.5747126,76.532567,0,0.2873563,0.7662835,2.0862309,0.1390821,0,47.566064,48.8873435,0,0.069541,1.2517385,3.3455545,0.0458295,0.0458295,49.1750687,46.2878093,0.0458295,0.0458295,1.0082493
837,Municipio/TIOC,Potosí,Cornelio Saavedra,Betanzos,Rural,7423,6499,169,3,745,1,0,6,8283,5745,98,46,69,2240,51,5,29,8739,4898,29,1,801,2923,3,5,79,87.5522026,2.2767075,0.0404149,10.0363734,0.0134716,0,0.0808299,69.3589279,1.1831462,0.5553543,0.8330315,27.0433418,0.6157189,0.0603646,0.3501147,56.0476027,0.3318457,0.011443,9.1658084,33.4477629,0.0343289,0.0572148,0.9039936
838,Municipio/TIOC,Potosí,Cornelio Saavedra,Chaquí,Chaquí,2664,2249,52,3,358,1,1,0,3222,2394,26,138,0,634,0,5,25,3482,1949,25,0,339,1113,3,3,50,84.4219219,1.951952,0.1126126,13.4384384,0.0375375,0.0375375,0,74.301676,0.8069522,4.283054,0,19.6772191,0,0.1551831,0.7759156,55.9735784,0.7179782,0,9.735784,31.9643883,0.0861574,0.0861574,1.4359563
839,Municipio/TIOC,Potosí,Cornelio Saavedra,Chaquí,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Municipio/TIOC,Potosí,Cornelio Saavedra,Chaquí,Rural,2664,2249,52,3,358,1,1,0,3222,2394,26,138,0,634,0,5,25,3482,1949,25,0,339,1113,3,3,50,84.4219219,1.951952,0.1126126,13.4384384,0.0375375,0.0375375,0,74.301676,0.8069522,4.283054,0,19.6772191,0,0.1551831,0.7759156,55.9735784,0.7179782,0,9.735784,31.9643883,0.0861574,0.0861574,1.4359563
841,Municipio/TIOC,Potosí,Cornelio Saavedra,Tacobamba,Tacobamba,3369,3235,6,0,125,0,1,2,3897,3435,41,1,0,403,3,1,13,5181,4302,25,1,20,809,1,3,20,96.0225586,0.1780944,0,3.7102998,0,0.0296824,0.0593648,88.1447267,1.0520914,0.0256608,0,10.3412882,0.0769823,0.0256608,0.3335899,83.0341633,0.4825323,0.0193013,0.3860259,15.6147462,0.0193013,0.0579039,0.3860259
842,Municipio/TIOC,Potosí,Cornelio Saavedra,Tacobamba,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Municipio/TIOC,Potosí,Cornelio Saavedra,Tacobamba,Rural,3369,3235,6,0,125,0,1,2,3897,3435,41,1,0,403,3,1,13,5181,4302,25,1,20,809,1,3,20,96.0225586,0.1780944,0,3.7102998,0,0.0296824,0.0593648,88.1447267,1.0520914,0.0256608,0,10.3412882,0.0769823,0.0256608,0.3335899,83.0341633,0.4825323,0.0193013,0.3860259,15.6147462,0.0193013,0.0579039,0.3860259
844,Provincia,Potosí,Chayanta,,Chayanta,23282,18652,2935,80,1534,3,59,19,30864,22673,2399,51,0,5281,200,71,189,40534,27847,814,9,124,11385,14,24,317,80.1133923,12.6063053,0.3436131,6.588781,0.0128855,0.2534147,0.0816081,73.4609902,7.7728097,0.1652411,0,17.1105495,0.6480041,0.2300415,0.6123639,68.7003503,2.0081907,0.0222036,0.305916,28.0875315,0.0345389,0.0592096,0.7820595
845,Provincia,Potosí,Chayanta,,Urbana,,,,,,,,,1085,30,3,0,0,1011,26,2,13,3467,129,1,0,5,3247,4,1,80,,,,,,,,2.764977,0.2764977,0,0,93.1797235,2.3963134,0.1843318,1.1981567,3.7207961,0.0288434,0,0.1442169,93.6544563,0.1153735,0.0288434,2.3074704
846,Provincia,Potosí,Chayanta,,Rural,23282,18652,2935,80,1534,3,59,19,29779,22643,2396,51,0,4270,174,69,176,37067,27718,813,9,119,8138,10,23,237,80.1133923,12.6063053,0.3436131,6.588781,0.0128855,0.2534147,0.0816081,76.0368045,8.0459384,0.1712616,0,14.3389637,0.5843044,0.2317069,0.5910205,74.7781045,2.1933256,0.0242804,0.3210403,21.9548385,0.0269782,0.0620498,0.6393827
847,Municipio/TIOC,Potosí,Chayanta,Colquechaca,Colquechaca,3518,2469,579,18,420,2,26,4,4286,2655,290,2,0,1238,67,5,29,6497,3820,45,3,20,2557,6,2,44,70.1819215,16.4582149,0.5116543,11.9386015,0.0568505,0.7390563,0.113701,61.9458703,6.7662156,0.0466636,0,28.884741,1.5632291,0.1166589,0.6766216,58.7963676,0.6926274,0.0461752,0.3078344,39.3566261,0.0923503,0.0307834,0.6772356
848,Municipio/TIOC,Potosí,Chayanta,Colquechaca,Urbana,,,,,,,,,1085,30,3,0,0,1011,26,2,13,2012,7,1,0,4,1972,2,1,25,,,,,,,,2.764977,0.2764977,0,0,93.1797235,2.3963134,0.1843318,1.1981567,0.3479125,0.0497018,0,0.1988072,98.0119284,0.0994036,0.0497018,1.2425447
849,Municipio/TIOC,Potosí,Chayanta,Colquechaca,Rural,3518,2469,579,18,420,2,26,4,3201,2625,287,2,0,227,41,3,16,4485,3813,44,3,16,585,4,1,19,70.1819215,16.4582149,0.5116543,11.9386015,0.0568505,0.7390563,0.113701,82.0056232,8.9659481,0.0624805,0,7.0915339,1.2808497,0.0937207,0.4998438,85.0167224,0.9810479,0.0668896,0.3567447,13.0434783,0.0891862,0.0222965,0.4236343
850,Municipio/TIOC,Potosí,Chayanta,Ravelo,Ravelo,5323,5020,97,26,173,1,2,4,6685,5748,78,23,0,759,23,6,48,6880,5795,36,0,27,979,1,5,37,94.3077212,1.8222807,0.4884464,3.250047,0.0187864,0.0375728,0.0751456,85.9835453,1.1667913,0.3440539,0,11.3537771,0.3440539,0.0897532,0.7180254,84.2296512,0.5232558,0,0.3924419,14.2296512,0.0145349,0.0726744,0.5377907
851,Municipio/TIOC,Potosí,Chayanta,Ravelo,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Municipio/TIOC,Potosí,Chayanta,Ravelo,Rural,5323,5020,97,26,173,1,2,4,6685,5748,78,23,0,759,23,6,48,6880,5795,36,0,27,979,1,5,37,94.3077212,1.8222807,0.4884464,3.250047,0.0187864,0.0375728,0.0751456,85.9835453,1.1667913,0.3440539,0,11.3537771,0.3440539,0.0897532,0.7180254,84.2296512,0.5232558,0,0.3924419,14.2296512,0.0145349,0.0726744,0.5377907
853,Municipio/TIOC,Potosí,Chayanta,Pocoata,Pocoata,5281,4534,411,3,329,0,2,2,8436,6545,488,11,0,1300,53,4,35,12538,8495,132,2,40,3747,3,3,116,85.8549517,7.7826169,0.0568074,6.2298807,0,0.0378716,0.0378716,77.5841631,5.7847321,0.1303936,0,15.410147,0.6282598,0.0474158,0.4148886,67.7540278,1.0527995,0.0159515,0.3190301,29.8851491,0.0239273,0.0239273,0.9251874
854,Municipio/TIOC,Potosí,Chayanta,Pocoata,Urbana,,,,,,,,,,,,,,,,,,1455,122,0,0,1,1275,2,0,55,,,,,,,,,,,,,,,,8.3848797,0,0,0.0687285,87.628866,0.137457,0,3.7800687
855,Municipio/TIOC,Potosí,Chayanta,Pocoata,Rural,5281,4534,411,3,329,0,2,2,8436,6545,488,11,0,1300,53,4,35,11083,8373,132,2,39,2472,1,3,61,85.8549517,7.7826169,0.0568074,6.2298807,0,0.0378716,0.0378716,77.5841631,5.7847321,0.1303936,0,15.410147,0.6282598,0.0474158,0.4148886,75.5481368,1.1910133,0.0180457,0.3518903,22.3044302,0.0090228,0.0270685,0.5503925
856,Municipio/TIOC,Potosí,Chayanta,Ocurí,Ocurí,4700,3678,631,28,352,0,7,4,5093,3611,581,15,0,780,33,51,22,6181,4706,307,2,11,1114,2,7,32,78.2553191,13.4255319,0.5957447,7.4893617,0,0.1489362,0.0851064,70.901237,11.4078146,0.2945219,0,15.3151384,0.6479482,1.0013744,0.4319654,76.1365475,4.9668338,0.0323572,0.1779647,18.0229736,0.0323572,0.1132503,0.5177156
857,Municipio/TIOC,Potosí,Chayanta,Ocurí,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Municipio/TIOC,Potosí,Chayanta,Ocurí,Rural,4700,3678,631,28,352,0,7,4,5093,3611,581,15,0,780,33,51,22,6181,4706,307,2,11,1114,2,7,32,78.2553191,13.4255319,0.5957447,7.4893617,0,0.1489362,0.0851064,70.901237,11.4078146,0.2945219,0,15.3151384,0.6479482,1.0013744,0.4319654,76.1365475,4.9668338,0.0323572,0.1779647,18.0229736,0.0323572,0.1132503,0.5177156
859,Municipio/TIOC,Potosí,Chayanta,San Pedro de Macha,San Pedro de Macha,4460,2951,1217,5,260,0,22,5,6364,4114,962,0,0,1204,24,5,55,8438,5031,294,2,26,2988,2,7,88,66.1659193,27.2869955,0.1121076,5.8295964,0,0.4932735,0.1121076,64.6448774,15.1162791,0,0,18.9189189,0.3771213,0.0785669,0.8642363,59.6231334,3.484238,0.0237023,0.3081299,35.4112349,0.0237023,0.082958,1.0429012
860,Municipio/TIOC,Potosí,Chayanta,San Pedro de Macha,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Municipio/TIOC,Potosí,Chayanta,San Pedro de Macha,Rural,4460,2951,1217,5,260,0,22,5,6364,4114,962,0,0,1204,24,5,55,8438,5031,294,2,26,2988,2,7,88,66.1659193,27.2869955,0.1121076,5.8295964,0,0.4932735,0.1121076,64.6448774,15.1162791,0,0,18.9189189,0.3771213,0.0785669,0.8642363,59.6231334,3.484238,0.0237023,0.3081299,35.4112349,0.0237023,0.082958,1.0429012
862,Provincia,Potosí,Charcas,,Charcas,9618,8906,381,5,300,0,16,10,11788,9952,148,91,0,1496,38,9,54,15495,11879,74,0,48,3359,4,4,127,92.5972136,3.9613225,0.0519859,3.1191516,0,0.1663548,0.1039717,84.4248388,1.2555141,0.7719715,0,12.6908721,0.3223617,0.0763488,0.458093,76.6634398,0.4775734,0,0.3097773,21.6779606,0.0258148,0.0258148,0.8196192
863,Provincia,Potosí,Charcas,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Provincia,Potosí,Charcas,,Rural,9618,8906,381,5,300,0,16,10,11788,9952,148,91,0,1496,38,9,54,15495,11879,74,0,48,3359,4,4,127,92.5972136,3.9613225,0.0519859,3.1191516,0,0.1663548,0.1039717,84.4248388,1.2555141,0.7719715,0,12.6908721,0.3223617,0.0763488,0.458093,76.6634398,0.4775734,0,0.3097773,21.6779606,0.0258148,0.0258148,0.8196192
865,Municipio/TIOC,Potosí,Charcas,San Pedro,San Pedro,6922,6310,379,3,211,0,12,7,8277,7082,140,86,0,901,31,9,28,11303,8998,49,0,35,2144,2,2,73,91.1586247,5.4752962,0.0433401,3.048252,0,0.1733603,0.1011268,85.5624018,1.6914341,1.0390238,0,10.8855866,0.3745318,0.108735,0.3382868,79.6071839,0.4335132,0,0.3096523,18.9684155,0.0176944,0.0176944,0.6458462
866,Municipio/TIOC,Potosí,Charcas,San Pedro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Municipio/TIOC,Potosí,Charcas,San Pedro,Rural,6922,6310,379,3,211,0,12,7,8277,7082,140,86,0,901,31,9,28,11303,8998,49,0,35,2144,2,2,73,91.1586247,5.4752962,0.0433401,3.048252,0,0.1733603,0.1011268,85.5624018,1.6914341,1.0390238,0,10.8855866,0.3745318,0.108735,0.3382868,79.6071839,0.4335132,0,0.3096523,18.9684155,0.0176944,0.0176944,0.6458462
868,Municipio/TIOC,Potosí,Charcas,Toro Toro,Toro Toro,2696,2596,2,2,89,0,4,3,3511,2870,8,5,0,595,7,0,26,4192,2881,25,0,13,1215,2,2,54,96.2908012,0.074184,0.074184,3.3011869,0,0.148368,0.111276,81.7430931,0.2278553,0.1424096,0,16.9467388,0.1993734,0,0.7405298,68.726145,0.596374,0,0.3101145,28.9837786,0.0477099,0.0477099,1.2881679
869,Municipio/TIOC,Potosí,Charcas,Toro Toro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Municipio/TIOC,Potosí,Charcas,Toro Toro,Rural,2696,2596,2,2,89,0,4,3,3511,2870,8,5,0,595,7,0,26,4192,2881,25,0,13,1215,2,2,54,96.2908012,0.074184,0.074184,3.3011869,0,0.148368,0.111276,81.7430931,0.2278553,0.1424096,0,16.9467388,0.1993734,0,0.7405298,68.726145,0.596374,0,0.3101145,28.9837786,0.0477099,0.0477099,1.2881679
871,Provincia,Potosí,Nor Chichas,,Nor Chichas,9208,7867,0,6,1289,5,10,31,12595,8797,192,3,0,3298,221,2,82,15104,9136,36,4,34,5734,9,9,142,85.4365769,0,0.0651607,13.9986968,0.0543006,0.1086012,0.3366638,69.8451767,1.5244145,0.023819,0,26.184994,1.7546645,0.0158793,0.651052,60.4872881,0.2383475,0.0264831,0.2251059,37.9634534,0.0595869,0.0595869,0.9401483
872,Provincia,Potosí,Nor Chichas,,Urbana,,,,,,,,,1765,113,1,0,0,1564,40,2,45,1322,51,0,0,2,1248,0,1,20,,,,,,,,6.4022663,0.0566572,0,0,88.611898,2.266289,0.1133144,2.5495751,3.8577912,0,0,0.1512859,94.4024206,0,0.075643,1.5128593
