N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Leña,"NÚMERO DE VIVIENDAS | 2001 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2001 | Kerosén,NÚMERO DE VIVIENDAS | 2001 | Gas,NÚMERO DE VIVIENDAS | 2001 | Electricidad,NÚMERO DE VIVIENDAS | 2001 | Otro,NÚMERO DE VIVIENDAS | 2001 | No utiliza,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Leña,"NÚMERO DE VIVIENDAS | 2012 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2012 | Energía solar,NÚMERO DE VIVIENDAS | 2012 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2012 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2012 | Electricidad,NÚMERO DE VIVIENDAS | 2012 | Otro,NÚMERO DE VIVIENDAS | 2012 | No cocina,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Leña,"NÚMERO DE VIVIENDAS | 2024 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2024 | Energía solar,NÚMERO DE VIVIENDAS | 2024 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2024 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2024 | Electricidad,NÚMERO DE VIVIENDAS | 2024 | Otro,NÚMERO DE VIVIENDAS | 2024 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2001 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2001 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2001 | Kerosén,DISTRIBUCIÓN PORCENTUAL | 2001 | Gas,DISTRIBUCIÓN PORCENTUAL | 2001 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2001 | Otro,DISTRIBUCIÓN PORCENTUAL | 2001 | No utiliza,DISTRIBUCIÓN PORCENTUAL | 2012 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2012 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2012 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2012 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2012 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2012 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2012 | Otro,DISTRIBUCIÓN PORCENTUAL | 2012 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2024 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2024 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2024 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2024 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2024 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2024 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2024 | Otro,DISTRIBUCIÓN PORCENTUAL | 2024 | No cocina
873,Provincia,Potosí,Nor Chichas,,Rural,9208,7867,0,6,1289,5,10,31,10830,8684,191,3,0,1734,181,0,37,13782,9085,36,4,32,4486,9,8,122,85.4365769,0,0.0651607,13.9986968,0.0543006,0.1086012,0.3366638,80.1846722,1.7636196,0.0277008,0,16.0110803,1.6712835,0,0.3416436,65.919315,0.2612103,0.0290234,0.2321869,32.5497025,0.0653026,0.0580467,0.8852126
874,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Cotagaita,6299,5172,0,6,1080,5,7,29,9471,6265,142,3,0,2819,163,2,77,11224,6469,22,1,24,4575,7,5,121,82.1082712,0,0.0952532,17.1455787,0.0793777,0.1111288,0.4603905,66.1492979,1.4993137,0.0316756,0,29.7645444,1.7210432,0.0211171,0.8130081,57.6354241,0.1960086,0.0089095,0.2138275,40.7608696,0.0623664,0.0445474,1.078047
875,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Urbana,,,,,,,,,1765,113,1,0,0,1564,40,2,45,1322,51,0,0,2,1248,0,1,20,,,,,,,,6.4022663,0.0566572,0,0,88.611898,2.266289,0.1133144,2.5495751,3.8577912,0,0,0.1512859,94.4024206,0,0.075643,1.5128593
876,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Rural,6299,5172,0,6,1080,5,7,29,7706,6152,141,3,0,1255,123,0,32,9902,6418,22,1,22,3327,7,4,101,82.1082712,0,0.0952532,17.1455787,0.0793777,0.1111288,0.4603905,79.8338957,1.8297431,0.0389307,0,16.2860109,1.5961588,0,0.4152608,64.8151889,0.2221773,0.010099,0.2221773,33.5992729,0.0706928,0.0403959,1.019996
877,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Vitichi,2909,2695,0,0,209,0,3,2,3124,2532,50,0,0,479,58,0,5,3880,2667,14,3,10,1159,2,4,21,92.6435201,0,0,7.1845995,0,0.1031282,0.0687521,81.049936,1.6005122,0,0,15.3329065,1.8565941,0,0.1600512,68.7371134,0.3608247,0.0773196,0.257732,29.871134,0.0515464,0.1030928,0.5412371
878,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Rural,2909,2695,0,0,209,0,3,2,3124,2532,50,0,0,479,58,0,5,3880,2667,14,3,10,1159,2,4,21,92.6435201,0,0,7.1845995,0,0.1031282,0.0687521,81.049936,1.6005122,0,0,15.3329065,1.8565941,0,0.1600512,68.7371134,0.3608247,0.0773196,0.257732,29.871134,0.0515464,0.1030928,0.5412371
880,Provincia,Potosí,Alonso de Ibáñez,,Alonso de Ibáñez,6953,5808,655,4,480,0,2,4,8359,6356,421,1,0,1493,45,9,34,10296,7049,254,1,26,2875,5,3,83,83.5322882,9.4203941,0.0575291,6.9034949,0,0.0287646,0.0575291,76.0378036,5.0364876,0.0119632,0,17.8609882,0.5383419,0.1076684,0.4067472,68.463481,2.4669775,0.0097125,0.2525253,27.9234654,0.0485625,0.0291375,0.8061383
881,Provincia,Potosí,Alonso de Ibáñez,,Urbana,,,,,,,,,914,202,2,0,0,668,16,4,22,1026,67,0,0,0,941,0,0,18,,,,,,,,22.1006565,0.2188184,0,0,73.0853392,1.750547,0.4376368,2.4070022,6.5302144,0,0,0,91.7153996,0,0,1.754386
882,Provincia,Potosí,Alonso de Ibáñez,,Rural,6953,5808,655,4,480,0,2,4,7445,6154,419,1,0,825,29,5,12,9270,6982,254,1,26,1934,5,3,65,83.5322882,9.4203941,0.0575291,6.9034949,0,0.0287646,0.0575291,82.659503,5.6279382,0.0134318,0,11.0812626,0.3895232,0.0671592,0.161182,75.3182309,2.7400216,0.0107875,0.2804746,20.8629989,0.0539374,0.0323625,0.7011866
883,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Sacaca,4655,4162,71,4,414,0,2,2,5618,4304,120,1,0,1118,37,9,29,6779,4485,37,1,20,2171,4,2,59,89.4092374,1.5252417,0.0859291,8.8936627,0,0.0429646,0.0429646,76.6108936,2.1359915,0.0177999,0,19.9003204,0.6585974,0.1601994,0.5161979,66.1602006,0.5458032,0.0147514,0.2950288,32.0253725,0.0590058,0.0295029,0.8703349
884,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Urbana,,,,,,,,,914,202,2,0,0,668,16,4,22,1026,67,0,0,0,941,0,0,18,,,,,,,,22.1006565,0.2188184,0,0,73.0853392,1.750547,0.4376368,2.4070022,6.5302144,0,0,0,91.7153996,0,0,1.754386
885,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Rural,4655,4162,71,4,414,0,2,2,4704,4102,118,1,0,450,21,5,7,5753,4418,37,1,20,1230,4,2,41,89.4092374,1.5252417,0.0859291,8.8936627,0,0.0429646,0.0429646,87.202381,2.5085034,0.0212585,0,9.5663265,0.4464286,0.1062925,0.1488095,76.7947158,0.6431427,0.0173822,0.3476447,21.3801495,0.0695289,0.0347645,0.7126716
886,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Caripuyo,2298,1646,584,0,66,0,0,2,2741,2052,301,0,0,375,8,0,5,3517,2564,217,0,6,704,1,1,24,71.6275022,25.413403,0,2.8720627,0,0,0.0870322,74.8631886,10.9813937,0,0,13.6811383,0.2918643,0,0.1824152,72.9030424,6.1700313,0,0.1705999,20.01706,0.0284333,0.0284333,0.6823998
887,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Rural,2298,1646,584,0,66,0,0,2,2741,2052,301,0,0,375,8,0,5,3517,2564,217,0,6,704,1,1,24,71.6275022,25.413403,0,2.8720627,0,0,0.0870322,74.8631886,10.9813937,0,0,13.6811383,0.2918643,0,0.1824152,72.9030424,6.1700313,0,0.1705999,20.01706,0.0284333,0.0284333,0.6823998
889,Provincia,Potosí,Sur Chichas,,Sur Chichas,12709,5004,23,9,7559,14,14,86,16895,4186,42,19,0,11996,399,13,240,19627,3432,17,2,4352,11512,36,10,266,39.3736722,0.1809741,0.070816,59.4775356,0.1101582,0.1101582,0.6766858,24.7765611,0.2485943,0.1124593,0,71.0032554,2.3616455,0.0769458,1.4205386,17.4861161,0.0866154,0.01019,22.1735365,58.6538951,0.1834208,0.0509502,1.3552759
890,Provincia,Potosí,Sur Chichas,,Urbana,6656,467,10,5,6087,8,12,67,9081,142,11,0,0,8399,369,3,157,9327,100,1,0,4324,4792,8,3,99,7.016226,0.1502404,0.0751202,91.4513221,0.1201923,0.1802885,1.0066106,1.5637044,0.121132,0,0,92.4898139,4.0634291,0.033036,1.7288845,1.0721561,0.0107216,0,46.36003,51.3777206,0.0857725,0.0321647,1.0614345
891,Provincia,Potosí,Sur Chichas,,Rural,6053,4537,13,4,1472,6,2,19,7814,4044,31,19,0,3597,30,10,83,10300,3332,16,2,28,6720,28,7,167,74.954568,0.2147695,0.0660829,24.3185197,0.0991244,0.0330415,0.3138939,51.7532634,0.3967238,0.2431533,0,46.0327617,0.3839263,0.1279754,1.0621961,32.3495146,0.1553398,0.0194175,0.2718447,65.2427184,0.2718447,0.0679612,1.6213592
892,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Tupiza,10148,4613,13,5,5443,6,11,57,13319,3897,42,19,0,8807,356,8,190,15876,3181,13,1,4346,8123,18,10,184,45.457233,0.1281041,0.0492708,53.6361845,0.059125,0.1083957,0.561687,29.2589534,0.315339,0.1426534,0,66.1235829,2.6728733,0.0600646,1.4265335,20.0365331,0.0818846,0.0062988,27.3746536,51.1652809,0.1133787,0.0629882,1.1589821
893,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Urbana,5396,416,9,2,4901,6,9,53,7534,136,11,0,0,6918,342,1,126,9327,100,1,0,4324,4792,8,3,99,7.7094144,0.1667902,0.0370645,90.8265382,0.1111935,0.1667902,0.982209,1.80515,0.1460048,0,0,91.8237324,4.5394213,0.0132732,1.6724184,1.0721561,0.0107216,0,46.36003,51.3777206,0.0857725,0.0321647,1.0614345
894,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Rural,4752,4197,4,3,542,0,2,4,5785,3761,31,19,0,1889,14,7,64,6549,3081,12,1,22,3331,10,7,85,88.3207071,0.0841751,0.0631313,11.4057239,0,0.0420875,0.0841751,65.0129646,0.5358686,0.3284356,0,32.653414,0.2420052,0.1210026,1.1063094,47.0453504,0.1832341,0.0152695,0.3359291,50.8627271,0.1526951,0.1068865,1.2979081
895,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Atocha,2561,391,10,4,2116,8,3,29,3576,289,0,0,0,3189,43,5,50,3751,251,4,1,6,3389,18,0,82,15.2674736,0.3904725,0.156189,82.623975,0.312378,0.1171417,1.1323702,8.0816555,0,0,0,89.1778523,1.2024609,0.139821,1.3982103,6.6915489,0.1066382,0.0266596,0.1599573,90.3492402,0.479872,0,2.1860837
896,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Urbana,1260,51,1,3,1186,2,3,14,1547,6,0,0,0,1481,27,2,31,,,,,,,,,,4.047619,0.0793651,0.2380952,94.1269841,0.1587302,0.2380952,1.1111111,0.3878474,0,0,0,95.7336781,1.7453135,0.1292825,2.0038785,,,,,,,,
897,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Rural,1301,340,9,1,930,6,0,15,2029,283,0,0,0,1708,16,3,19,3751,251,4,1,6,3389,18,0,82,26.1337433,0.6917756,0.076864,71.4834743,0.4611837,0,1.1529593,13.9477575,0,0,0,84.1793987,0.7885658,0.1478561,0.9364219,6.6915489,0.1066382,0.0266596,0.1599573,90.3492402,0.479872,0,2.1860837
898,Provincia,Potosí,Nor Lípez,,Nor Lípez,2451,2094,6,13,322,1,1,14,3679,1768,57,24,0,1765,28,9,28,4822,1042,4,1,12,3703,4,1,55,85.4345165,0.244798,0.5303958,13.1374949,0.0407997,0.0407997,0.5711954,48.0565371,1.5493341,0.6523512,0,47.9749932,0.7610764,0.2446317,0.7610764,21.6092908,0.0829531,0.0207383,0.2488594,76.7938615,0.0829531,0.0207383,1.1406056
899,Provincia,Potosí,Nor Lípez,,Urbana,,,,,,,,,,,,,,,,,,711,19,0,0,1,687,0,0,4,,,,,,,,,,,,,,,,2.6722925,0,0,0.140647,96.6244726,0,0,0.5625879
900,Provincia,Potosí,Nor Lípez,,Rural,2451,2094,6,13,322,1,1,14,3679,1768,57,24,0,1765,28,9,28,4111,1023,4,1,11,3016,4,1,51,85.4345165,0.244798,0.5303958,13.1374949,0.0407997,0.0407997,0.5711954,48.0565371,1.5493341,0.6523512,0,47.9749932,0.7610764,0.2446317,0.7610764,24.8844563,0.0972999,0.024325,0.2675748,73.364145,0.0972999,0.024325,1.2405741
901,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""","Colcha ""K""",2241,1898,6,13,309,1,1,13,3307,1538,56,0,0,1648,28,9,28,4165,841,4,0,10,3261,3,0,46,84.6943329,0.2677376,0.5800982,13.7884873,0.0446229,0.0446229,0.5800982,46.5074085,1.6933777,0,0,49.8336861,0.8466888,0.27215,0.8466888,20.1920768,0.0960384,0,0.240096,78.2953181,0.0720288,0,1.1044418
902,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""",Urbana,,,,,,,,,,,,,,,,,,711,19,0,0,1,687,0,0,4,,,,,,,,,,,,,,,,2.6722925,0,0,0.140647,96.6244726,0,0,0.5625879
903,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""",Rural,2241,1898,6,13,309,1,1,13,3307,1538,56,0,0,1648,28,9,28,3454,822,4,0,9,2574,3,0,42,84.6943329,0.2677376,0.5800982,13.7884873,0.0446229,0.0446229,0.5800982,46.5074085,1.6933777,0,0,49.8336861,0.8466888,0.27215,0.8466888,23.7984945,0.1158078,0,0.2605675,74.522293,0.0868558,0,1.2159815
904,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,San Pedro de Quemes,210,196,0,0,13,0,0,1,372,230,1,24,0,117,0,0,0,657,201,0,1,2,442,1,1,9,93.3333333,0,0,6.1904762,0,0,0.4761905,61.827957,0.2688172,6.4516129,0,31.4516129,0,0,0,30.5936073,0,0.152207,0.304414,67.2754947,0.152207,0.152207,1.369863
905,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,Rural,210,196,0,0,13,0,0,1,372,230,1,24,0,117,0,0,0,657,201,0,1,2,442,1,1,9,93.3333333,0,0,6.1904762,0,0,0.4761905,61.827957,0.2688172,6.4516129,0,31.4516129,0,0,0,30.5936073,0,0.152207,0.304414,67.2754947,0.152207,0.152207,1.369863
907,Provincia,Potosí,Sur Lípez,,Sur Lípez,1186,1150,0,0,33,0,0,3,1944,1572,3,2,0,349,2,4,12,2125,1265,0,0,11,835,0,0,14,96.9645868,0,0,2.7824621,0,0,0.2529511,80.8641975,0.154321,0.1028807,0,17.9526749,0.1028807,0.2057613,0.617284,59.5294118,0,0,0.5176471,39.2941176,0,0,0.6588235
908,Provincia,Potosí,Sur Lípez,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Provincia,Potosí,Sur Lípez,,Rural,1186,1150,0,0,33,0,0,3,1944,1572,3,2,0,349,2,4,12,2125,1265,0,0,11,835,0,0,14,96.9645868,0,0,2.7824621,0,0,0.2529511,80.8641975,0.154321,0.1028807,0,17.9526749,0.1028807,0.2057613,0.617284,59.5294118,0,0,0.5176471,39.2941176,0,0,0.6588235
910,Municipio/TIOC,Potosí,Sur Lípez,San Pablo,San Pablo,629,609,0,0,19,0,0,1,871,685,3,1,0,173,1,2,6,1111,641,0,0,9,456,0,0,5,96.8203498,0,0,3.0206677,0,0,0.1589825,78.6452354,0.3444317,0.1148106,0,19.8622273,0.1148106,0.2296211,0.6888634,57.6957696,0,0,0.810081,41.0441044,0,0,0.450045
911,Municipio/TIOC,Potosí,Sur Lípez,San Pablo,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Municipio/TIOC,Potosí,Sur Lípez,San Pablo,Rural,629,609,0,0,19,0,0,1,871,685,3,1,0,173,1,2,6,1111,641,0,0,9,456,0,0,5,96.8203498,0,0,3.0206677,0,0,0.1589825,78.6452354,0.3444317,0.1148106,0,19.8622273,0.1148106,0.2296211,0.6888634,57.6957696,0,0,0.810081,41.0441044,0,0,0.450045
913,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Mojinete,196,189,0,0,7,0,0,0,358,335,0,0,0,21,0,1,1,324,221,0,0,1,99,0,0,3,96.4285714,0,0,3.5714286,0,0,0,93.575419,0,0,0,5.8659218,0,0.2793296,0.2793296,68.2098765,0,0,0.308642,30.5555556,0,0,0.9259259
914,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Rural,196,189,0,0,7,0,0,0,358,335,0,0,0,21,0,1,1,324,221,0,0,1,99,0,0,3,96.4285714,0,0,3.5714286,0,0,0,93.575419,0,0,0,5.8659218,0,0.2793296,0.2793296,68.2098765,0,0,0.308642,30.5555556,0,0,0.9259259
916,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,San Antonio de Esmoruco,361,352,0,0,7,0,0,2,715,552,0,1,0,155,1,1,5,690,403,0,0,1,280,0,0,6,97.5069252,0,0,1.9390582,0,0,0.5540166,77.2027972,0,0.1398601,0,21.6783217,0.1398601,0.1398601,0.6993007,58.4057971,0,0,0.1449275,40.5797101,0,0,0.8695652
917,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,Rural,361,352,0,0,7,0,0,2,715,552,0,1,0,155,1,1,5,690,403,0,0,1,280,0,0,6,97.5069252,0,0,1.9390582,0,0,0.5540166,77.2027972,0,0.1398601,0,21.6783217,0.1398601,0.1398601,0.6993007,58.4057971,0,0,0.1449275,40.5797101,0,0,0.8695652
919,Provincia,Potosí,José María Linares,,José María Linares,13030,10943,82,9,1965,4,0,27,14472,10070,65,23,0,4199,32,4,79,15097,8246,46,3,879,5711,7,16,189,83.9831159,0.629317,0.0690714,15.0805833,0.0306984,0,0.2072141,69.5826423,0.4491432,0.1589276,0,29.014649,0.2211166,0.0276396,0.5458817,54.6201232,0.3046963,0.0198715,5.8223488,37.8287077,0.0463668,0.1059813,1.2519044
920,Provincia,Potosí,José María Linares,,Urbana,,,,,,,,,722,99,3,2,0,602,5,0,11,1230,37,0,0,538,569,0,10,76,,,,,,,,13.7119114,0.4155125,0.2770083,0,83.3795014,0.6925208,0,1.5235457,3.0081301,0,0,43.7398374,46.2601626,0,0.8130081,6.1788618
921,Provincia,Potosí,José María Linares,,Rural,13030,10943,82,9,1965,4,0,27,13750,9971,62,21,0,3597,27,4,68,13867,8209,46,3,341,5142,7,6,113,83.9831159,0.629317,0.0690714,15.0805833,0.0306984,0,0.2072141,72.5163636,0.4509091,0.1527273,0,26.16,0.1963636,0.0290909,0.4945455,59.1980962,0.3317228,0.0216341,2.4590755,37.0808394,0.0504796,0.0432682,0.8148843
922,Municipio/TIOC,Potosí,José María Linares,Puna,Puna,6512,5522,39,7,931,3,0,10,7103,4904,43,2,0,2098,12,1,43,6251,3366,21,1,317,2482,6,3,55,84.7972973,0.5988943,0.1074939,14.296683,0.0460688,0,0.1535627,69.0412502,0.605378,0.0281571,0,29.5368154,0.1689427,0.0140786,0.605378,53.8473844,0.3359462,0.0159974,5.0711886,39.7056471,0.0959846,0.0479923,0.8798592
923,Municipio/TIOC,Potosí,José María Linares,Puna,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Municipio/TIOC,Potosí,José María Linares,Puna,Rural,6512,5522,39,7,931,3,0,10,7103,4904,43,2,0,2098,12,1,43,6251,3366,21,1,317,2482,6,3,55,84.7972973,0.5988943,0.1074939,14.296683,0.0460688,0,0.1535627,69.0412502,0.605378,0.0281571,0,29.5368154,0.1689427,0.0140786,0.605378,53.8473844,0.3359462,0.0159974,5.0711886,39.7056471,0.0959846,0.0479923,0.8798592
925,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""","Caiza ""D""",2950,2191,37,1,705,1,0,15,3543,1939,21,2,0,1543,14,0,24,4643,1663,3,1,550,2318,1,11,96,74.2711864,1.2542373,0.0338983,23.8983051,0.0338983,0,0.5084746,54.727632,0.592718,0.0564493,0,43.5506633,0.3951454,0,0.677392,35.8173595,0.0646134,0.0215378,11.8457894,49.9246177,0.0215378,0.2369158,2.0676287
926,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""",Urbana,,,,,,,,,722,99,3,2,0,602,5,0,11,1230,37,0,0,538,569,0,10,76,,,,,,,,13.7119114,0.4155125,0.2770083,0,83.3795014,0.6925208,0,1.5235457,3.0081301,0,0,43.7398374,46.2601626,0,0.8130081,6.1788618
927,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""",Rural,2950,2191,37,1,705,1,0,15,2821,1840,18,0,0,941,9,0,13,3413,1626,3,1,12,1749,1,1,20,74.2711864,1.2542373,0.0338983,23.8983051,0.0338983,0,0.5084746,65.2250975,0.6380716,0,0,33.3569656,0.3190358,0,0.4608295,47.6413712,0.0878992,0.0292997,0.3515968,51.2452388,0.0292997,0.0292997,0.5859947
928,Municipio/TIOC,Potosí,José María Linares,Ckochas,Ckochas,3568,3230,6,1,329,0,0,2,3826,3227,1,19,0,558,6,3,12,4203,3217,22,1,12,911,0,2,38,90.5269058,0.1681614,0.0280269,9.220852,0,0,0.0560538,84.3439624,0.026137,0.4966022,0,14.5844224,0.1568217,0.0784109,0.3136435,76.5405663,0.5234356,0.0237925,0.2855103,21.6749941,0,0.0475851,0.9041161
929,Municipio/TIOC,Potosí,José María Linares,Ckochas,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Municipio/TIOC,Potosí,José María Linares,Ckochas,Rural,3568,3230,6,1,329,0,0,2,3826,3227,1,19,0,558,6,3,12,4203,3217,22,1,12,911,0,2,38,90.5269058,0.1681614,0.0280269,9.220852,0,0,0.0560538,84.3439624,0.026137,0.4966022,0,14.5844224,0.1568217,0.0784109,0.3136435,76.5405663,0.5234356,0.0237925,0.2855103,21.6749941,0,0.0475851,0.9041161
931,Provincia,Potosí,Antonio Quijarro,,Antonio Quijarro,10283,5615,51,14,4428,105,5,65,17969,6320,82,80,0,11147,165,4,171,24344,4765,17,2,2607,16516,49,27,361,54.6046873,0.4959642,0.136147,43.0613634,1.0211028,0.0486239,0.6321113,35.1716846,0.4563415,0.4452112,0,62.0346152,0.9182481,0.0222606,0.9516389,19.5736116,0.0698324,0.0082156,10.7090043,67.8442327,0.2012816,0.1109103,1.4829116
932,Provincia,Potosí,Antonio Quijarro,,Urbana,2810,59,12,2,2708,0,3,26,8008,14,0,0,0,7848,39,1,106,13151,66,2,1,2589,10194,10,23,266,2.0996441,0.4270463,0.0711744,96.3701068,0,0.1067616,0.9252669,0.1748252,0,0,0,98.001998,0.487013,0.0124875,1.3236763,0.501863,0.015208,0.007604,19.6867158,77.5150179,0.0760398,0.1748916,2.0226599
933,Provincia,Potosí,Antonio Quijarro,,Rural,7473,5556,39,12,1720,105,2,39,9961,6306,82,80,0,3299,126,3,65,11193,4699,15,1,18,6322,39,4,95,74.3476515,0.5218788,0.1605781,23.0161916,1.4050582,0.026763,0.5218788,63.3068969,0.8232105,0.8031322,0,33.1191647,1.2649332,0.0301175,0.6525449,41.9815956,0.1340123,0.0089342,0.1608148,56.4817297,0.3484321,0.0357366,0.8487448
934,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Uyuni,5130,1847,28,7,3217,0,3,28,9597,2015,21,6,0,7405,48,0,102,13134,1059,6,2,2586,9250,10,25,196,36.0038986,0.545809,0.1364522,62.7095517,0,0.0584795,0.545809,20.9961446,0.2188184,0.0625195,0,77.159529,0.5001563,0,1.0628321,8.0630425,0.045683,0.0152277,19.6893559,70.4278971,0.0761383,0.1903457,1.49231
935,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Urbana,2810,59,12,2,2708,0,3,26,5768,13,0,0,0,5632,36,0,87,9037,43,1,1,2578,6216,6,22,170,2.0996441,0.4270463,0.0711744,96.3701068,0,0.1067616,0.9252669,0.2253814,0,0,0,97.6421637,0.6241331,0,1.5083218,0.4758216,0.0110656,0.0110656,28.5271661,68.7838885,0.0663937,0.2434436,1.8811553
936,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Rural,2320,1788,16,5,509,0,0,2,3829,2002,21,6,0,1773,12,0,15,4097,1016,5,1,8,3034,4,3,26,77.0689655,0.6896552,0.2155172,21.9396552,0,0,0.0862069,52.285192,0.5484461,0.1566989,0,46.3045182,0.3133978,0,0.3917472,24.7986331,0.1220405,0.0244081,0.1952648,74.054186,0.0976324,0.0732243,0.6346107
937,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Tomave,2349,2077,15,5,170,62,1,19,3077,2173,45,0,0,743,100,1,15,3317,1527,2,0,6,1736,28,0,18,88.4206045,0.6385696,0.2128565,7.2371222,2.639421,0.0425713,0.8088548,70.6207345,1.4624634,0,0,24.1468963,3.2499188,0.0324992,0.4874878,46.0355743,0.0602954,0,0.1808863,52.3364486,0.8441363,0,0.542659
938,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Rural,2349,2077,15,5,170,62,1,19,3077,2173,45,0,0,743,100,1,15,3317,1527,2,0,6,1736,28,0,18,88.4206045,0.6385696,0.2128565,7.2371222,2.639421,0.0425713,0.8088548,70.6207345,1.4624634,0,0,24.1468963,3.2499188,0.0324992,0.4874878,46.0355743,0.0602954,0,0.1808863,52.3364486,0.8441363,0,0.542659
