N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE PERSONAS(1) | 2001 | Total,NÚMERO DE PERSONAS(1) | 2001 | Tiene,NÚMERO DE PERSONAS(1) | 2001 | No tiene,NÚMERO DE PERSONAS(1) | 2012 | Total,NÚMERO DE PERSONAS(1) | 2012 | Tiene,NÚMERO DE PERSONAS(1) | 2012 | No tiene,NÚMERO DE PERSONAS(1) | 2024 | Total,NÚMERO DE PERSONAS(1) | 2024 | Tiene,NÚMERO DE PERSONAS(1) | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
853,Municipio/TIOC,Potosí,Chayanta,Pocoata,Pocoata,19954,1724,18230,26173,13860,12313,32550,24340,8210,8.6398717,91.3601283,52.9553357,47.0446643,74.7772657,25.2227343
854,Municipio/TIOC,Potosí,Chayanta,Pocoata,Urbana,,,,,,,2220,1519,701,,,,,68.4234234,31.5765766
855,Municipio/TIOC,Potosí,Chayanta,Pocoata,Rural,19954,1724,18230,26173,13860,12313,30330,22821,7509,8.6398717,91.3601283,52.9553357,47.0446643,75.2423343,24.7576657
856,Municipio/TIOC,Potosí,Chayanta,Ocurí,Ocurí,18207,1296,16911,16023,6728,9295,14460,9398,5062,7.1181414,92.8818586,41.9896399,58.0103601,64.9930844,35.0069156
857,Municipio/TIOC,Potosí,Chayanta,Ocurí,Urbana,,,,,,,,,,,,,,,
858,Municipio/TIOC,Potosí,Chayanta,Ocurí,Rural,18207,1296,16911,16023,6728,9295,14460,9398,5062,7.1181414,92.8818586,41.9896399,58.0103601,64.9930844,35.0069156
859,Municipio/TIOC,Potosí,Chayanta,San Pedro de Macha,San Pedro de Macha,17145,732,16413,19833,13362,6471,20985,15456,5529,4.2694663,95.7305337,67.3725609,32.6274391,73.652609,26.347391
860,Municipio/TIOC,Potosí,Chayanta,San Pedro de Macha,Urbana,,,,,,,,,,,,,,,
861,Municipio/TIOC,Potosí,Chayanta,San Pedro de Macha,Rural,17145,732,16413,19833,13362,6471,20985,15456,5529,4.2694663,95.7305337,67.3725609,32.6274391,73.652609,26.347391
862,Provincia,Potosí,Charcas,,Charcas,37922,1493,36429,40530,10207,30323,38968,18752,20216,3.9370286,96.0629714,25.1838145,74.8161855,48.1215356,51.8784644
863,Provincia,Potosí,Charcas,,Urbana,,,,,,,,,,,,,,,
864,Provincia,Potosí,Charcas,,Rural,37922,1493,36429,40530,10207,30323,38968,18752,20216,3.9370286,96.0629714,25.1838145,74.8161855,48.1215356,51.8784644
865,Municipio/TIOC,Potosí,Charcas,San Pedro,San Pedro,27438,1117,26321,29813,6427,23386,28347,13026,15321,4.0709964,95.9290036,21.5577097,78.4422903,45.9519526,54.0480474
866,Municipio/TIOC,Potosí,Charcas,San Pedro,Urbana,,,,,,,,,,,,,,,
867,Municipio/TIOC,Potosí,Charcas,San Pedro,Rural,27438,1117,26321,29813,6427,23386,28347,13026,15321,4.0709964,95.9290036,21.5577097,78.4422903,45.9519526,54.0480474
868,Municipio/TIOC,Potosí,Charcas,Toro Toro,Toro Toro,10484,376,10108,10717,3780,6937,10621,5726,4895,3.5864174,96.4135826,35.2710647,64.7289353,53.912061,46.087939
869,Municipio/TIOC,Potosí,Charcas,Toro Toro,Urbana,,,,,,,,,,,,,,,
870,Municipio/TIOC,Potosí,Charcas,Toro Toro,Rural,10484,376,10108,10717,3780,6937,10621,5726,4895,3.5864174,96.4135826,35.2710647,64.7289353,53.912061,46.087939
871,Provincia,Potosí,Nor Chichas,,Nor Chichas,34968,5016,29952,41926,32352,9574,39197,32260,6937,14.3445436,85.6554564,77.164528,22.835472,82.302217,17.697783
872,Provincia,Potosí,Nor Chichas,,Urbana,,,,6262,5761,501,3173,2995,178,,,91.9993612,8.0006388,94.390167,5.609833
873,Provincia,Potosí,Nor Chichas,,Rural,34968,5016,29952,35664,26591,9073,36024,29265,6759,14.3445436,85.6554564,74.5597802,25.4402198,81.2375083,18.7624917
874,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Cotagaita,23767,3473,20294,31446,23656,7790,29114,23693,5421,14.6126983,85.3873017,75.2273739,24.7726261,81.3800921,18.6199079
875,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Urbana,,,,6262,5761,501,3173,2995,178,,,91.9993612,8.0006388,94.390167,5.609833
876,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Rural,23767,3473,20294,25184,17895,7289,25941,20698,5243,14.6126983,85.3873017,71.0570203,28.9429797,79.7887514,20.2112486
877,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Vitichi,11201,1543,9658,10480,8696,1784,10083,8567,1516,13.7755558,86.2244442,82.9770992,17.0229008,84.9647922,15.0352078
878,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Urbana,,,,,,,,,,,,,,,
879,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Rural,11201,1543,9658,10480,8696,1784,10083,8567,1516,13.7755558,86.2244442,82.9770992,17.0229008,84.9647922,15.0352078
880,Provincia,Potosí,Alonso de Ibáñez,,Alonso de Ibáñez,27522,1656,25866,28012,16070,11942,25611,20303,5308,6.0170046,93.9829954,57.3682707,42.6317293,79.2745305,20.7254695
881,Provincia,Potosí,Alonso de Ibáñez,,Urbana,,,,2260,1930,330,2285,2114,171,,,85.3982301,14.6017699,92.5164114,7.4835886
882,Provincia,Potosí,Alonso de Ibáñez,,Rural,27522,1656,25866,25752,14140,11612,23326,18189,5137,6.0170046,93.9829954,54.9083566,45.0916434,77.9773643,22.0226357
883,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Sacaca,18529,1400,17129,19367,11657,7710,17172,13881,3291,7.5557235,92.4442765,60.1900139,39.8099861,80.8350804,19.1649196
884,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Urbana,,,,2260,1930,330,2285,2114,171,,,85.3982301,14.6017699,92.5164114,7.4835886
885,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Rural,18529,1400,17129,17107,9727,7380,14887,11767,3120,7.5557235,92.4442765,56.859765,43.140235,79.0421173,20.9578827
886,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Caripuyo,8993,256,8737,8645,4413,4232,8439,6422,2017,2.8466585,97.1533415,51.0468479,48.9531521,76.0990639,23.9009361
887,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Urbana,,,,,,,,,,,,,,,
888,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Rural,8993,256,8737,8645,4413,4232,8439,6422,2017,2.8466585,97.1533415,51.0468479,48.9531521,76.0990639,23.9009361
889,Provincia,Potosí,Sur Chichas,,Sur Chichas,46787,28879,17908,54649,49324,5325,53927,50820,3107,61.7244106,38.2755894,90.2559974,9.7440026,94.2385076,5.7614924
890,Provincia,Potosí,Sur Chichas,,Urbana,25326,23960,1366,30952,30637,315,27703,27487,216,94.6063334,5.3936666,98.9822952,1.0177048,99.2203011,0.7796989
891,Provincia,Potosí,Sur Chichas,,Rural,21461,4919,16542,23697,18687,5010,26224,23333,2891,22.9206468,77.0793532,78.8580833,21.1419167,88.9757474,11.0242526
892,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Tupiza,37352,20805,16547,43719,38875,4844,44448,41679,2769,55.6998287,44.3001713,88.9201491,11.0798509,93.7702484,6.2297516
893,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Urbana,20824,19682,1142,26557,26291,266,27703,27487,216,94.5159431,5.4840569,98.9983808,1.0016192,99.2203011,0.7796989
894,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Rural,16528,1123,15405,17162,12584,4578,16745,14192,2553,6.7945305,93.2054695,73.3247873,26.6752127,84.7536578,15.2463422
895,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Atocha,9435,8074,1361,10930,10449,481,9479,9141,338,85.5749868,14.4250132,95.5992681,4.4007319,96.434223,3.565777
896,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Urbana,4502,4278,224,4395,4346,49,,,,95.0244336,4.9755664,98.8850967,1.1149033,,
897,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Rural,4933,3796,1137,6535,6103,432,9479,9141,338,76.9511453,23.0488547,93.3894415,6.6105585,96.434223,3.565777
898,Provincia,Potosí,Nor Lípez,,Nor Lípez,9998,387,9611,12113,9266,2847,12477,11399,1078,3.8707742,96.1292258,76.4963263,23.5036737,91.3601026,8.6398974
899,Provincia,Potosí,Nor Lípez,,Urbana,,,,,,,2134,2114,20,,,,,99.0627929,0.9372071
900,Provincia,Potosí,Nor Lípez,,Rural,9998,387,9611,12113,9266,2847,10343,9285,1058,3.8707742,96.1292258,76.4963263,23.5036737,89.7708595,10.2291405
901,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""","Colcha ""K""",9227,371,8856,11118,8584,2534,10964,10081,883,4.0208085,95.9791915,77.208131,22.791869,91.9463699,8.0536301
902,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""",Urbana,,,,,,,2134,2114,20,,,,,99.0627929,0.9372071
903,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""",Rural,9227,371,8856,11118,8584,2534,8830,7967,863,4.0208085,95.9791915,77.208131,22.791869,90.2265006,9.7734994
904,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,San Pedro de Quemes,771,16,755,995,682,313,1513,1318,195,2.075227,97.924773,68.5427136,31.4572864,87.1116986,12.8883014
905,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,Urbana,,,,,,,,,,,,,,,
906,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,Rural,771,16,755,995,682,313,1513,1318,195,2.075227,97.924773,68.5427136,31.4572864,87.1116986,12.8883014
907,Provincia,Potosí,Sur Lípez,,Sur Lípez,4827,50,4777,6375,4552,1823,5733,3292,2441,1.0358401,98.9641599,71.4039216,28.5960784,57.4219431,42.5780569
908,Provincia,Potosí,Sur Lípez,,Urbana,,,,,,,,,,,,,,,
909,Provincia,Potosí,Sur Lípez,,Rural,4827,50,4777,6375,4552,1823,5733,3292,2441,1.0358401,98.9641599,71.4039216,28.5960784,57.4219431,42.5780569
910,Municipio/TIOC,Potosí,Sur Lípez,San Pablo,San Pablo,2465,17,2448,2958,2420,538,2892,2078,814,0.6896552,99.3103448,81.8120352,18.1879648,71.8533887,28.1466113
911,Municipio/TIOC,Potosí,Sur Lípez,San Pablo,Urbana,,,,,,,,,,,,,,,
912,Municipio/TIOC,Potosí,Sur Lípez,San Pablo,Rural,2465,17,2448,2958,2420,538,2892,2078,814,0.6896552,99.3103448,81.8120352,18.1879648,71.8533887,28.1466113
913,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Mojinete,709,10,699,1178,458,720,965,352,613,1.4104372,98.5895628,38.8794567,61.1205433,36.4766839,63.5233161
914,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Urbana,,,,,,,,,,,,,,,
915,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Rural,709,10,699,1178,458,720,965,352,613,1.4104372,98.5895628,38.8794567,61.1205433,36.4766839,63.5233161
916,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,San Antonio de Esmoruco,1653,23,1630,2239,1674,565,1876,862,1014,1.3914096,98.6085904,74.7655203,25.2344797,45.9488273,54.0511727
917,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,Urbana,,,,,,,,,,,,,,,
918,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,Rural,1653,23,1630,2239,1674,565,1876,862,1014,1.3914096,98.6085904,74.7655203,25.2344797,45.9488273,54.0511727
919,Provincia,Potosí,José María Linares,,José María Linares,50965,15639,35326,49214,33885,15329,43260,35498,7762,30.6857647,69.3142353,68.8523591,31.1476409,82.0573278,17.9426722
920,Provincia,Potosí,José María Linares,,Urbana,,,,2608,2124,484,3502,3094,408,,,81.4417178,18.5582822,88.3495146,11.6504854
921,Provincia,Potosí,José María Linares,,Rural,50965,15639,35326,46606,31761,14845,39758,32404,7354,30.6857647,69.3142353,68.147878,31.852122,81.5030937,18.4969063
922,Municipio/TIOC,Potosí,José María Linares,Puna,Puna,23489,9432,14057,21770,16638,5132,16250,14079,2171,40.1549662,59.8450338,76.4262747,23.5737253,86.64,13.36
923,Municipio/TIOC,Potosí,José María Linares,Puna,Urbana,,,,,,,,,,,,,,,
924,Municipio/TIOC,Potosí,José María Linares,Puna,Rural,23489,9432,14057,21770,16638,5132,16250,14079,2171,40.1549662,59.8450338,76.4262747,23.5737253,86.64,13.36
925,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""","Caiza ""D""",10652,4314,6338,11762,8735,3027,12686,10708,1978,40.4994367,59.5005633,74.2645809,25.7354191,84.4080088,15.5919912
926,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""",Urbana,,,,2608,2124,484,3502,3094,408,,,81.4417178,18.5582822,88.3495146,11.6504854
927,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""",Rural,10652,4314,6338,9154,6611,2543,9184,7614,1570,40.4994367,59.5005633,72.2197946,27.7802054,82.9050523,17.0949477
928,Municipio/TIOC,Potosí,José María Linares,Ckochas,Ckochas,16824,1893,14931,15682,8512,7170,14324,10711,3613,11.2517832,88.7482168,54.278791,45.721209,74.7765987,25.2234013
929,Municipio/TIOC,Potosí,José María Linares,Ckochas,Urbana,,,,,,,,,,,,,,,
930,Municipio/TIOC,Potosí,José María Linares,Ckochas,Rural,16824,1893,14931,15682,8512,7170,14324,10711,3613,11.2517832,88.7482168,54.278791,45.721209,74.7765987,25.2234013
931,Provincia,Potosí,Antonio Quijarro,,Antonio Quijarro,36675,18052,18623,53943,42408,11535,61897,56629,5268,49.2215406,50.7784594,78.6163172,21.3836828,91.4890867,8.5109133
932,Provincia,Potosí,Antonio Quijarro,,Urbana,10019,9783,236,25266,24574,692,35216,34413,803,97.6444755,2.3555245,97.2611415,2.7388585,97.7197865,2.2802135
933,Provincia,Potosí,Antonio Quijarro,,Rural,26656,8269,18387,28677,17834,10843,26681,22216,4465,31.0211585,68.9788415,62.1892109,37.8107891,83.2652449,16.7347551
934,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Uyuni,18142,11479,6663,28653,23645,5008,33838,31770,2068,63.273068,36.726932,82.5219,17.4781,93.8885277,6.1114723
935,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Urbana,10019,9783,236,17294,16743,551,23666,22916,750,97.6444755,2.3555245,96.8139239,3.1860761,96.8308966,3.1691034
936,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Rural,8123,1696,6427,11359,6902,4457,10172,8854,1318,20.8789856,79.1210144,60.7623911,39.2376089,87.0428628,12.9571372
937,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Tomave,7882,655,7227,8728,5653,3075,7789,6264,1525,8.3100736,91.6899264,64.768561,35.231439,80.4211067,19.5788933
938,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Urbana,,,,,,,,,,,,,,,
939,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Rural,7882,655,7227,8728,5653,3075,7789,6264,1525,8.3100736,91.6899264,64.768561,35.231439,80.4211067,19.5788933
940,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Porco,5935,3562,2373,10687,8860,1827,14463,13846,617,60.0168492,39.9831508,82.9044634,17.0955366,95.7339418,4.2660582
941,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Urbana,,,,7972,7831,141,11550,11497,53,,,98.2313096,1.7686904,99.5411255,0.4588745
942,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Rural,5935,3562,2373,2715,1029,1686,2913,2349,564,60.0168492,39.9831508,37.9005525,62.0994475,80.638517,19.361483
943,Municipio/TIOC,Potosí,Antonio Quijarro,TIOC-Jatun Ayllu Yura,TIOC-Jatun Ayllu Yura,4716,2356,2360,5875,4250,1625,5807,4749,1058,49.9575912,50.0424088,72.3404255,27.6595745,81.7806096,18.2193904
944,Municipio/TIOC,Potosí,Antonio Quijarro,TIOC-Jatun Ayllu Yura,Urbana,,,,,,,,,,,,,,,
945,Municipio/TIOC,Potosí,Antonio Quijarro,TIOC-Jatun Ayllu Yura,Rural,4716,2356,2360,5875,4250,1625,5807,4749,1058,49.9575912,50.0424088,72.3404255,27.6595745,81.7806096,18.2193904
946,Provincia,Potosí,General Bernardino Bilbao,,General Bernardino Bilbao,10561,200,10361,10213,5870,4343,8087,6249,1838,1.8937601,98.1062399,57.4757662,42.5242338,77.2721652,22.7278348
947,Provincia,Potosí,General Bernardino Bilbao,,Urbana,,,,,,,,,,,,,,,
948,Provincia,Potosí,General Bernardino Bilbao,,Rural,10561,200,10361,10213,5870,4343,8087,6249,1838,1.8937601,98.1062399,57.4757662,42.5242338,77.2721652,22.7278348
949,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Arampampa,4851,48,4803,4114,1936,2178,3663,2815,848,0.9894867,99.0105133,47.0588235,52.9411765,76.8495768,23.1504232
950,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Urbana,,,,,,,,,,,,,,,
951,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Rural,4851,48,4803,4114,1936,2178,3663,2815,848,0.9894867,99.0105133,47.0588235,52.9411765,76.8495768,23.1504232
952,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Acasio,5710,152,5558,6099,3934,2165,4424,3434,990,2.6619965,97.3380035,64.5023774,35.4976226,77.6220615,22.3779385
953,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Urbana,,,,,,,,,,,,,,,
954,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Rural,5710,152,5558,6099,3934,2165,4424,3434,990,2.6619965,97.3380035,64.5023774,35.4976226,77.6220615,22.3779385
955,Provincia,Potosí,Daniel Campos,,Daniel Campos,4950,108,4842,5657,3605,2052,5590,5012,578,2.1818182,97.8181818,63.7263567,36.2736433,89.6601073,10.3398927
956,Provincia,Potosí,Daniel Campos,,Urbana,,,,,,,,,,,,,,,
957,Provincia,Potosí,Daniel Campos,,Rural,4950,108,4842,5657,3605,2052,5590,5012,578,2.1818182,97.8181818,63.7263567,36.2736433,89.6601073,10.3398927
958,Municipio/TIOC,Potosí,Daniel Campos,Llica,Llica,2842,66,2776,3985,2315,1670,4049,3788,261,2.3223082,97.6776918,58.0928482,41.9071518,93.5539639,6.4460361
959,Municipio/TIOC,Potosí,Daniel Campos,Llica,Urbana,,,,,,,,,,,,,,,
960,Municipio/TIOC,Potosí,Daniel Campos,Llica,Rural,2842,66,2776,3985,2315,1670,4049,3788,261,2.3223082,97.6776918,58.0928482,41.9071518,93.5539639,6.4460361
961,Municipio/TIOC,Potosí,Daniel Campos,Tahua,Tahua,2108,42,2066,1672,1290,382,1541,1224,317,1.9924099,98.0075901,77.15311,22.84689,79.4289422,20.5710578
962,Municipio/TIOC,Potosí,Daniel Campos,Tahua,Urbana,,,,,,,,,,,,,,,
963,Municipio/TIOC,Potosí,Daniel Campos,Tahua,Rural,2108,42,2066,1672,1290,382,1541,1224,317,1.9924099,98.0075901,77.15311,22.84689,79.4289422,20.5710578
964,Provincia,Potosí,Modesto Omiste,,Modesto Omiste,35854,23057,12797,43586,38983,4603,48171,46124,2047,64.308027,35.691973,89.4392695,10.5607305,95.7505553,4.2494447
965,Provincia,Potosí,Modesto Omiste,,Urbana,27686,22613,5073,34164,32902,1262,40423,39696,727,81.6766597,18.3233403,96.3060532,3.6939468,98.2015189,1.7984811
966,Provincia,Potosí,Modesto Omiste,,Rural,8168,444,7724,9422,6081,3341,7748,6428,1320,5.4358472,94.5641528,64.5404373,35.4595627,82.9633454,17.0366546
967,Municipio/TIOC,Potosí,Modesto Omiste,Villazón,Villazón,35854,23057,12797,43586,38983,4603,48171,46124,2047,64.308027,35.691973,89.4392695,10.5607305,95.7505553,4.2494447
968,Municipio/TIOC,Potosí,Modesto Omiste,Villazón,Urbana,27686,22613,5073,34164,32902,1262,40423,39696,727,81.6766597,18.3233403,96.3060532,3.6939468,98.2015189,1.7984811
969,Municipio/TIOC,Potosí,Modesto Omiste,Villazón,Rural,8168,444,7724,9422,6081,3341,7748,6428,1320,5.4358472,94.5641528,64.5404373,35.4595627,82.9633454,17.0366546
970,Provincia,Potosí,Enrique Baldivieso,,Enrique Baldivieso,1601,6,1595,1648,1192,456,2049,1929,120,0.3747658,99.6252342,72.3300971,27.6699029,94.1434846,5.8565154
971,Provincia,Potosí,Enrique Baldivieso,,Urbana,,,,,,,,,,,,,,,
972,Provincia,Potosí,Enrique Baldivieso,,Rural,1601,6,1595,1648,1192,456,2049,1929,120,0.3747658,99.6252342,72.3300971,27.6699029,94.1434846,5.8565154
973,Municipio/TIOC,Potosí,Enrique Baldivieso,San Agustín,San Agustín,1601,6,1595,1648,1192,456,2049,1929,120,0.3747658,99.6252342,72.3300971,27.6699029,94.1434846,5.8565154
974,Municipio/TIOC,Potosí,Enrique Baldivieso,San Agustín,Urbana,,,,,,,,,,,,,,,
975,Municipio/TIOC,Potosí,Enrique Baldivieso,San Agustín,Rural,1601,6,1595,1648,1192,456,2049,1929,120,0.3747658,99.6252342,72.3300971,27.6699029,94.1434846,5.8565154
976,Departamento,Tarija,,,Tarija,377048,259314,117734,463310,422869,40441,523255,506543,16712,68.7747979,31.2252021,91.271287,8.728713,96.8061461,3.1938539
977,Departamento,Tarija,,,Urbana,241473,214576,26897,301486,292731,8755,362015,359378,2637,88.8612806,11.1387194,97.0960509,2.9039491,99.2715771,0.7284229
978,Departamento,Tarija,,,Rural,135575,44738,90837,161824,130138,31686,161240,147165,14075,32.9987092,67.0012908,80.4194681,19.5805319,91.2707765,8.7292235
979,Provincia,Tarija,Cercado,,Cercado,150449,130737,19712,199048,189759,9289,233764,230411,3353,86.8978857,13.1021143,95.3332864,4.6667136,98.5656474,1.4343526
980,Provincia,Tarija,Cercado,,Urbana,132844,122929,9915,173549,169236,4313,210666,209438,1228,92.5363584,7.4636416,97.5148229,2.4851771,99.4170868,0.5829132
981,Provincia,Tarija,Cercado,,Rural,17605,7808,9797,25499,20523,4976,23098,20973,2125,44.3510366,55.6489634,80.4855092,19.5144908,90.8000693,9.1999307
982,Municipio/TIOC,Tarija,Cercado,Tarija,Tarija,150449,130737,19712,199048,189759,9289,233764,230411,3353,86.8978857,13.1021143,95.3332864,4.6667136,98.5656474,1.4343526
983,Municipio/TIOC,Tarija,Cercado,Tarija,Urbana,132844,122929,9915,173549,169236,4313,210666,209438,1228,92.5363584,7.4636416,97.5148229,2.4851771,99.4170868,0.5829132
984,Municipio/TIOC,Tarija,Cercado,Tarija,Rural,17605,7808,9797,25499,20523,4976,23098,20973,2125,44.3510366,55.6489634,80.4855092,19.5144908,90.8000693,9.1999307
985,Provincia,Tarija,Arce,,Arce,47718,26239,21479,51153,47111,4042,53821,51606,2215,54.9876357,45.0123643,92.0982152,7.9017848,95.884506,4.115494
986,Provincia,Tarija,Arce,,Urbana,25531,22273,3258,28377,27829,548,32197,32006,191,87.2390427,12.7609573,98.0688586,1.9311414,99.406777,0.593223
987,Provincia,Tarija,Arce,,Rural,22187,3966,18221,22776,19282,3494,21624,19600,2024,17.8753324,82.1246676,84.6592905,15.3407095,90.6400296,9.3599704
988,Municipio/TIOC,Tarija,Arce,Padcaya,Padcaya,18221,3090,15131,18194,15733,2461,17599,15874,1725,16.9584545,83.0415455,86.4735627,13.5264373,90.1983067,9.8016933
989,Municipio/TIOC,Tarija,Arce,Padcaya,Urbana,,,,,,,,,,,,,,,
990,Municipio/TIOC,Tarija,Arce,Padcaya,Rural,18221,3090,15131,18194,15733,2461,17599,15874,1725,16.9584545,83.0415455,86.4735627,13.5264373,90.1983067,9.8016933
991,Municipio/TIOC,Tarija,Arce,Bermejo,Bermejo,29497,23149,6348,32959,31378,1581,36222,35732,490,78.4791674,21.5208326,95.2031312,4.7968688,98.647231,1.352769
992,Municipio/TIOC,Tarija,Arce,Bermejo,Urbana,25531,22273,3258,28377,27829,548,32197,32006,191,87.2390427,12.7609573,98.0688586,1.9311414,99.406777,0.593223
993,Municipio/TIOC,Tarija,Arce,Bermejo,Rural,3966,876,3090,4582,3549,1033,4025,3726,299,22.0877458,77.9122542,77.4552597,22.5447403,92.5714286,7.4285714
994,Provincia,Tarija,Gran Chaco,,Gran Chaco,111968,77630,34338,138970,128166,10804,154916,150094,4822,69.3323092,30.6676908,92.2256602,7.7743398,96.8873454,3.1126546
995,Provincia,Tarija,Gran Chaco,,Urbana,78158,65136,13022,92731,89040,3691,106620,105493,1127,83.3388777,16.6611223,96.0196698,3.9803302,98.9429751,1.0570249
996,Provincia,Tarija,Gran Chaco,,Rural,33810,12494,21316,46239,39126,7113,48296,44601,3695,36.953564,63.046436,84.6168819,15.3831181,92.3492629,7.6507371
997,Municipio/TIOC,Tarija,Gran Chaco,Yacuiba,Yacuiba,81028,60912,20116,87869,82737,5132,95051,93312,1739,75.1740139,24.8259861,94.1594874,5.8405126,98.1704559,1.8295441
998,Municipio/TIOC,Tarija,Gran Chaco,Yacuiba,Urbana,62862,52817,10045,61006,59819,1187,70173,69800,373,84.020553,15.979447,98.0542897,1.9457103,99.4684565,0.5315435
999,Municipio/TIOC,Tarija,Gran Chaco,Yacuiba,Rural,18166,8095,10071,26863,22918,3945,24878,23512,1366,44.5612683,55.4387317,85.3143729,14.6856271,94.5092049,5.4907951
1000,Municipio/TIOC,Tarija,Gran Chaco,Caraparí,Caraparí,8549,2358,6191,13311,11722,1589,15251,14462,789,27.5821734,72.4178266,88.0625047,11.9374953,94.8265687,5.1734313
1001,Municipio/TIOC,Tarija,Gran Chaco,Caraparí,Urbana,,,,2969,2917,52,3936,3926,10,,,98.2485685,1.7514315,99.745935,0.254065
1002,Municipio/TIOC,Tarija,Gran Chaco,Caraparí,Rural,8549,2358,6191,10342,8805,1537,11315,10536,779,27.5821734,72.4178266,85.1382711,14.8617289,93.1153336,6.8846664
1003,Municipio/TIOC,Tarija,Gran Chaco,Villa Montes,Villa Montes,22391,14360,8031,37790,33707,4083,44614,42320,2294,64.1329105,35.8670895,89.1955544,10.8044456,94.8581163,5.1418837
1004,Municipio/TIOC,Tarija,Gran Chaco,Villa Montes,Urbana,15296,12319,2977,28756,26304,2452,32511,31767,744,80.5373954,19.4626046,91.4730839,8.5269161,97.7115438,2.2884562
