N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE PERSONAS(1) | 2001 | Total,NÚMERO DE PERSONAS(1) | 2001 | Tiene,NÚMERO DE PERSONAS(1) | 2001 | No tiene,NÚMERO DE PERSONAS(1) | 2012 | Total,NÚMERO DE PERSONAS(1) | 2012 | Tiene,NÚMERO DE PERSONAS(1) | 2012 | No tiene,NÚMERO DE PERSONAS(1) | 2024 | Total,NÚMERO DE PERSONAS(1) | 2024 | Tiene,NÚMERO DE PERSONAS(1) | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
1112,Provincia,Santa Cruz,Cordillera,,Urbana,32925,27194,5731,41201,38928,2273,45585,44690,895,82.5937737,17.4062263,94.4831436,5.5168564,98.0366349,1.9633651
1113,Provincia,Santa Cruz,Cordillera,,Rural,65502,7859,57643,74436,41655,32781,85784,74337,11447,11.9981069,88.0018931,55.9608254,44.0391746,86.6560198,13.3439802
1114,Municipio/TIOC,Santa Cruz,Cordillera,Lagunillas,Lagunillas,5205,968,4237,5074,2914,2160,5756,5454,302,18.5975024,81.4024976,57.4300355,42.5699645,94.7533009,5.2466991
1115,Municipio/TIOC,Santa Cruz,Cordillera,Lagunillas,Urbana,,,,,,,,,,,,,,,
1116,Municipio/TIOC,Santa Cruz,Cordillera,Lagunillas,Rural,5205,968,4237,5074,2914,2160,5756,5454,302,18.5975024,81.4024976,57.4300355,42.5699645,94.7533009,5.2466991
1117,Municipio/TIOC,Santa Cruz,Cordillera,Charagua (Autonomía Guaraní Charagua Iyambae),Charagua (Autonomía Guaraní Charagua Iyambae),23719,5346,18373,31024,16465,14559,37894,32221,5673,22.5388929,77.4611071,53.0718154,46.9281846,85.0292922,14.9707078
1118,Municipio/TIOC,Santa Cruz,Cordillera,Charagua (Autonomía Guaraní Charagua Iyambae),Urbana,2380,2012,368,3177,2833,344,5334,5211,123,84.5378151,15.4621849,89.172175,10.827825,97.6940382,2.3059618
1119,Municipio/TIOC,Santa Cruz,Cordillera,Charagua (Autonomía Guaraní Charagua Iyambae),Rural,21339,3334,18005,27847,13632,14215,32560,27010,5550,15.6239749,84.3760251,48.9532086,51.0467914,82.9545455,17.0454545
1120,Municipio/TIOC,Santa Cruz,Cordillera,Cabezas,Cabezas,21690,1388,20302,25036,20425,4611,31657,28156,3501,6.3992623,93.6007377,81.5825212,18.4174788,88.9408346,11.0591654
1121,Municipio/TIOC,Santa Cruz,Cordillera,Cabezas,Urbana,2198,781,1417,4441,4189,252,8612,8290,322,35.5323021,64.4676979,94.3256023,5.6743977,96.2610311,3.7389689
1122,Municipio/TIOC,Santa Cruz,Cordillera,Cabezas,Rural,19492,607,18885,20595,16236,4359,23045,19866,3179,3.1140981,96.8859019,78.8346686,21.1653314,86.2052506,13.7947494
1123,Municipio/TIOC,Santa Cruz,Cordillera,Cuevo,Cuevo,3116,1047,2069,4780,2973,1807,5019,4767,252,33.6007702,66.3992298,62.1966527,37.8033473,94.9790795,5.0209205
1124,Municipio/TIOC,Santa Cruz,Cordillera,Cuevo,Urbana,,,,2304,2138,166,2639,2577,62,,,92.7951389,7.2048611,97.6506252,2.3493748
1125,Municipio/TIOC,Santa Cruz,Cordillera,Cuevo,Rural,3116,1047,2069,2476,835,1641,2380,2190,190,33.6007702,66.3992298,33.723748,66.276252,92.0168067,7.9831933
1126,Municipio/TIOC,Santa Cruz,Cordillera,Gutiérrez (Autonomía Indígena Kereimba Iyaambae),Gutiérrez (Autonomía Indígena Kereimba Iyaambae),11219,967,10252,11886,4177,7709,14251,12850,1401,8.6193065,91.3806935,35.1421841,64.8578159,90.1691109,9.8308891
1127,Municipio/TIOC,Santa Cruz,Cordillera,Gutiérrez (Autonomía Indígena Kereimba Iyaambae),Urbana,,,,,,,,,,,,,,,
1128,Municipio/TIOC,Santa Cruz,Cordillera,Gutiérrez (Autonomía Indígena Kereimba Iyaambae),Rural,11219,967,10252,11886,4177,7709,14251,12850,1401,8.6193065,91.3806935,35.1421841,64.8578159,90.1691109,9.8308891
1129,Municipio/TIOC,Santa Cruz,Cordillera,Camiri,Camiri,29848,23803,6045,32942,30677,2265,31518,30879,639,79.7473868,20.2526132,93.124279,6.875721,97.9725871,2.0274129
1130,Municipio/TIOC,Santa Cruz,Cordillera,Camiri,Urbana,25828,22928,2900,28031,27233,798,25436,25199,237,88.7718755,11.2281245,97.1531519,2.8468481,99.0682497,0.9317503
1131,Municipio/TIOC,Santa Cruz,Cordillera,Camiri,Rural,4020,875,3145,4911,3444,1467,6082,5680,402,21.7661692,78.2338308,70.1282834,29.8717166,93.3903321,6.6096679
1132,Municipio/TIOC,Santa Cruz,Cordillera,Boyuibe,Boyuibe,3630,1534,2096,4895,2952,1943,5274,4700,574,42.2589532,57.7410468,60.3064351,39.6935649,89.1164202,10.8835798
1133,Municipio/TIOC,Santa Cruz,Cordillera,Boyuibe,Urbana,2519,1473,1046,3248,2535,713,3564,3413,151,58.4755855,41.5244145,78.0480296,21.9519704,95.7631874,4.2368126
1134,Municipio/TIOC,Santa Cruz,Cordillera,Boyuibe,Rural,1111,61,1050,1647,417,1230,1710,1287,423,5.4905491,94.5094509,25.3187614,74.6812386,75.2631579,24.7368421
1135,Provincia,Santa Cruz,Valle Grande,,Valle Grande,26850,8587,18263,25970,19277,6693,25729,24507,1222,31.981378,68.018622,74.2279553,25.7720447,95.2504955,4.7495045
1136,Provincia,Santa Cruz,Valle Grande,,Urbana,7445,6011,1434,9812,9461,351,10387,10327,60,80.7387508,19.2612492,96.4227477,3.5772523,99.4223549,0.5776451
1137,Provincia,Santa Cruz,Valle Grande,,Rural,19405,2576,16829,16158,9816,6342,15342,14180,1162,13.2749291,86.7250709,60.7500928,39.2499072,92.4260201,7.5739799
1138,Municipio/TIOC,Santa Cruz,Valle Grande,Vallegrande,Vallegrande,16421,7221,9200,16796,12938,3858,16842,16198,644,43.9741794,56.0258206,77.0302453,22.9697547,96.1762261,3.8237739
1139,Municipio/TIOC,Santa Cruz,Valle Grande,Vallegrande,Urbana,7445,6011,1434,9812,9461,351,10387,10327,60,80.7387508,19.2612492,96.4227477,3.5772523,99.4223549,0.5776451
1140,Municipio/TIOC,Santa Cruz,Valle Grande,Vallegrande,Rural,8976,1210,7766,6984,3477,3507,6455,5871,584,13.4803922,86.5196078,49.7852234,50.2147766,90.9527498,9.0472502
1141,Municipio/TIOC,Santa Cruz,Valle Grande,Trigal,Trigal,2121,740,1381,2077,1793,284,2356,2301,55,34.8892032,65.1107968,86.3264324,13.6735676,97.6655348,2.3344652
1142,Municipio/TIOC,Santa Cruz,Valle Grande,Trigal,Urbana,,,,,,,,,,,,,,,
1143,Municipio/TIOC,Santa Cruz,Valle Grande,Trigal,Rural,2121,740,1381,2077,1793,284,2356,2301,55,34.8892032,65.1107968,86.3264324,13.6735676,97.6655348,2.3344652
1144,Municipio/TIOC,Santa Cruz,Valle Grande,Moromoro,Moromoro,3344,501,2843,2752,1804,948,2757,2584,173,14.9820574,85.0179426,65.5523256,34.4476744,93.7250635,6.2749365
1145,Municipio/TIOC,Santa Cruz,Valle Grande,Moromoro,Urbana,,,,,,,,,,,,,,,
1146,Municipio/TIOC,Santa Cruz,Valle Grande,Moromoro,Rural,3344,501,2843,2752,1804,948,2757,2584,173,14.9820574,85.0179426,65.5523256,34.4476744,93.7250635,6.2749365
1147,Municipio/TIOC,Santa Cruz,Valle Grande,Postrervalle,Postrervalle,2429,77,2352,2297,1528,769,1765,1601,164,3.1700288,96.8299712,66.5215498,33.4784502,90.7082153,9.2917847
1148,Municipio/TIOC,Santa Cruz,Valle Grande,Postrervalle,Urbana,,,,,,,,,,,,,,,
1149,Municipio/TIOC,Santa Cruz,Valle Grande,Postrervalle,Rural,2429,77,2352,2297,1528,769,1765,1601,164,3.1700288,96.8299712,66.5215498,33.4784502,90.7082153,9.2917847
1150,Municipio/TIOC,Santa Cruz,Valle Grande,Pucará,Pucará,2535,48,2487,2048,1214,834,2009,1823,186,1.8934911,98.1065089,59.2773438,40.7226562,90.7416625,9.2583375
1151,Municipio/TIOC,Santa Cruz,Valle Grande,Pucará,Urbana,,,,,,,,,,,,,,,
1152,Municipio/TIOC,Santa Cruz,Valle Grande,Pucará,Rural,2535,48,2487,2048,1214,834,2009,1823,186,1.8934911,98.1065089,59.2773438,40.7226562,90.7416625,9.2583375
1153,Provincia,Santa Cruz,Florida,,Florida,26967,13104,13863,32291,27049,5242,36823,33830,2993,48.5927244,51.4072756,83.7663745,16.2336255,91.8719279,8.1280721
1154,Provincia,Santa Cruz,Florida,,Urbana,9225,7163,2062,14389,13714,675,16645,16551,94,77.6476965,22.3523035,95.3089165,4.6910835,99.4352658,0.5647342
1155,Provincia,Santa Cruz,Florida,,Rural,17742,5941,11801,17902,13335,4567,20178,17279,2899,33.4855146,66.5144854,74.4888839,25.5111161,85.6328675,14.3671325
1156,Municipio/TIOC,Santa Cruz,Florida,Samaipata,Samaipata,9506,4348,5158,10250,8223,2027,11494,10959,535,45.7395329,54.2604671,80.2243902,19.7756098,95.3453976,4.6546024
1157,Municipio/TIOC,Santa Cruz,Florida,Samaipata,Urbana,2834,2483,351,4230,4069,161,5072,5027,45,87.6146789,12.3853211,96.1938534,3.8061466,99.112776,0.887224
1158,Municipio/TIOC,Santa Cruz,Florida,Samaipata,Rural,6672,1865,4807,6020,4154,1866,6422,5932,490,27.9526379,72.0473621,69.0033223,30.9966777,92.3699782,7.6300218
1159,Municipio/TIOC,Santa Cruz,Florida,Pampagrande,Pampagrande,7790,3165,4625,9097,7589,1508,9606,8753,853,40.6290116,59.3709884,83.4231065,16.5768935,91.1201333,8.8798667
1160,Municipio/TIOC,Santa Cruz,Florida,Pampagrande,Urbana,2585,1549,1036,3536,3270,266,3895,3871,24,59.9226306,40.0773694,92.4773756,7.5226244,99.3838254,0.6161746
1161,Municipio/TIOC,Santa Cruz,Florida,Pampagrande,Rural,5205,1616,3589,5561,4319,1242,5711,4882,829,31.0470701,68.9529299,77.6658874,22.3341126,85.4841534,14.5158466
1162,Municipio/TIOC,Santa Cruz,Florida,Mairana,Mairana,7652,4890,2762,10026,8895,1131,12663,11309,1354,63.9048615,36.0951385,88.7193297,11.2806703,89.3074311,10.6925689
1163,Municipio/TIOC,Santa Cruz,Florida,Mairana,Urbana,3806,3131,675,6623,6375,248,7678,7653,25,82.264845,17.735155,96.2554734,3.7445266,99.6743944,0.3256056
1164,Municipio/TIOC,Santa Cruz,Florida,Mairana,Rural,3846,1759,2087,3403,2520,883,4985,3656,1329,45.7358294,54.2641706,74.0523068,25.9476932,73.3400201,26.6599799
1165,Municipio/TIOC,Santa Cruz,Florida,Quirusillas,Quirusillas,2019,701,1318,2918,2342,576,3060,2809,251,34.7201585,65.2798415,80.2604524,19.7395476,91.7973856,8.2026144
1166,Municipio/TIOC,Santa Cruz,Florida,Quirusillas,Urbana,,,,,,,,,,,,,,,
1167,Municipio/TIOC,Santa Cruz,Florida,Quirusillas,Rural,2019,701,1318,2918,2342,576,3060,2809,251,34.7201585,65.2798415,80.2604524,19.7395476,91.7973856,8.2026144
1168,Provincia,Santa Cruz,Obispo Santisteban,,Obispo Santisteban,135292,101518,33774,173568,161573,11995,188074,184690,3384,75.036218,24.963782,93.0891639,6.9108361,98.2007082,1.7992918
1169,Provincia,Santa Cruz,Obispo Santisteban,,Urbana,106544,90624,15920,144044,137834,6210,167073,165177,1896,85.0578165,14.9421835,95.6888173,4.3111827,98.8651667,1.1348333
1170,Provincia,Santa Cruz,Obispo Santisteban,,Rural,28748,10894,17854,29524,23739,5785,21001,19513,1488,37.8948101,62.1051899,80.4057716,19.5942284,92.9146231,7.0853769
1171,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Montero,Montero,78720,69834,8886,106954,102167,4787,122625,121771,854,88.7118902,11.2881098,95.5242441,4.4757559,99.3035678,0.6964322
1172,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Montero,Urbana,76762,68848,7914,104766,100463,4303,121845,121104,741,89.6902113,10.3097887,95.8927515,4.1072485,99.3918503,0.6081497
1173,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Montero,Rural,1958,986,972,2188,1704,484,780,667,113,50.3575077,49.6424923,77.8793419,22.1206581,85.5128205,14.4871795
1174,Municipio/TIOC,Santa Cruz,Obispo Santisteban,General Saavedra,General Saavedra,14062,6920,7142,13906,11903,2003,16476,15783,693,49.2106386,50.7893614,85.5961455,14.4038545,95.793882,4.206118
1175,Municipio/TIOC,Santa Cruz,Obispo Santisteban,General Saavedra,Urbana,3626,2832,794,5171,4935,236,7788,7668,120,78.1025924,21.8974076,95.4360859,4.5639141,98.459168,1.540832
1176,Municipio/TIOC,Santa Cruz,Obispo Santisteban,General Saavedra,Rural,10436,4088,6348,8735,6968,1767,8688,8115,573,39.1720966,60.8279034,79.7710361,20.2289639,93.4046961,6.5953039
1177,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Mineros,Mineros,17704,12221,5483,22893,20558,2335,22936,22400,536,69.0295978,30.9704022,89.8003757,10.1996243,97.6630624,2.3369376
1178,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Mineros,Urbana,13026,10597,2429,18121,17402,719,18602,18321,281,81.3526793,18.6473207,96.0322278,3.9677722,98.4894097,1.5105903
1179,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Mineros,Rural,4678,1624,3054,4772,3156,1616,4334,4079,255,34.7156905,65.2843095,66.1357921,33.8642079,94.1162898,5.8837102
1180,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Fernández Alonso,Fernández Alonso,10678,5457,5221,13800,12303,1497,12690,11956,734,51.1050759,48.8949241,89.1521739,10.8478261,94.215918,5.784082
1181,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Fernández Alonso,Urbana,7540,4635,2905,8836,8132,704,10605,10151,454,61.4721485,38.5278515,92.0325939,7.9674061,95.7190005,4.2809995
1182,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Fernández Alonso,Rural,3138,822,2316,4964,4171,793,2085,1805,280,26.1950287,73.8049713,84.0249799,15.9750201,86.5707434,13.4292566
1183,Municipio/TIOC,Santa Cruz,Obispo Santisteban,San Pedro,San Pedro,14128,7086,7042,16015,14642,1373,13347,12780,567,50.1557191,49.8442809,91.4267874,8.5732126,95.7518543,4.2481457
1184,Municipio/TIOC,Santa Cruz,Obispo Santisteban,San Pedro,Urbana,5590,3712,1878,7150,6902,248,8233,7933,300,66.4042934,33.5957066,96.5314685,3.4685315,96.3561278,3.6438722
1185,Municipio/TIOC,Santa Cruz,Obispo Santisteban,San Pedro,Rural,8538,3374,5164,8865,7740,1125,5114,4847,267,39.5174514,60.4825486,87.3096447,12.6903553,94.7790379,5.2209621
1186,Provincia,Santa Cruz,Ñuflo de Chávez,,Ñuflo de Chávez,90155,23962,66193,112949,84417,28532,125357,114482,10875,26.5786701,73.4213299,74.7390415,25.2609585,91.3247764,8.6752236
1187,Provincia,Santa Cruz,Ñuflo de Chávez,,Urbana,26416,15057,11359,50082,43981,6101,63738,62091,1647,56.9995457,43.0004543,87.8179785,12.1820215,97.4159842,2.5840158
1188,Provincia,Santa Cruz,Ñuflo de Chávez,,Rural,63739,8905,54834,62867,40436,22431,61619,52391,9228,13.9710381,86.0289619,64.3199135,35.6800865,85.0240997,14.9759003
1189,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Concepción,13671,4740,8931,18455,11631,6824,29521,24292,5229,34.6719333,65.3280667,63.0235708,36.9764292,82.2871854,17.7128146
1190,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Urbana,5342,3862,1480,9723,7626,2097,14752,14127,625,72.2950206,27.7049794,78.4325825,21.5674175,95.7632863,4.2367137
1191,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Rural,8329,878,7451,8732,4005,4727,14769,10165,4604,10.5414816,89.4585184,45.865781,54.134219,68.8265962,31.1734038
1192,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,San Javier,11058,3861,7197,13350,9563,3787,14280,13430,850,34.915898,65.084102,71.6329588,28.3670412,94.047619,5.952381
1193,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,Urbana,5477,3165,2312,7023,6350,673,7871,7692,179,57.7871097,42.2128903,90.4172006,9.5827994,97.725829,2.274171
1194,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,Rural,5581,696,4885,6327,3213,3114,6409,5738,671,12.4708834,87.5291166,50.7823613,49.2176387,89.5303479,10.4696521
1195,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,San Julián,36984,6172,30812,46370,33676,12694,42792,39802,2990,16.6882976,83.3117024,72.6245417,27.3754583,93.0127127,6.9872873
1196,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,Urbana,6483,2272,4211,19169,17326,1843,23318,22896,422,35.0455036,64.9544964,90.3855183,9.6144817,98.1902393,1.8097607
1197,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,Rural,30501,3900,26601,27201,16350,10851,19474,16906,2568,12.786466,87.213534,60.1080843,39.8919157,86.8131868,13.1868132
1198,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,San Antonio de Lomerio,6242,1144,5098,6464,5318,1146,6287,6015,272,18.3274591,81.6725409,82.2710396,17.7289604,95.6736122,4.3263878
1199,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,Urbana,,,,,,,,,,,,,,,
1200,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,Rural,6242,1144,5098,6464,5318,1146,6287,6015,272,18.3274591,81.6725409,82.2710396,17.7289604,95.6736122,4.3263878
1201,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,San Ramón,5489,2445,3044,6949,5617,1332,8395,7766,629,44.5436327,55.4563673,80.8317744,19.1682256,92.5074449,7.4925551
1202,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,Urbana,4656,2352,2304,6094,5168,926,7240,6983,257,50.5154639,49.4845361,84.804726,15.195274,96.4502762,3.5497238
1203,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,Rural,833,93,740,855,449,406,1155,783,372,11.1644658,88.8355342,52.5146199,47.4853801,67.7922078,32.2077922
1204,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Cuatro Cañadas,16711,5600,11111,21361,18612,2749,24082,23177,905,33.5108611,66.4891389,87.1307523,12.8692477,96.2420065,3.7579935
1205,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Urbana,4458,3406,1052,8073,7511,562,10557,10393,164,76.401974,23.598026,93.0385235,6.9614765,98.4465284,1.5534716
1206,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Rural,12253,2194,10059,13288,11101,2187,13525,12784,741,17.905819,82.094181,83.5415412,16.4584588,94.5212569,5.4787431
1207,Provincia,Santa Cruz,Ángel Sandoval,,Ángel Sandoval,12555,5659,6896,14080,10632,3448,14882,13801,1081,45.0736758,54.9263242,75.5113636,24.4886364,92.7361914,7.2638086
1208,Provincia,Santa Cruz,Ángel Sandoval,,Urbana,4968,3820,1148,6032,5735,297,7525,7328,197,76.8921095,23.1078905,95.0762599,4.9237401,97.3820598,2.6179402
1209,Provincia,Santa Cruz,Ángel Sandoval,,Rural,7587,1839,5748,8048,4897,3151,7357,6473,884,24.2388296,75.7611704,60.8474155,39.1525845,87.9842327,12.0157673
1210,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,San Matías,12555,5659,6896,14080,10632,3448,14882,13801,1081,45.0736758,54.9263242,75.5113636,24.4886364,92.7361914,7.2638086
1211,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,Urbana,4968,3820,1148,6032,5735,297,7525,7328,197,76.8921095,23.1078905,95.0762599,4.9237401,97.3820598,2.6179402
1212,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,Rural,7587,1839,5748,8048,4897,3151,7357,6473,884,24.2388296,75.7611704,60.8474155,39.1525845,87.9842327,12.0157673
1213,Provincia,Santa Cruz,Manuel María Caballero,,Manuel María Caballero,19293,8300,10993,22873,19000,3873,22977,21606,1371,43.0207847,56.9792153,83.067372,16.932628,94.0331636,5.9668364
1214,Provincia,Santa Cruz,Manuel María Caballero,,Urbana,6316,4482,1834,9211,8744,467,9846,9733,113,70.9626346,29.0373654,94.929975,5.070025,98.8523258,1.1476742
1215,Provincia,Santa Cruz,Manuel María Caballero,,Rural,12977,3818,9159,13662,10256,3406,13131,11873,1258,29.4212838,70.5787162,75.0695359,24.9304641,90.4196177,9.5803823
1216,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Comarapa,14199,5812,8387,15748,12892,2856,17019,15912,1107,40.93246,59.06754,81.8643637,18.1356363,93.495505,6.504495
1217,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Urbana,3952,3030,922,5233,4947,286,6190,6111,79,76.6700405,23.3299595,94.5346837,5.4653163,98.723748,1.276252
1218,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Rural,10247,2782,7465,10515,7945,2570,10829,9801,1028,27.1494096,72.8505904,75.5587256,24.4412744,90.506972,9.493028
1219,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Saipina,5094,2488,2606,7125,6108,1017,5958,5694,264,48.8417746,51.1582254,85.7263158,14.2736842,95.5689829,4.4310171
1220,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Urbana,2364,1452,912,3978,3797,181,3656,3622,34,61.4213198,38.5786802,95.4499749,4.5500251,99.0700219,0.9299781
1221,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Rural,2730,1036,1694,3147,2311,836,2302,2072,230,37.9487179,62.0512821,73.4350175,26.5649825,90.0086881,9.9913119
1222,Provincia,Santa Cruz,Germán Busch,,Germán Busch,31233,21928,9305,40274,35997,4277,41934,39559,2375,70.207793,29.792207,89.3802453,10.6197547,94.3363381,5.6636619
1223,Provincia,Santa Cruz,Germán Busch,,Urbana,25395,19926,5469,33463,31665,1798,31815,31321,494,78.4642646,21.5357354,94.6269014,5.3730986,98.4472733,1.5527267
1224,Provincia,Santa Cruz,Germán Busch,,Rural,5838,2002,3836,6811,4332,2479,10119,8238,1881,34.2925659,65.7074341,63.6029952,36.3970048,81.4112066,18.5887934
1225,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Puerto Suárez,14407,10434,3973,18513,16960,1553,16244,15452,792,72.4231276,27.5768724,91.6113002,8.3886998,95.1243536,4.8756464
1226,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Urbana,10950,8766,2184,15175,14383,792,11262,11063,199,80.0547945,19.9452055,94.7808896,5.2191104,98.2329959,1.7670041
1227,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Rural,3457,1668,1789,3338,2577,761,4982,4389,593,48.2499277,51.7500723,77.2019173,22.7980827,88.0971497,11.9028503
1228,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Puerto Quijarro,12123,9729,2394,15696,14781,915,17178,16908,270,80.2524128,19.7475872,94.1704893,5.8295107,98.4282221,1.5717779
1229,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Urbana,11819,9692,2127,15464,14641,823,16830,16631,199,82.0035536,17.9964464,94.6779617,5.3220383,98.8175876,1.1824124
1230,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Rural,304,37,267,232,140,92,348,277,71,12.1710526,87.8289474,60.3448276,39.6551724,79.5977011,20.4022989
1231,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,4703,1765,2938,6065,4256,1809,8512,7199,1313,37.5292367,62.4707633,70.1731245,29.8268755,84.574718,15.425282
1232,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Urbana,2626,1468,1158,2824,2641,183,3723,3627,96,55.9025133,44.0974867,93.51983,6.48017,97.4214343,2.5785657
1233,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Rural,2077,297,1780,3241,1615,1626,4789,3572,1217,14.2994704,85.7005296,49.8302993,50.1697007,74.5875966,25.4124034
1234,Provincia,Santa Cruz,Guarayos,,Guarayos,30930,6479,24451,46882,34057,12825,56971,46521,10450,20.9473004,79.0526996,72.6440851,27.3559149,81.6573344,18.3426656
1235,Provincia,Santa Cruz,Guarayos,,Urbana,15366,4461,10905,30070,25846,4224,31342,29069,2273,29.0316283,70.9683717,85.9527769,14.0472231,92.7477506,7.2522494
1236,Provincia,Santa Cruz,Guarayos,,Rural,15564,2018,13546,16812,8211,8601,25629,17452,8177,12.9658186,87.0341814,48.8401142,51.1598858,68.0947364,31.9052636
1237,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Ascención de Guarayos,16609,4833,11776,26179,22002,4177,33714,28328,5386,29.0986814,70.9013186,84.0444631,15.9555369,84.0244409,15.9755591
1238,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Urbana,12164,4308,7856,19607,17644,1963,23171,21459,1712,35.4159816,64.5840184,89.9882695,10.0117305,92.611454,7.388546
1239,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Rural,4445,525,3920,6572,4358,2214,10543,6869,3674,11.8110236,88.1889764,66.3116251,33.6883749,65.1522337,34.8477663
1240,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Urubichá,5908,337,5571,6802,5444,1358,6387,5609,778,5.70413,94.29587,80.0352837,19.9647163,87.8190074,12.1809926
1241,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Urbana,3202,153,3049,6184,5005,1179,5337,4968,369,4.7782636,95.2217364,80.9346701,19.0653299,93.0860034,6.9139966
1242,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Rural,2706,184,2522,618,439,179,1050,641,409,6.7997044,93.2002956,71.0355987,28.9644013,61.047619,38.952381
1243,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,El Puente,8413,1309,7104,13901,6611,7290,16870,12584,4286,15.5592535,84.4407465,47.5577297,52.4422703,74.5939538,25.4060462
1244,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,Urbana,,,,4279,3197,1082,2834,2642,192,,,74.7137182,25.2862818,93.2251235,6.7748765
1245,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,Rural,8413,1309,7104,9622,3414,6208,14036,9942,4094,15.5592535,84.4407465,35.4811889,64.5188111,70.8321459,29.1678541
1246,Departamento,Beni,,,Beni,351043,190474,160569,408402,341869,66533,474591,421423,53168,54.2594497,45.7405503,83.7089436,16.2910564,88.7970905,11.2029095
1247,Departamento,Beni,,,Urbana,241144,175878,65266,299525,285297,14228,346047,337187,8860,72.9348439,27.0651561,95.2498122,4.7501878,97.4396542,2.5603458
1248,Departamento,Beni,,,Rural,109899,14596,95303,108877,56572,52305,128544,84236,44308,13.2812855,86.7187145,51.9595507,48.0404493,65.5308688,34.4691312
1249,Provincia,Beni,Cercado,,Cercado,79341,63651,15690,108266,100435,7831,131547,127143,4404,80.2246001,19.7753999,92.766889,7.233111,96.6521471,3.3478529
