Cluster,Comunidad,Municipio_std,HH,distance_km,nearest_line_type,annual_extension_EUR_HH,annual_standalone_EUR_HH,dispersed,breakeven_distance_km,dispersed_glouton_noeud_seul,dispersed_breakeven_independant,km_arete_parent_glouton,attache_glouton,km_arete_parent_glouton_noeud_seul
C1,BIENVENIDO,Exaltación,34.008467663624,76.56691313909643,SIN,2378.02,1258.21,False,40.245,False,True,9.807710361227688,tap,29.140815569698734
C1,SANTA FE,Exaltación,18.43484171683822,81.44804871313407,Sist. Ais.,4649.8,1258.21,True,21.815,True,True,,,
C1,LAS ABRAS,Exaltación,85.60532142163527,102.83551200173416,Sist. Ais.,1276.98,1258.21,False,101.303,False,True,28.749858590105912,node,60.849236094578195
C1,PALMERA,Exaltación,23.612818022917068,105.98506383034974,SIN,4723.51,1258.21,False,27.943,True,True,24.147560878452968,tap,
C1,SAN JUAN DEL RIO JORDAN,Exaltación,20.590677801514857,108.63006591687127,SIN,5548.91,1258.21,False,24.366,False,True,13.405929840093528,tap,14.764042997289696
C1,LAS PETAS,Exaltación,48.393940570984654,120.12380051721308,Sist. Ais.,2620.01,1258.21,False,57.268,False,True,14.699925016072752,node,48.683969807027346
C1,ESTANCIAS DISPERSAS,Exaltación,136.59817440279664,128.11332687214735,SIN,1000.82,1258.21,False,161.647,False,False,57.41143493556772,node,57.41143493556772
C1,CARMEN TAHUA,Ixiamas,62.03355420329051,0.0004381443347964,SIN,17.48,1212.8,False,70.722,False,False,0.00043814433469453544,root,0.0004381443347964
C1,IXIAMAS,Ixiamas,254.893968897904,0.0404778045096563,SIN,17.64,1212.8,False,290.594,False,False,0.04047780451003824,root,0.0404778045096563
C1,SANTA ANA,Ixiamas,13.395744872661709,0.0406040349345042,SIN,20.65,1212.8,False,15.272,False,False,0.04060403493445688,root,0.0406040349345042
C1,TARENE,Ixiamas,9.520283975659227,0.0441934250365481,SIN,22.34,1212.8,False,10.854,False,False,0.044193425036619334,root,0.0441934250365481
C1,EL CARMEN DE PECHA,Ixiamas,29.969677710164525,0.0481916777161336,SIN,19.16,1212.8,False,34.167,False,False,0.04819167771613367,root,0.0481916777161336
C1,MACHAJ MARKA,Ixiamas,14.809330628803243,0.0525118787219095,SIN,21.19,1212.8,False,16.883,False,False,0.05251187872208394,root,0.0525118787219095
C1,FLOR DE MAYO,Ixiamas,8.109078205995042,0.0615083501681539,SIN,25.43,1212.8,False,9.245,False,False,0.06150835016780785,root,0.0615083501681539
C1,MACAHUA,Ixiamas,2.8200315528510256,0.0796388744760145,SIN,47.08,1212.8,False,3.215,False,False,0.07963887447601453,root,0.0796388744760145
C1,30 DE AGOSTO,Ixiamas,2.1156186612576064,0.1103038796185135,SIN,72.14,1212.8,False,2.412,False,False,0.11030387961850482,root,0.1103038796185135
C1,NUEVA EDEN,Ixiamas,1.0578093306288032,0.1119245748864452,SIN,128.41,1212.8,False,1.206,False,False,0.11192457488725607,root,0.1119245748864452
C1,SANTA ROSA DE MARAVILLA,Ixiamas,26.0823168807753,0.1184126375546518,SIN,22.23,1212.8,False,29.735,False,False,0.11841263755465187,root,0.1184126375546518
C1,SAN FELIPE,Ixiamas,23.966698219517692,0.1301892366289315,SIN,23.17,1212.8,False,27.323,False,False,0.1301892366293124,root,0.1301892366289315
C1,RUSO,Ixiamas,4.582253775073248,0.2014349003677267,SIN,63.57,1212.8,False,5.224,False,False,0.20143490036783313,root,0.2014349003677267
C1,ITURRALDE,Ixiamas,8.462474645030426,0.3241022690739487,SIN,57.63,1212.8,False,9.648,False,False,0.32410226907394873,root,0.3241022690739487
C1,PALMA  REAL,Ixiamas,6.346855983772819,0.970402419584973,SIN,177.78,1212.8,False,7.236,False,False,0.970402419584973,root,0.970402419584973
C1,ALAMOS,Ixiamas,4.231237322515213,1.38101036220025,SIN,359.68,1212.8,False,4.824,False,False,1.3750078081529056,tap,1.3778535843739683
C1,3 DE JUNIO,Ixiamas,5.289046653144016,1.4307217062899211,SIN,301.09,1212.8,False,6.03,False,False,0.08851004175330575,root,1.4307217062899211
C1,SANTA FE,Ixiamas,32.43631282398017,1.82896771982947,SIN,76.59,1212.8,False,36.979,False,False,1.82896771982947,root,1.82896771982947
C1,SAN PABLO,Ixiamas,1.0578093306288032,1.877658646441145,SIN,1878.56,1212.8,True,1.206,True,True,,,
C1,CORAZON DE LEON,Ixiamas,11.635902636916835,4.68522658108807,SIN,439.65,1212.8,False,13.266,False,False,0.45276343081240966,tap,0.6425028410703701
C1,BUENA VISTA,Ixiamas,23.97145819247239,5.18041963631259,SIN,244.06,1212.8,False,27.329,False,False,0.4558674988442561,node,3.4377885013115383
C1,PUERTO PEREZ,Ixiamas,44.76948839305837,6.147346071861433,Sist. Ais.,161.44,1212.8,False,51.04,False,False,6.147346071861433,root,6.147346071861433
C1,COROCORO,Ixiamas,25.738440387649312,7.467829026019695,SIN,321.68,1212.8,False,29.343,False,False,1.1731079244406577,node,6.32975245411366
C1,COMANDO,Ixiamas,15.867139959432048,7.968352252652989,SIN,544.01,1212.8,False,18.089,False,False,1.802072181695098,tap,2.150266576595662
C1,SAN PEDRO,Ixiamas,20.09837728194726,8.686355655204979,SIN,470.62,1212.8,False,22.913,False,False,8.686355655204979,root,8.686355655204979
C1,LAS MERCEDES,Ixiamas,43.009646157313504,10.416047097012902,Sist. Ais.,271.39,1212.8,False,49.033,False,False,5.510272175237024,node,5.510272175237024
C1,ALTO ZATARIAPU,Ixiamas,31.02272706783863,10.743158739502794,SIN,380.56,1212.8,False,35.368,False,False,3.8395750337869408,node,3.8395750337869408
C1,CARINDE,Ixiamas,16.92494929006085,12.05349735432156,SIN,764.17,1212.8,False,19.295,False,False,2.232711120269079,node,2.232711120269079
C1,SAN MARCOS,Ixiamas,92.70050484561641,12.656591167257314,SIN,160.63,1212.8,False,105.684,False,False,12.656591167257314,root,12.656591167257314
C1,5 DE JUNIO,Ixiamas,14.809330628803243,14.224354926757984,SIN,1024.53,1212.8,False,16.883,False,False,2.378151379560585,node,2.378151379560585
C1,SEGUNDO FLOR DE MAYO,Ixiamas,8.462474645030426,14.785646023967058,SIN,1849.37,1212.8,True,9.648,True,True,,,
C1,PUERTO RUSO,Ixiamas,26.44523326572008,15.496088138281966,SIN,631.85,1212.8,False,30.149,False,False,11.416964371291288,node,11.416964371291288
C1,TACASO,Ixiamas,5.993459544737435,17.27113794566464,SIN,3038.83,1212.8,False,6.833,False,True,1.3605754603502864,tap,2.8428031005325995
C1,MANANTIAL,Ixiamas,19.040567951318454,19.654082447993964,SIN,1099.73,1212.8,False,21.707,False,False,2.783540650350949,node,5.627020899689599
C1,NUEVA BELEN,Ixiamas,5.993459544737435,20.10085076249884,SIN,3533.85,1212.8,False,6.833,False,True,1.392310886124794,tap,2.2428976686869753
C1,NUEVO AMANECER,Ixiamas,7.404665314401623,20.46445265722924,SIN,2915.17,1212.8,False,8.442,False,True,5.438715459208244,node,5.438715459208244
C1,LOS ALMENDRILLO,Ixiamas,9.520283975659227,21.453721651767196,SIN,2380.19,1212.8,False,10.854,False,True,10.299280835015303,node,10.299280835015303
C1,PIEDRAS BLANCAS,Ixiamas,9.166887536623845,22.932159862699248,SIN,2640.37,1212.8,False,10.451,False,True,0.3970790356952748,tap,2.8322204891635376
C1,SANTA ROSA DE LIMA,Ixiamas,6.346855983772819,23.292563386046066,SIN,3865.31,1212.8,False,7.236,False,True,2.8795671342355846,node,2.8795671342355846
C1,UNDUMO,Ixiamas,11.28250619788145,34.798220478556544,SIN,3251.25,1212.8,True,12.863,True,True,,,
C1,EL ZAPATO,Ixiamas,11.631142663962137,39.00306340262702,Sist. Ais.,3533.36,1212.8,False,13.26,True,True,11.706860307732748,node,
C1,LAS PARRABAS,Ixiamas,14.451174216813161,39.02252057171465,Sist. Ais.,2848.67,1212.8,False,16.475,True,True,14.954431034783921,tap,
C1,TOROMONAS,Ixiamas,67.67837728194726,39.21224298491429,Sist. Ais.,624.95,1212.8,False,77.157,False,False,31.865491633918744,node,31.865491633918744
C1,LA MANSION,Ixiamas,5.640063105702051,42.02909734840664,Sist. Ais.,7830.59,1212.8,True,6.43,True,True,,,
C1,EL TIGRE ALTO MADIDI,Ixiamas,78.62176695965742,43.49456563614475,SIN,597.5,1212.8,False,89.633,False,False,23.576700208405867,node,27.53047459723338
C1,AGUAS DE LA VIDA,Ixiamas,5.289046653144016,60.53321706939278,SIN,12017.29,1212.8,True,6.03,True,True,,,
C1,EL TIGRE,Ixiamas,60.27847194050034,62.7795633113302,Sist. Ais.,1109.45,1212.8,False,68.721,False,False,25.307840439102606,tap,33.03411750456141
C1,EL CARMEN,Ixiamas,17.275965742618887,64.64110081017941,Sist. Ais.,3940.53,1212.8,False,19.696,False,True,0.8404445001506661,tap,1.7062646098278622
C1,LA PALCA,Ixiamas,28.55609195402299,64.74225260556479,Sist. Ais.,2394.57,1212.8,False,32.556,False,True,19.470713852077935,node,26.44649453356235
C1,SAN JUAN,Ixiamas,27.142506197881453,66.16714173589168,Sist. Ais.,2573.41,1212.8,False,30.944,False,True,1.4849215335884993,node,6.4178029183904535
C1,PUERTO ARAONA,Ixiamas,35.25396439035384,75.25323928751718,Sist. Ais.,2255.55,1212.8,False,40.192,False,True,26.634349941751235,node,26.634349941751235
C1,SANTA ROSA,Ixiamas,88.13491097588461,76.7164400110649,Sist. Ais.,930.11,1212.8,False,100.479,False,False,5.541440550213972,node,67.54695858099817
C1,CARMEN DEL EMERO,Ixiamas,44.42085192697769,78.03452334493518,SIN,1859.34,1212.8,False,50.642,False,True,26.516120576667337,node,26.516120576667337
C1,ANTOFAGASTA,Ixiamas,10.222316880775299,80.17847130936791,Sist. Ais.,8241.16,1212.8,False,11.654,False,True,7.784131099646065,tap,9.555116971970833
C1,CAMPO CENTRAL,Ixiamas,36.665170160018036,83.15342421541438,Sist. Ais.,2395.32,1212.8,False,41.8,False,True,16.072219780094255,node,19.470713852077935
C1,MONTECRISTO,Ixiamas,8.109078205995042,87.51078904397038,Sist. Ais.,11332.31,1212.8,False,9.245,True,True,7.1340549009752925,tap,
C1,PAQUIOSAL,Ixiamas,25.029267523101197,90.13738214773204,Sist. Ais.,3793.33,1212.8,False,28.535,False,True,2.6029217142552117,tap,16.072219780094255
C1,NUEVA JERUSALEN,Ixiamas,15.8647599729547,90.86820383966509,Sist. Ais.,6022.8,1212.8,False,18.087,False,True,2.2667266722639265,tap,3.4515578015287347
C1,CAMPO BRAVO,Ixiamas,6.697872436330854,91.00951482321057,Sist. Ais.,14263.97,1212.8,True,7.636,True,True,,,
C1,CAYUBABA,Ixiamas,15.8647599729547,93.64071320114252,Sist. Ais.,6206.03,1212.8,False,18.087,False,True,9.711360470539029,node,9.711360470539029
C1,BARRACON,Ixiamas,31.7247599729547,99.6440252533788,Sist. Ais.,3310.62,1212.8,False,36.168,False,True,6.819605849958106,tap,7.900977247315841
C1,NUEVA ESPERANZA,Ixiamas,4.935650214108632,100.12083003440245,SIN,21286.04,1212.8,True,5.627,True,True,,,
C1,SANTA ANITA,Ixiamas,15.16034708136128,100.2867774056765,SIN,6953.21,1212.8,False,17.284,False,True,5.211569203633642,node,5.211569203633642
C1,ESPERANZA DEL MADIDI,Ixiamas,3.877840883479829,101.77700708372956,Sist. Ais.,27535.53,1212.8,True,4.421,True,True,,,
C1,CAMPESINA LAS PALMAS,Ixiamas,24.324854631507776,104.24694238381464,Sist. Ais.,4510.83,1212.8,False,27.732,False,True,3.333025322863135,tap,7.778333966598178
C1,LA PAZ DEL BENI,Ixiamas,15.513743520396664,104.99494133074916,SIN,7113.41,1212.8,False,17.687,False,True,7.782832398343546,tap,8.21836223418308
C1,OJAKI,Ixiamas,36.66279017354068,105.18071274172144,Sist. Ais.,3025.41,1212.8,False,41.798,False,True,13.035804340196185,node,13.035804340196185
C1,EMBAJADORES DEL MADIDI,Ixiamas,77.55443768311923,105.96592030075035,Sist. Ais.,1450.05,1212.8,False,88.416,False,True,3.989789156562528,node,45.98776222845484
C1,SANTA MARIA,Ixiamas,10.929109758846067,108.1580486574359,Sist. Ais.,10393.53,1212.8,False,12.46,False,True,3.8335545501969737,node,3.8335545501969737
C1,GUAGUA UNO,Reyes,31.28457132255746,0.0025939245506652,SIN,17.56,1241.38,False,36.519,False,False,0.0025939245506877914,root,0.0025939245506652
C1,SAN JOSE,Reyes,7.235212986203524,0.0209795624641954,SIN,20.51,1241.38,False,8.446,False,False,0.02097956246421215,root,0.0209795624641954
C1,RATIJE,Reyes,65.22089005357019,0.0215920567164558,SIN,17.82,1241.38,False,76.134,False,False,0.02159205671671946,root,0.0215920567164558
C1,EL COZAR,Reyes,31.046450685280952,0.0419012942329257,SIN,18.89,1241.38,False,36.241,False,False,0.04190129423256075,root,0.0419012942329257
C1,SAN JUAN,Reyes,21.223348252591546,0.0648849743148317,SIN,20.68,1241.38,False,24.775,False,False,0.06488497431483171,root,0.0648849743148317
C1,VILLA COPACABANA,Reyes,32.79831172746458,0.0672089916727575,SIN,19.62,1241.38,False,38.286,False,False,0.06720899167261023,root,0.0672089916727575
C1,GUALAGUAGUA,Reyes,52.20639595556689,0.0942446080709362,SIN,19.37,1241.38,False,60.942,False,False,0.09424460807162753,root,0.0942446080709362
C1,SAN FELIPE,Reyes,18.08221052387468,0.1233692460686131,SIN,24.63,1241.38,False,21.108,False,False,0.12336924606861314,root,0.1233692460686131
C1,NUEVO AMANECER,Reyes,22.699983766610238,0.1365389987189208,SIN,23.78,1241.38,False,26.498,False,False,0.13653899871903588,root,0.1365389987189208
C1,REYES,Reyes,76.35905939101598,0.1812810309638463,SIN,19.96,1241.38,False,89.136,False,False,0.18128103096462925,root,0.1812810309638463
C1,BAYCHUJE,Reyes,7.933628626423321,0.2037961077841205,SIN,44.41,1241.38,False,9.261,False,False,0.20379610778412058,root,0.2037961077841205
C1,ESTANCIAS DISPERSAS,Reyes,50.7297604415482,0.4249599121681608,SIN,26.26,1241.38,False,59.218,False,False,0.42495991216816087,root,0.4249599121681608
C1,MONTE CARLOS,Reyes,16.55532107325897,0.9656530128316746,SIN,78.63,1241.38,False,19.325,False,False,0.9656530128316746,root,0.9656530128316746
C1,LOS TAJIBOS,Reyes,10.423807425616289,1.1309522865193329,SIN,131.23,1241.38,False,12.168,False,False,1.1309522865198625,root,1.1309522865193329
C1,LA UNION,Reyes,23.663273115187497,2.9150592420625165,SIN,146.64,1241.38,False,27.623,False,False,2.9150592420625165,root,2.9150592420625165
C1,NUEVA ESPERANZA,Reyes,15.454418960599243,5.133321514671898,SIN,365.73,1241.38,False,18.04,False,False,5.133321514671898,root,5.133321514671898
C1,REMANSO,Reyes,3.2284965562023142,8.684786232351064,SIN,2837.91,1241.38,False,3.769,False,True,0.9116600645244082,tap,2.3916183720134523
C1,RIO VIEJO,Reyes,22.562371002527765,10.847847987480083,SIN,521.57,1241.38,False,26.338,False,False,2.211043727315973,root,10.847847987480083
C1,PEÑA AMARILLA,Reyes,29.006215069223813,11.803879745190146,Sist. Ais.,444.14,1241.38,False,33.86,False,False,11.803879745190146,root,11.803879745190146
C1,LOS TUBOS,Reyes,15.59203172468171,16.271192023738493,Sist. Ais.,1111.62,1241.38,False,18.201,False,False,16.271192023738493,root,16.271192023738493
C1,SAL SI PUEDES,Reyes,4.705132070221006,21.51912269889449,SIN,4812.72,1241.38,True,5.492,True,True,,,
C1,CALIFORNIA,Reyes,38.755107720136365,25.655705446772725,Sist. Ais.,711.56,1241.38,False,45.24,False,False,25.655705446772725,root,25.655705446772725
C1,SAN MIGUEL DE SORAIDA,Reyes,4.705132070221006,27.77491582258962,SIN,6206.74,1241.38,True,5.492,True,True,,,
C1,CARNAVAL,Reyes,10.286194661533823,29.64469083329769,Sist. Ais.,3039.17,1241.38,False,12.007,False,True,3.993816074493372,node,3.993816074493372
C1,CARMEN ALTO,Reyes,64.68358804294891,39.06838414010726,Sist. Ais.,650.75,1241.38,False,75.507,False,False,38.45466199302593,node,38.45466199302593
C1,LA ESPERANZA,Reyes,4.104427077294126,44.99540825013622,Sist. Ais.,11511.54,1241.38,False,4.791,True,True,0.9490315391101841,tap,
C1,SANTA LOURDES,Reyes,11.950696876231998,45.54625875117102,Sist. Ais.,4013.4,1241.38,False,13.95,True,True,5.688450749202462,tap,
C1,LAS OLLITAS,Reyes,1.6142482781011571,53.59831174495377,Sist. Ais.,34830.27,1241.38,True,1.884,True,True,,,
C1,SAN PEDRO,Reyes,26.804410843904364,61.13883268660233,SIN,2408.97,1241.38,False,31.289,False,True,25.825931094893633,node,25.951418650585467
C1,SAN JOSE,Reyes,52.981363623800874,62.5963814743042,Sist. Ais.,1256.23,1241.38,False,61.846,False,True,21.28823240026909,node,36.76145999304215
C1,PUERTO SALINAS,Reyes,19.19626168224299,65.91102082517787,SIN,3617.45,1241.38,False,22.408,False,True,18.087934170419608,tap,18.884648853151184
C1,LAGO BUENA VISTA,Reyes,17.256533939379885,69.02785392269139,Sist. Ais.,4211.48,1241.38,False,20.144,False,True,6.45999344766779,node,6.45999344766779
C1,NATIVIDAD,Reyes,7.796015862340855,71.4536212463901,Sist. Ais.,9627.17,1241.38,True,9.1,True,True,,,
C1,LAS MERCEDES,Reyes,10.474061362213307,76.31524770574404,Sist. Ais.,7656.79,1241.38,False,12.227,False,True,8.701019680153056,node,8.701019680153056
C1,PUERTO CAVINA,Reyes,19.696458801975837,86.09236999427894,Sist. Ais.,4600.31,1241.38,False,22.992,False,True,6.800622608052226,node,6.800622608052226
C1,MISION CAVINAS,Reyes,27.3177570093458,92.5992063100274,Sist. Ais.,3571.5,1241.38,False,31.889,False,True,15.07039824734987,node,14.960208595462095
C1,SANTA CATALINA,Reyes,19.28362050972844,95.92508664614128,SIN,5233.04,1241.38,False,22.51,False,True,11.27554447144121,node,11.27554447144121
C1,LAS PEÑITAS,Reyes,16.55532107325897,97.99526511085028,SIN,6223.67,1241.38,False,19.325,False,True,2.6398859201737177,node,10.88995268097298
C1,BAQUETI,Reyes,14.39062173882795,103.43602066252632,SIN,7553.64,1241.38,False,16.799,False,True,9.276562302071353,tap,10.790596589648864
C1,SAN MIGUEL,Reyes,14.165650147260036,105.23281783591366,SIN,7806.31,1241.38,False,16.536,False,True,10.50484146236869,node,10.50484146236869
C1,NUEVA ALIANZA,Reyes,7.745761925743837,107.50004930470978,Sist. Ais.,14568.8,1241.38,False,9.042,False,True,4.202402220422767,node,4.202402220422767
C1,CAMPO BOLIVAR,Reyes,23.575914287702048,107.8426912427021,Sist. Ais.,4813.49,1241.38,False,27.521,False,True,4.226652334727265,node,4.226652334727265
C1,NUEVO REYES,Reyes,7.195310869413975,108.53775606893764,Sist. Ais.,15833.21,1241.38,False,8.399,False,True,7.614316306662171,node,7.614316306662171
C1,PEÑA GUARAYO,Reyes,16.46796224577352,110.1345880483854,Sist. Ais.,7029.48,1241.38,False,19.223,False,True,1.1258378176567325,tap,14.649110896026965
C1,CANDELARIA,Reyes,33.0735372556295,114.22629189642043,SIN,3638.6,1241.38,False,38.608,False,True,5.512020193751786,node,21.40202641111615
C1,EL TRIUNFO,Santa_Rosa_Beni,28.681212677997244,0.0093065830437991,SIN,17.81,1260.89,False,34.014,False,False,0.009306583043820935,root,0.0093065830437991
C1,EL ROSARIO,Santa_Rosa_Beni,14.635277905374368,0.0158405554524117,SIN,18.61,1260.89,False,17.356,False,False,0.015840555452411725,root,0.0158405554524117
C1,SANTA ROSA DE YACUMA,Santa_Rosa_Beni,49.38033991731741,0.03157501223138,SIN,18.15,1260.89,False,58.562,False,False,0.031575012231728095,root,0.03157501223138
C1,PICAFLORES,Santa_Rosa_Beni,38.21175930179145,0.0870619334182219,SIN,19.86,1260.89,False,45.317,False,False,0.08706193341822194,root,0.0870619334182219
C1,SAN BARTOLOME,Santa_Rosa_Beni,39.40055121727147,0.1292412750419755,SIN,20.91,1260.89,False,46.726,False,False,0.12924127504197555,root,0.1292412750419755
C1,VILLA FATIMA,Santa_Rosa_Beni,43.92604501607717,2.00921547412078,SIN,65.43,1260.89,False,52.093,False,False,2.0092154741204737,root,2.00921547412078
C1,SAN CRISTOBAL,Santa_Rosa_Beni,89.85989894350024,5.4416126300163485,SIN,80.97,1260.89,False,106.568,False,False,5.4416126300163485,root,5.4416126300163485
C1,EL MOJON,Santa_Rosa_Beni,21.188791915480017,6.038981999378066,SIN,316.3,1260.89,False,25.128,False,False,6.038981999378066,root,6.038981999378066
C1,AWAISAL,Santa_Rosa_Beni,37.022967386311436,6.83539232931307,SIN,211.05,1260.89,False,43.907,False,False,6.405497733131429,node,6.405497733131429
C1,LA INDIA,Santa_Rosa_Beni,5.594395957740009,24.07288134823556,SIN,4529.1,1260.89,True,6.635,True,True,,,
C1,VILLAZON,Santa_Rosa_Beni,4.165824529168581,25.29454351111948,SIN,6383.73,1260.89,True,4.94,True,True,,,
C1,PALMIRA,Santa_Rosa_Beni,16.903077629765733,37.7265293591546,SIN,2357.6,1260.89,False,20.046,False,True,4.669768614963434,node,4.669768614963434
C1,PUERTO YATA,Santa_Rosa_Beni,14.045934772622875,42.3067833122065,SIN,3175.51,1260.89,False,16.658,False,True,2.2275280921280665,tap,3.6799315774264905
C1,EL CANDADO,Santa_Rosa_Beni,35.94395957740009,42.31332195181801,SIN,1251.74,1260.89,False,42.627,False,False,15.509325760728313,node,20.93671921923278
C1,PUERTO TERESA,Santa_Rosa_Beni,34.51538814882866,43.55094797622824,SIN,1340.42,1260.89,False,40.933,False,True,2.9291662659050295,node,25.271645600125137
C1,TACUARAL,Santa_Rosa_Beni,45.214515388148826,55.78810506288406,SIN,1311.14,1260.89,False,53.621,False,True,8.978218149687432,node,8.978218149687432
C1,EL ENCERRADO,Santa_Rosa_Beni,58.33164905833716,63.50141017293479,SIN,1158.87,1260.89,False,69.177,False,False,7.195104420309059,node,18.60037336999959
C1,TRINIDAD,Santa_Rosa_Beni,18.56132292145154,66.47691229970191,Sist. Ais.,3772.56,1260.89,True,22.012,True,True,,,
C1,EL TORO,Santa_Rosa_Beni,8.451538814882866,70.24694491574769,SIN,8732.12,1260.89,False,10.023,False,True,0.029659687388576748,tap,7.195165551688971
C1,TABLERO,Santa_Rosa_Beni,38.4313275149288,70.96366972608472,Sist. Ais.,1953.49,1260.89,False,45.577,False,True,26.525808614546648,node,32.39164671874003
C1,EL CERRITO,Santa_Rosa_Beni,57.37253100597152,81.11979809212923,SIN,1499.93,1260.89,False,68.04,False,True,16.925315703024918,node,16.925315703024918
C1,PONTON SANTA TERESA DEL YATA,Santa_Rosa_Beni,1.3086816720257235,89.33744156514074,Sist. Ais.,71591.85,1260.89,True,1.552,True,True,,,
C1,PALMA FLOR,Santa_Rosa_Beni,70.68902158934313,96.49146513351825,SIN,1448.66,1260.89,False,83.832,False,True,8.64307421855209,node,22.352028016594186
C1,PORVENIR,Santa_Rosa_Beni,35.594395957740005,104.77183596551316,SIN,3103.65,1260.89,False,42.213,False,True,1.3346034658514254,tap,8.745507324246864
C1,CAVADOR,Santa_Rosa_Beni,41.5383555351401,107.22197711212743,Sist. Ais.,2723.88,1260.89,False,49.262,False,True,1.3940993867627653,tap,19.144237960563313
C1,MACEDONIA,Santa_Rosa_Beni,30.459347726228753,108.31678246005876,Sist. Ais.,3745.97,1260.89,False,36.123,False,True,5.194762062147594,tap,5.378574716642025
C1,AUSTRALIA,Santa_Rosa_Beni,100.42903077629765,116.6439811708952,SIN,1235.23,1260.89,False,119.102,False,False,3.573121111379605,node,22.82115550671325
C2,NAREUDA,Bolpebra,57.70192396207309,0.0109342292886367,Sist. Ais.,17.67,1257.14,False,68.224,False,False,0.010934229288522238,root,0.0109342292886367
C2,MUKDEN,Bolpebra,150.1381294301758,0.177625214874509,Sist. Ais.,18.72,1257.14,False,177.516,False,False,0.17762521487450905,root,0.177625214874509
C2,VERA CRUZ,Bolpebra,67.3711221577833,8.064715369609612,Sist. Ais.,142.98,1257.14,False,79.656,False,False,4.50436041154915,root,8.064715369609612
C2,PUERTO ORO,Bolpebra,21.122572033508238,12.610236417352093,Sist. Ais.,643.42,1257.14,False,24.974,False,False,12.097187072791568,tap,12.610236417352093
C2,MOLIENDA,Bolpebra,18.894550308386265,17.982907348702575,Sist. Ais.,1015.36,1257.14,False,22.34,False,False,11.69000673934661,tap,11.807798850708972
C2,AGROPECUARIA EL CEIBO,Bolpebra,27.2843137254902,18.360884970362957,Sist. Ais.,723.04,1257.14,False,32.26,False,False,1.2981541939414976,tap,2.28997009219334
C2,CANAAN,Bolpebra,23.02853723649084,20.596783597606628,Sist. Ais.,955.23,1257.14,False,27.228,False,False,0.7644580905261992,tap,3.3386199416980387
C2,NUEVA CANAAN,Bolpebra,50.56522139372181,21.648197546237704,Sist. Ais.,466.35,1257.14,False,59.786,False,False,3.2499210671847556,tap,21.48102417235345
C2,TRES ARROYOS,Bolpebra,55.22153180521035,23.48607962742746,Sist. Ais.,463.4,1257.14,False,65.291,False,False,3.873939799197789,node,16.2113315856928
C2,EXTREMA,Bolpebra,14.186136426401546,23.74189529787581,Sist. Ais.,1772.2,1257.14,False,16.773,False,True,9.752316742933223,tap,10.493573815544927
