Municipio_std,Cluster,Municipio_raw,Comunidad,No_tiene_2012,Poblacion_2012,distance_km,Dist_band
Puerto_Rico,C4,Primera Sección - Puerto Rico,LA ESPERANZA,4.0,5.0,33.950265845657405,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,MAPIMEJE,2.0,8.0,34.726605337665696,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,JAPA,1.0,7.0,35.86294264788025,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,BRUNO RACUA,13.0,47.0,36.39086480412566,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,EL PIÑAL,1.0,4.0,36.59071502874736,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,INDEPENDENCIA,7.0,66.0,36.60141459668453,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,PROVIDENCIA,1.0,18.0,36.6065943288625,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,CASCABELES,5.0,30.0,37.02973731886877,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,SAN JUAN,4.0,33.0,37.74010152378381,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,NUEVA JERUSALEN,17.0,84.0,40.31525245037847,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,AVAROA,7.0,129.0,44.39943984804035,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,BOLIVAR,1.0,8.0,45.027212733734075,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,PENINSULA,2.0,8.0,45.062769168821326,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,LITORAL,7.0,29.0,45.8234557102913,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,CAMACHO,1.0,14.0,47.24720349933644,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,ARROYO SECO,1.0,32.0,47.60405429766559,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,LAS ARENAS,2.0,31.0,47.63548631426045,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,TRINIDACITO,3.0,12.0,48.653371033615876,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,FLORIDA,19.0,52.0,49.56542154153928,25-50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,KIOSCO,6.0,21.0,50.64487018592222,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,PUERTO RICO,89.0,2733.0,53.81104279483073,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,PUERTO CARDENAS,2.0,6.0,56.61636879892001,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,NUEVA VIDA,10.0,32.0,61.16089827661194,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,SANTA MARIA,8.0,50.0,62.41362988052386,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,HIROSHIMA,14.0,38.0,66.75883364860718,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,EL CARMEN,61.0,22.0,75.13127237270484,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,SANTA ANA DEL TATU,2.0,103.0,75.39381310532231,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,MANCHESTER,12.0,42.0,75.49541181669325,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,ALIANZA,11.0,40.0,79.62160814560258,>50 km
Puerto_Rico,C4,Primera Sección - Puerto Rico,PUERTO AMERICA,7.0,74.0,81.64360773934773,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,TRINIDACITO,57.0,619.0,0.2155554461885885,<5 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,GALILEA,3.0,463.0,17.196091600380786,10-25 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,VISTA ALEGRE,8.0,361.0,17.863047616533112,10-25 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,VENECIA,15.0,67.0,21.69487571633018,10-25 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SANTA ELENA,33.0,210.0,22.421993238816754,10-25 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,NANAGUA,8.0,43.0,25.485361726822074,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SAN MARTIN,14.0,117.0,26.26930093944759,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SAMARIA,29.0,139.0,26.671540381549963,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,PALESTINA,7.0,187.0,26.951920130981968,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,NUEVA ESPERANZA,1.0,100.0,28.70402241055328,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SANTA MARIA,8.0,65.0,28.935660828006924,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,GENECHIQUIA,36.0,350.0,29.35354388378751,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,NARANJAL,7.0,426.0,30.110247464445983,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,REMANSO,7.0,77.0,30.87775164215424,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,EXALTACION,24.0,214.0,32.51126903253019,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SINAI,28.0,173.0,32.62729541073567,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,LORETO,4.0,186.0,33.17314988226644,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,NAVIDAD,21.0,127.0,33.53840380329922,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SAN SALVADOR,3.0,410.0,36.361625107320705,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,LOS REYES,16.0,102.0,37.88753357767901,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,BRIGIDA,9.0,130.0,38.66487352574414,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,BLANCA FLOR,13.0,1306.0,43.05201910298214,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,NUEVO HORIZONTE,6.0,71.0,44.58698466733699,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,COPACABANA,5.0,25.0,45.670380866875135,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,VIÑA DEL RIO,5.0,191.0,46.50255156395652,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,PUERTO COPACABANA,26.0,219.0,48.77697816232696,25-50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SANTA ANITA,1.0,2.0,50.56247878561079,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,LITUANIA,7.0,54.0,50.911824311612314,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SAN LORENZO,21.0,101.0,53.08370270185355,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,TRIGALITO,1.0,26.0,54.26888183021664,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,IBERIA,5.0,121.0,55.324662762455525,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,BITUMBO,8.0,112.0,73.24525844306335,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SAN JORGE,16.0,90.0,73.53776841328008,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,CHARAL,33.0,159.0,73.83566401191777,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,FORTALEZA,64.0,320.0,82.67470870815721,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,ROSARIO,13.0,66.0,95.35898172895328,>50 km
San_Lorenzo,C4,Segunda Sección - San Lorenzo,SAN ANTONIO,4.0,41.0,106.8983255934939,>50 km
San_Pedro,C4,Segunda Sección - San Pedro,LA PAZ,9.0,154.0,2.0794015900509337,<5 km
San_Pedro,C4,Segunda Sección - San Pedro,CAYUSAL,30.0,196.0,4.412038244560756,<5 km
San_Pedro,C4,Segunda Sección - San Pedro,FLOR ESPERANZA,2.0,32.0,8.087376974912427,5-10 km
San_Pedro,C4,Segunda Sección - San Pedro,VALPARAISO,48.0,238.0,8.259264470093283,5-10 km
San_Pedro,C4,Segunda Sección - San Pedro,NUEVA ESPERANZA,1.0,14.0,9.812505212212724,5-10 km
San_Pedro,C4,Segunda Sección - San Pedro,12 DE MARZO,31.0,174.0,9.857327887631003,5-10 km
San_Pedro,C4,Segunda Sección - San Pedro,FORTALEZA,31.0,206.0,12.750590322295904,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,TRES ISLAS,28.0,154.0,14.641874321967045,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,TRES ESTRELLAS,5.0,155.0,14.741541415486909,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,SANTA ROSA,33.0,144.0,15.810632179650632,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,BARRACON,26.0,210.0,16.660306940151155,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,SANTA ANA,32.0,201.0,18.565483256434234,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,MANGALITO,38.0,230.0,18.985059867680597,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,EL CARMEN,37.0,256.0,20.137336063396692,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,LOMA VELARDE,35.0,284.0,23.923507712710556,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,PALLAR,10.0,199.0,24.197585465071235,10-25 km
San_Pedro,C4,Segunda Sección - San Pedro,MARAVILLA,26.0,77.0,29.110008087365117,25-50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,PALESTINA,14.0,106.0,30.349585906352797,25-50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,16 DE JULIO,1.0,81.0,53.522901916880166,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,PUERTO MORALES AYMA,59.0,347.0,58.13485149500862,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,VILLA DEL CARMEN,1.0,78.0,59.29904928280687,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,DOS LAGOS,18.0,67.0,60.050775881384716,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,ALTO BAHIA II,31.0,102.0,60.726790231287445,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,NACEBE,1.0,162.0,60.755184957961625,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,SIMON BOLIVAR,9.0,16.0,61.191259250930834,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,BERNARDINO RACUA,17.0,133.0,69.67598212310422,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,1RO DE MAYO,3.0,429.0,72.20773227706677,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,LAS ABEJAS,7.0,97.0,73.23766687471081,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,LAS ABEJAS II,14.0,82.0,73.91560857995462,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,MONTERREY,6.0,96.0,74.86162763964478,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,SANTA ROSA,29.0,646.0,78.19197894309276,>50 km
Santa_Rosa_Pando,C4,Primera Sección - Santa Rosa del Abuná,COPACABANA,10.0,33.0,86.59840532206051,>50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,SANTA TEREZA,17.0,114.0,44.76413964148203,25-50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,CHIRIPA,4.0,24.0,45.70768430522622,25-50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,RESERVA,19.0,360.0,45.85880081302287,25-50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,ALMENDROS II,22.0,142.0,46.832086059362496,25-50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,SAN JOSE,2.0,177.0,47.127274123321726,25-50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,LOS ALMENDROS,4.0,81.0,49.61079734044789,25-50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,CAMPESINA PARAISO,10.0,23.0,51.554574424927,>50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,CHIRIPA,20.0,148.0,53.22380621773072,>50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,VILLA VICTORIA,53.0,333.0,54.40983011470267,>50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,PUERTO SUCRE,8.0,47.0,56.28453272772462,>50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,SAN MARTIN TACANA,18.0,192.0,58.732380875253895,>50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,MOLINO,5.0,30.0,66.9147759125122,>50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,SAN MARTIN,5.0,240.0,67.23904056699293,>50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,TAMARINDO,6.0,16.0,105.05251482178339,>50 km
Santos_Mercado,C4,Tercera Sección - Santos Mercado,7 DE ENERO,7.0,27.0,108.09822829030645,>50 km
Sena,C4,Tercera Sección - Sena,EL SENA,260.0,2587.0,0.08951257066025943,<5 km
Sena,C4,Tercera Sección - Sena,MONTE SINAI,20.0,143.0,7.343989051337851,5-10 km
Sena,C4,Tercera Sección - Sena,SACRIFICIO,19.0,26.0,12.388705370415291,10-25 km
Sena,C4,Tercera Sección - Sena,EL CARMEN,7.0,288.0,15.779701143454401,10-25 km
Sena,C4,Tercera Sección - Sena,VILLA COTOCA,29.0,170.0,17.451469528862265,10-25 km
Sena,C4,Tercera Sección - Sena,BELEN,2.0,5.0,19.866163692307545,10-25 km
Sena,C4,Tercera Sección - Sena,NUEVA FEDERACION,43.0,198.0,21.554414634314064,10-25 km
Sena,C4,Tercera Sección - Sena,EL TURI,20.0,93.0,21.748091320004736,10-25 km
Sena,C4,Tercera Sección - Sena,SANTA TRINIDAD,21.0,134.0,22.125403042442684,10-25 km
Sena,C4,Tercera Sección - Sena,TURI RIO,37.0,153.0,22.885529421589144,10-25 km
Sena,C4,Tercera Sección - Sena,SANTA FE,10.0,53.0,26.6421188738812,25-50 km
Sena,C4,Tercera Sección - Sena,TURI DOS,10.0,42.0,28.789055673840426,25-50 km
Sena,C4,Tercera Sección - Sena,CANADA,14.0,66.0,31.023379039803462,25-50 km
Sena,C4,Tercera Sección - Sena,BELLA BRISA,2.0,10.0,31.28827790945598,25-50 km
Sena,C4,Tercera Sección - Sena,REMANZO,20.0,98.0,31.525320689522555,25-50 km
Sena,C4,Tercera Sección - Sena,SANTAROSITA,5.0,16.0,31.923133523654034,25-50 km
Sena,C4,Tercera Sección - Sena,VILLA FRONTERA,21.0,115.0,32.19330339292658,25-50 km
Sena,C4,Tercera Sección - Sena,SANTA TERESA,2.0,9.0,32.540692615869915,25-50 km
Sena,C4,Tercera Sección - Sena,BERCEBA,14.0,52.0,35.67360444937828,25-50 km
Sena,C4,Tercera Sección - Sena,CACHUELITA,29.0,119.0,37.082311580021525,25-50 km
Sena,C4,Tercera Sección - Sena,RINCONCITO PANDINO,22.0,103.0,39.50807076940548,25-50 km
Sena,C4,Tercera Sección - Sena,SAN JOSE,29.0,14.0,39.705675160754495,25-50 km
Sena,C4,Tercera Sección - Sena,RESERVA,53.0,314.0,40.13763949241195,25-50 km
Sena,C4,Tercera Sección - Sena,PRIMERO DE DICIEMBRE,13.0,60.0,41.69337098991152,25-50 km
Sena,C4,Tercera Sección - Sena,SANTA ELENA,17.0,155.0,42.041434992607435,25-50 km
Sena,C4,Tercera Sección - Sena,LAS MERCEDES,29.0,157.0,42.86295542034728,25-50 km
Sena,C4,Tercera Sección - Sena,BALLIVIAN,5.0,69.0,47.080501078777,25-50 km
Sena,C4,Tercera Sección - Sena,SAN ANTONIO,29.0,176.0,47.48925520898717,25-50 km
Sena,C4,Tercera Sección - Sena,NUEVA EMPRESA,23.0,148.0,47.53069556233987,25-50 km
Sena,C4,Tercera Sección - Sena,BRIGIDA II,15.0,76.0,47.66153156320988,25-50 km
Sena,C4,Tercera Sección - Sena,PALMA REAL,42.0,227.0,55.25492870360996,>50 km
Sena,C4,Tercera Sección - Sena,RECREO,19.0,73.0,55.487948072664196,>50 km
Sena,C4,Tercera Sección - Sena,SANTA ROSA DE LIMA,9.0,79.0,55.721133974337576,>50 km
Sena,C4,Tercera Sección - Sena,BERLIN,8.0,45.0,56.09346995907308,>50 km
Sena,C4,Tercera Sección - Sena,LA ESPERANZA,13.0,15.0,56.13915124953919,>50 km
Sena,C4,Tercera Sección - Sena,SAN ROQUE,32.0,144.0,58.38947540677569,>50 km
Sena,C4,Tercera Sección - Sena,NUEVA ESPERANZA II,6.0,39.0,58.945727145283726,>50 km
Sena,C4,Tercera Sección - Sena,TATUCITO,15.0,82.0,61.1311264783897,>50 km
Sena,C4,Tercera Sección - Sena,SAN CARLOS,4.0,11.0,61.14855926475729,>50 km
Sena,C4,Tercera Sección - Sena,EL COLORADO,18.0,35.0,61.41672240598031,>50 km
Sena,C4,Tercera Sección - Sena,SAN MIGUEL,4.0,111.0,62.93008283610016,>50 km
Sena,C4,Tercera Sección - Sena,SAN MIGUEL,25.0,12.0,62.983828380390584,>50 km
Sena,C4,Tercera Sección - Sena,SANTA ROSA DEL MANUPARE,25.0,134.0,63.793658533670886,>50 km
Sena,C4,Tercera Sección - Sena,GIRADO,16.0,76.0,66.94547031993842,>50 km
Sena,C4,Tercera Sección - Sena,SIMPENSAR,5.0,23.0,69.08701261185412,>50 km
Sena,C4,Tercera Sección - Sena,TRIUNFO,9.0,41.0,70.03693511691489,>50 km
Sena,C4,Tercera Sección - Sena,SOLEDAD,21.0,93.0,70.5115830410618,>50 km
Sena,C4,Tercera Sección - Sena,PEKIN,35.0,185.0,72.43867049823685,>50 km
Sena,C4,Tercera Sección - Sena,NUEVA ESPERANZA,50.0,100.0,75.9860513966842,>50 km
Sena,C4,Tercera Sección - Sena,SAN SALVADOR,19.0,72.0,76.40498640689222,>50 km
Sena,C4,Tercera Sección - Sena,ALTO BUENA VISTA,25.0,102.0,76.94675598366359,>50 km
Sena,C4,Tercera Sección - Sena,FLORIDA,8.0,87.0,77.2069627657371,>50 km
Sena,C4,Tercera Sección - Sena,SAN ANTONIO,2.0,5.0,79.4217798245898,>50 km
Sena,C4,Tercera Sección - Sena,RANCHITO,14.0,59.0,79.61101044588945,>50 km
Sena,C4,Tercera Sección - Sena,PUERTO PALOMA,3.0,16.0,79.62522560778373,>50 km
Sena,C4,Tercera Sección - Sena,COPACABANA,10.0,53.0,80.1676965591162,>50 km
Sena,C4,Tercera Sección - Sena,COLMENA,46.0,307.0,82.84617403383797,>50 km
Sena,C4,Tercera Sección - Sena,SANTA MARIA DEL WIPA,24.0,103.0,83.10387781571966,>50 km
Sena,C4,Tercera Sección - Sena,4 DE JUNIO,9.0,54.0,86.63642661220085,>50 km
Sena,C4,Tercera Sección - Sena,PALMAR,60.0,206.0,86.67977239558412,>50 km
Sena,C4,Tercera Sección - Sena,ARROYO COLORADO,11.0,32.0,89.97060346463537,>50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),SAN IGNACIO,13.0,152.0,3.5064375143383977,<5 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),CALLAO GUADALUPE,6.0,34.0,10.408405441464927,10-25 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),PERSEVERANCIA,17.0,126.0,14.310824629779942,10-25 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),PALMIRA,3.0,97.0,17.72148298561036,10-25 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),NUEVO TRIUNFO,15.0,22.0,20.049733464011002,10-25 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),TRIUNFO,9.0,107.0,20.13463215259373,10-25 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),SANTA FE,11.0,141.0,22.930717730292013,10-25 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),BELEN,17.0,100.0,23.26009112809353,10-25 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),SAN ANTONIO,2.0,36.0,24.36024042305825,10-25 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),LOMA ALTA,3.0,646.0,24.65065416486958,10-25 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),ISLA LAS PETAS,3.0,22.0,25.330845418514528,25-50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),LAS MALVINAS,21.0,106.0,25.82712043721552,25-50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),DEMOCRACIA,15.0,141.0,26.433607479134107,25-50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),SANTA ISABEL,20.0,98.0,28.093634455633733,25-50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),AGUARENDA,13.0,83.0,30.471696349626484,25-50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),SANTA CRUCITO,27.0,351.0,33.28083800395854,25-50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),BELLA BRISA,25.0,155.0,34.64443933560365,25-50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),SANTA TERESITA,13.0,116.0,43.33704655243839,25-50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),RESERVA II,16.0,143.0,45.41477906527327,25-50 km
Villa_Nueva,C4,Segunda Sección - Villa Nueva (Loma Alta),ENAREVENA,7.0,84.0,46.16485657965958,25-50 km
Cobija,C5,Sección Capital - Cobija,VILLA BUSCH,14.0,734.0,1.3251635531211703,<5 km
Cobija,C5,Sección Capital - Cobija,COBIJA,858.0,0.0,2.722059861978071,<5 km
Cobija,C5,Sección Capital - Cobija,AVAROA,18.0,295.0,3.148652811640959,<5 km
Cobija,C5,Sección Capital - Cobija,SUJAL,10.0,124.0,4.2214300847873565,<5 km
Cobija,C5,Sección Capital - Cobija,ALTO BAHIA,14.0,111.0,4.260780693287344,<5 km
Cobija,C5,Sección Capital - Cobija,MEJILLONES,2.0,128.0,5.137720289005684,5-10 km
Cobija,C5,Sección Capital - Cobija,VILLA FATIMA,20.0,89.0,6.127943583583647,5-10 km
Cobija,C5,Sección Capital - Cobija,PONTON,2.0,40.0,6.761277421226104,5-10 km
Cobija,C5,Sección Capital - Cobija,VILLA ROSARIO,4.0,120.0,7.836238258892233,5-10 km
Cobija,C5,Sección Capital - Cobija,NUEVO TRIUNFO,1.0,134.0,9.074301413897203,5-10 km
Cobija,C5,Sección Capital - Cobija,NUEVA ESPERANZA,17.0,139.0,12.843504568961063,10-25 km
Cobija,C5,Sección Capital - Cobija,MARAPANI,10.0,44.0,14.35170108120359,10-25 km
Cobija,C5,Sección Capital - Cobija,BELMONTE,1.0,4.0,14.986831184856792,10-25 km
Cobija,C5,Sección Capital - Cobija,17 DE MAYO,33.0,134.0,22.56613590419303,10-25 km
